repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,commit_count
88935649,45297,1,NULL,NULL,0,469,0,0,0,6,6,0,24,551,0,30,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
89360091,45297,1,NULL,NULL,0,465,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
89370037,45297,1,NULL,NULL,0,465,0,0,0,2,1,0,0,202,0,2,0,75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89421651,45297,2,NULL,NULL,0,464,0,0,0,2,2,0,12,145,0,9,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
89902393,45297,2,NULL,NULL,0,459,0,0,0,2,2,0,9,231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
90597511,45297,1,NULL,NULL,0,453,1,0,0,2,1,0,0,203,0,3,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
90720004,45297,1,NULL,NULL,0,452,0,0,0,2,2,0,2,213,1,139,7,2314,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051
90723136,45297,1,NULL,NULL,0,452,0,0,0,4,3,0,9,257,0,2,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
91551236,45297,1,NULL,NULL,0,444,0,0,0,3,3,0,13,72,0,29,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
93429482,45297,1,NULL,NULL,0,426,0,0,0,2,2,0,0,202,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
94565071,45297,1,NULL,NULL,0,416,0,0,0,2,1,0,0,207,1,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
94838368,45297,1,NULL,NULL,0,414,0,0,0,2,2,0,6,131,0,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
95224143,45297,1,NULL,NULL,0,410,0,0,0,2,1,0,0,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
96832156,45297,1,NULL,NULL,0,394,0,0,0,2,1,0,12,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
97938160,45297,1,NULL,NULL,0,383,0,0,0,2,1,0,0,203,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
98122456,45297,1,NULL,NULL,0,381,0,0,0,2,1,0,0,658,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
98760180,45297,1,NULL,NULL,0,375,0,0,0,2,1,0,0,202,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
99183673,45297,1,NULL,NULL,0,371,0,0,0,2,1,0,0,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
99396761,45297,1,NULL,NULL,0,368,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100548431,45297,1,NULL,NULL,0,357,0,0,0,2,1,0,0,206,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100915713,45297,1,NULL,NULL,0,353,0,0,0,2,1,0,0,202,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102179286,45297,1,NULL,NULL,0,340,1,0,0,5,5,0,25,429,2,61,1,645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
102784986,45297,1,NULL,NULL,0,333,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
103227858,45297,1,NULL,NULL,0,332,0,0,0,3,1,0,0,265,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
103456532,45297,1,NULL,NULL,0,326,0,0,0,2,1,0,0,202,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
103619468,45297,2,NULL,NULL,0,325,0,0,0,5,2,1,4,258,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
103883936,45297,1,NULL,NULL,0,322,0,0,0,2,1,0,0,211,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
104191426,45297,2,NULL,NULL,0,319,0,0,0,3,3,0,11,60,0,16,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
105006719,45297,1,NULL,NULL,0,310,0,0,0,2,1,0,0,205,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
107532557,45297,1,NULL,NULL,0,284,0,0,0,3,3,0,0,205,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
107628166,45297,1,NULL,NULL,0,283,0,0,0,3,3,0,12,343,3,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
107700623,45297,1,NULL,NULL,0,282,0,0,0,2,1,0,0,202,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
108509014,45297,1,NULL,NULL,0,274,0,0,0,2,2,0,0,210,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
108546490,45297,1,108546490,0,1,274,10,6,1,9,7,0,0,243,3,13,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
109562004,45297,1,NULL,NULL,0,263,0,0,0,2,1,0,0,202,7,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
110037940,45297,1,NULL,NULL,0,259,0,0,0,5,4,1,18,465,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
110329938,45297,1,NULL,NULL,0,256,0,0,0,2,1,0,0,211,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
111264619,45297,1,NULL,NULL,0,248,0,0,0,2,2,0,0,206,0,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
112267483,45297,1,NULL,NULL,0,239,0,0,0,3,3,0,9,370,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
112820396,45297,1,NULL,NULL,0,234,0,0,0,2,2,0,12,171,0,6,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
113097968,45297,1,NULL,NULL,0,231,0,0,0,2,1,0,9,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
113241089,45297,1,NULL,NULL,0,229,0,0,0,2,2,0,2,38,0,4,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
113857224,45297,1,NULL,NULL,0,225,0,0,0,3,1,0,9,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
114047832,45297,1,NULL,NULL,0,222,0,0,0,2,2,0,12,343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114960266,45297,1,NULL,NULL,0,215,0,0,0,3,2,0,2,224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116341921,45297,1,NULL,NULL,0,203,0,1,1,2,1,0,0,14,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
116816231,45297,1,NULL,NULL,0,405,0,0,0,2,2,0,0,202,2,4,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
119715025,45297,2,NULL,NULL,0,338,0,0,0,2,2,0,9,29,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
121339336,45297,1,NULL,NULL,0,156,0,0,0,2,1,0,0,207,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
122009066,45297,2,108546490,1,1,147,0,0,0,2,1,0,0,224,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
122115697,45297,1,NULL,NULL,0,146,0,0,0,2,1,0,0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122245016,45297,1,NULL,NULL,0,145,0,0,0,2,1,0,0,202,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
123376742,45297,1,NULL,NULL,0,134,0,0,0,3,3,0,12,336,0,33,0,261,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
123735569,45297,1,NULL,NULL,0,131,0,0,0,2,1,0,0,202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125288138,45297,1,NULL,NULL,0,114,0,0,0,2,2,0,1,225,0,8,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
125371699,45297,1,NULL,NULL,0,113,0,0,0,2,2,0,0,203,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
126380955,45297,1,NULL,NULL,0,103,0,0,0,2,1,0,9,73,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
127117151,45297,1,NULL,NULL,0,99,0,0,0,2,2,0,1,166,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
127728649,45297,1,NULL,NULL,0,94,0,0,0,2,2,0,9,231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127797815,45297,1,NULL,NULL,0,93,0,0,0,6,6,1,21,404,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
127842462,45297,1,NULL,NULL,0,92,0,0,0,3,3,0,21,365,1,6,0,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
128016616,45297,2,NULL,NULL,0,89,0,0,0,2,2,0,0,208,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
129116829,45297,1,NULL,NULL,0,81,0,0,0,2,1,0,0,209,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
129339044,45297,1,NULL,NULL,0,80,0,0,0,4,3,0,19,813,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
130349824,45297,1,NULL,NULL,0,326,0,0,0,2,1,0,0,202,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132472987,45297,1,NULL,NULL,0,49,0,0,0,2,0,0,0,32,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
134963948,45297,2,NULL,NULL,0,25,0,0,0,3,1,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
135237400,45297,2,NULL,NULL,0,23,0,0,0,2,2,0,0,204,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
135881700,45297,1,NULL,NULL,0,16,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59758,59758,0,NULL,NULL,0,2619,54,77,7,7,4,0,3,408,1,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670
2700216,59758,1,NULL,NULL,0,2295,20,48,2,6,4,1,1,33,0,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
5567455,59758,1,NULL,NULL,0,2066,0,0,0,5,3,1,11,324,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
6440430,59758,2,NULL,NULL,0,1892,0,0,0,2,2,0,0,8,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
8798888,59758,2,NULL,NULL,0,1744,0,0,0,2,2,0,1,8,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
13818812,59758,1,13818812,0,1,1656,0,0,0,2,1,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
14327657,59758,1,NULL,NULL,0,1640,0,5,0,6,1,6,1,53,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
27393093,59758,1,NULL,NULL,0,1330,74,55,4,8,4,9,2,684,4,7,2,0,0,0,28,173,649,28,150,727,34,0,654,18,23,7,34,0,2,0,142,6,6,4,2,29,0,496,12,18,1,29,0,981
32981761,59758,1,NULL,NULL,0,1186,102,92,13,7,6,1,1,325,7,43,5,41,0,0,26,11,420,140,31,421,55,0,333,22,17,2,55,0,1,0,7,0,1,0,1,49,0,308,20,15,2,49,0,386
33397354,59758,1,NULL,NULL,0,1177,0,0,0,3,2,1,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
46324701,59758,2,NULL,NULL,0,982,0,0,0,2,1,0,0,203,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
48970603,59758,2,NULL,NULL,0,952,0,0,0,3,2,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
55383147,59758,2,NULL,NULL,0,861,0,0,0,3,2,0,1,299,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
57931272,59758,2,NULL,NULL,0,828,0,0,0,2,1,0,0,203,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
58517078,59758,2,NULL,NULL,0,822,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
65410131,59758,2,NULL,NULL,0,741,0,0,0,2,1,0,0,245,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
68327457,59758,2,NULL,NULL,0,703,0,0,0,2,2,0,0,206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
70173985,59758,2,NULL,NULL,0,680,0,0,0,2,1,0,1,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72361204,59758,2,NULL,NULL,0,653,0,0,0,2,1,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
84995179,59758,2,NULL,NULL,0,509,0,0,0,2,1,0,1,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
90191392,59758,2,NULL,NULL,0,457,0,0,0,2,1,0,0,207,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
91728874,59758,2,NULL,NULL,0,442,0,0,0,3,2,0,0,227,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
104835797,59758,2,NULL,NULL,0,312,0,0,0,3,3,0,0,222,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
105624685,59758,2,NULL,NULL,0,304,0,0,0,2,1,0,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
106858107,59758,2,NULL,NULL,0,291,0,0,0,2,1,0,0,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115399334,59758,2,NULL,NULL,0,211,0,0,0,3,3,0,0,229,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
118579585,59758,2,NULL,NULL,0,183,0,0,0,2,1,0,0,202,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
124019003,59758,2,NULL,NULL,0,128,0,0,0,2,1,0,0,202,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
67521,67521,0,NULL,NULL,0,3077,14,47,10,12,5,7,3,3005,18,60,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
67536,67521,1,NULL,NULL,0,2519,0,0,0,2,1,0,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2619272,67521,1,2619272,0,1,2301,28,18,1,2,1,0,0,216,3,6,1,3,0,0,8,0,10,7,0,10,1,0,12,0,3,7,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,24
4352818,67521,2,2619272,1,1,2158,0,0,0,2,1,0,0,225,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
18733452,67521,1,NULL,NULL,0,1510,0,0,0,3,2,0,0,310,0,34,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
19625090,67521,1,NULL,NULL,0,1488,0,0,0,2,2,0,0,314,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
29028054,67521,1,NULL,NULL,0,1289,0,0,0,2,2,0,0,137,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
29683131,67521,1,NULL,NULL,0,1271,0,0,0,2,1,0,0,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30892073,67521,1,NULL,NULL,0,1235,0,0,0,2,2,0,1,411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
35711925,67521,1,NULL,NULL,0,1131,0,0,0,3,2,0,0,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
37908618,67521,1,NULL,NULL,0,1097,0,0,0,2,1,0,0,206,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
52874780,67521,1,NULL,NULL,0,895,0,0,0,2,1,0,0,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
70101,70101,0,NULL,NULL,0,2802,106,72,7,8,3,4,3,326,4,82,0,40,0,4,4,0,13,10,0,13,9,0,17,0,0,0,2,0,0,0,0,0,0,0,0,2,0,13,0,0,0,2,0,690
1283028,70101,1,NULL,NULL,0,2544,103,34,2,6,5,1,4,372,2,86,0,40,0,41,94,3,49,63,0,50,5,0,76,1,42,66,5,0,0,0,0,0,0,0,0,5,0,17,0,7,9,5,0,176
1407603,70101,1,NULL,NULL,0,2388,1,0,0,2,1,0,4,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1837895,70101,1,NULL,NULL,0,2362,0,0,0,2,1,0,4,137,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6788185,70101,1,6788185,0,1,2000,3,2,0,2,2,0,1,205,0,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
7474414,70101,1,NULL,NULL,0,1961,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
7819291,70101,1,NULL,NULL,0,1940,0,0,0,2,1,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7963652,70101,1,NULL,NULL,0,1933,2,0,0,2,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
12785162,70101,2,NULL,NULL,0,1753,0,0,0,2,1,0,1,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54728200,70101,2,NULL,NULL,0,1323,0,0,0,2,1,0,0,202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
47526,97582,1,NULL,NULL,0,2524,0,0,0,5,3,6,0,23,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
82016,97582,1,NULL,NULL,0,2502,0,0,0,4,4,3,0,65,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
84894,97582,1,NULL,NULL,0,2510,1,0,0,3,2,0,2,61,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
97582,97582,0,NULL,NULL,0,2588,27,39,6,4,4,0,3,64,4,22,11,68,0,7,4,0,1,6,0,1,7,0,4,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
129841,97582,1,NULL,NULL,0,2578,0,0,0,2,2,0,1,16,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
