"","repo_id","parent_id","full_name","counter","percentage","ALL","X0.75","X0.5","X0.25","X1.Commit"
"1963",19228343,"17991525","jaywalklabs/react-native","2",1,"Social","Social","Social","Social","Social"
"1964",19263809,"17991525","quyixia/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1965",19585530,"17991525","browniefed/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1966",19853758,"17991525","nickhudkins/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1967",19979816,"17991525","dsibiski/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1968",20194106,"17991525","skevy/react-native","4",1,"Social","Social","Social","Social","Social"
"1969",20236586,"17991525","ericvicenti/react-native","7",0.03,"Hard","Hard","Hard","Hard","Social"
"1970",20319779,"17991525","hammerandchisel/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1971",20605875,"17991525","sjmueller/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"1972",20634139,"17991525","exponentjs/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1973",20649709,"17991525","jhen0409/react-native","13",1,"Social","Social","Social","Social","Social"
"1974",20934529,"17991525","rnplay/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1975",21150012,"17991525","309746069/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1976",21305555,"17991525","APSL/react-native","8",1,"Social","Social","Social","Social","Social"
"1977",21535255,"17991525","dabit3/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1978",21702849,"17991525","evenco/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1979",22101492,"17991525","skillz/react-native","17",0.89,"Hard","Social","Social","Social","Social"
"1980",22130076,"17991525","jevakallio/react-native","2",1,"Social","Social","Social","Social","Social"
"1981",22148015,"17991525","iodine/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1982",22150399,"17991525","negativetwelve/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1983",22156805,"17991525","jaredly/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1984",22411508,"17991525","MattFoley/react-native","5",1,"Social","Social","Social","Social","Social"
"1985",22497780,"17991525","gre/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1986",22686020,"17991525","lprhodes/react-native","5",1,"Social","Social","Social","Social","Social"
"1987",24124166,"17991525","sghiassy/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1988",24169920,"17991525","sunnylqm/react-native","29",0.88,"Hard","Social","Social","Social","Social"
"1989",24966330,"17991525","yamill/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1990",25011266,"17991525","javache/react-native","11",1,"Social","Social","Social","Social","Social"
"1991",25049609,"17991525","danscan/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1992",25817016,"17991525","nevir/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1993",25833431,"17991525","ehd/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1994",25895707,"17991525","satya164/react-native","1",1,"Social","Social","Social","Social","Social"
"1995",25975803,"17991525","Crash--/react-native","3",0.6,"Hard","Hard","Social","Social","Social"
"1996",25981914,"17991525","corbt/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"1997",26021224,"17991525","popovsh6/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1998",26034809,"17991525","cpojer/react-native","38",1,"Social","Social","Social","Social","Social"
"1999",26041462,"17991525","morenoh149/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2000",26217372,"17991525","glovebx/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2001",26236192,"17991525","Bhullnatik/react-native","1",1,"Social","Social","Social","Social","Social"
"2002",26263667,"17991525","apprennet/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2003",26393231,"17991525","mosesoak/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2004",26997666,"17991525","GantMan/react-native","6",1,"Social","Social","Social","Social","Social"
"2005",27324497,"17991525","purposecampaigns/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2006",27347033,"17991525","shinate/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2007",27387326,"17991525","lobo12/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2008",27422037,"17991525","martinbigio/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2009",27556555,"17991525","bgryszko/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2010",27698026,"17991525","anttimo/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2011",27876958,"17991525","wesley1001/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2012",27986607,"17991525","rigdern/react-native","81",1,"Social","Social","Social","Social","Social"
"2013",28003153,"17991525","melihmucuk/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2014",28043243,"17991525","shrimpy/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2015",28290773,"17991525","geirman/react-native","4",1,"Social","Social","Social","Social","Social"
"2016",28565599,"17991525","bozzmob/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2017",28664829,"17991525","anback/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"2018",28665592,"17991525","caabernathy/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2019",28678714,"17991525","sooth-sayer/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2020",28777441,"17991525","keybase/react-native","1",1,"Social","Social","Social","Social","Social"
"2021",28915199,"17991525","EwanThomas/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2022",28956178,"17991525","tackk/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2023",28968247,"17991525","leeight/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"2024",28974474,"17991525","InnerPeace080/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2025",29048491,"17991525","zhuchaowe/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2026",29089544,"17991525","kmagiera/react-native","42",0.84,"Hard","Social","Social","Social","Social"
"2027",29125005,"17991525","naturalatlas/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2028",29135653,"17991525","lxsameer/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2029",29168006,"17991525","laurilehmijoki/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2030",29170668,"17991525","doochik/react-native","6",1,"Social","Social","Social","Social","Social"
"2031",29368680,"17991525","Kudo/react-native","20",1,"Social","Social","Social","Social","Social"
"2032",29622170,"17991525","olofd/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2033",29668662,"17991525","kbeckmann/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2034",29747789,"17991525","PeakApps/PA-react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2035",29826741,"17991525","aljs/react-native","4",1,"Social","Social","Social","Social","Social"
"2036",29962559,"17991525","Ehesp/react-native","1",1,"Social","Social","Social","Social","Social"
"2037",29974755,"17991525","bjornco/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2038",30057942,"17991525","ExplodingCabbage/react-native","4",0.57,"Hard","Hard","Social","Social","Social"
"2039",30066993,"17991525","rmevans9/react-native","1",1,"Social","Social","Social","Social","Social"
"2040",30140636,"17991525","experimentsin/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2041",30186761,"17991525","DispatcherInc/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2042",30464144,"17991525","elbstack/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2043",30557481,"17991525","tdzl2003/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2044",30571398,"17991525","gitim/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2045",30589499,"17991525","jerolimov/react-native","4",1,"Social","Social","Social","Social","Social"
"2046",30822766,"17991525","HomePass/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2047",30974450,"17991525","rozele/react-native","24",0.96,"Hard","Social","Social","Social","Social"
"2048",31077871,"17991525","Almouro/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2049",31117077,"17991525","wildlifela/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2050",31455923,"17991525","jaggs6/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2051",31583069,"17991525","VansonLeung/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2052",31698142,"17991525","antoxi4/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2053",31719774,"17991525","tgoldenberg/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2054",31778719,"17991525","HustleInc/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2055",32042350,"17991525","sreesharp/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2056",32169894,"17991525","paulshen/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2057",32174284,"17991525","ywz2010/react-native","1",1,"Social","Social","Social","Social","Social"
"2058",32214403,"17991525","formatlos/react-native","15",1,"Social","Social","Social","Social","Social"
"2059",32262088,"17991525","locly/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2060",32367499,"17991525","skellock/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2061",32371489,"17991525","alwx/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2062",32510556,"17991525","dantman/react-native","7",1,"Social","Social","Social","Social","Social"
"2063",32589316,"17991525","alloy/react-native","7",1,"Social","Social","Social","Social","Social"
"2064",32747651,"17991525","lucasfeliciano/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2065",33603865,"17991525","peterp/react-native","4",1,"Social","Social","Social","Social","Social"
"2066",33618369,"17991525","shauns/react-native","2",1,"Social","Social","Social","Social","Social"
"2067",33691974,"17991525","pedramsaleh/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2068",33702427,"17991525","jetzhliu/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"2069",33714687,"17991525","charpeni/react-native","11",1,"Social","Social","Social","Social","Social"
"2070",33867665,"17991525","chiraggshah/react-native","5",1,"Social","Social","Social","Social","Social"
"2071",33995243,"17991525","joshuapinter/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2072",34205251,"17991525","shixingxing/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2073",34334665,"17991525","alvinthen/react-native","3",0.75,"Hard","Social","Social","Social","Social"
"2074",35090558,"17991525","magrinj/react-native","15",1,"Social","Social","Social","Social","Social"
"2075",35120957,"17991525","coolguy001tv/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2076",35124367,"17991525","ptomasroos/react-native","1",1,"Social","Social","Social","Social","Social"
"2077",35276382,"17991525","lzyzsd/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2078",35308591,"17991525","ocarpinteyro/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2079",35417314,"17991525","convoyinc/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2080",35458166,"17991525","vikeri/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2081",35494974,"17991525","radko93/react-native","16",1,"Social","Social","Social","Social","Social"
"2082",36262295,"17991525","SudoPlz/react-native","2",1,"Social","Social","Social","Social","Social"
"2083",36272891,"17991525","rh389/react-native","8",0.89,"Hard","Social","Social","Social","Social"
"2084",36300099,"17991525","damusnet/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2085",36497013,"17991525","DaveAdams88/react-native","1",1,"Social","Social","Social","Social","Social"
"2086",36749580,"17991525","mmckinley8/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2087",36900007,"17991525","EdtechFoundry/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2088",37105550,"17991525","Andreyco/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2089",37147198,"17991525","thorbenprimke/react-native","2",0.5,"Hard","Hard","Social","Social","Social"
"2090",37169654,"17991525","OpenSports/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2091",37172476,"17991525","jgibbons/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2092",37193107,"17991525","techery/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2093",37237765,"17991525","bcaplan42/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2094",37319110,"17991525","philipheinser/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2095",37493451,"17991525","nihgwu/react-native","10",1,"Social","Social","Social","Social","Social"
"2096",37527386,"17991525","douglowder/react-native-appletv","0",0,"Hard","Hard","Hard","Hard","Hard"
"2097",37732895,"17991525","wv1124/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2098",37760221,"17991525","jmurzy/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2099",37883049,"17991525","dejakob/react-native","5",1,"Social","Social","Social","Social","Social"
"2100",37966464,"17991525","lacker/react-native","1",1,"Social","Social","Social","Social","Social"
"2101",37966482,"17991525","sheparddw/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2102",38051106,"17991525","dabbott/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2103",38092945,"17991525","clmntcrl/react-native","11",1,"Social","Social","Social","Social","Social"
"2104",38156502,"17991525","kasimtan/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2105",38308062,"17991525","maartenschumacher/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2106",38619928,"17991525","hramos/react-native","379",1,"Social","Social","Social","Social","Social"
"2107",38804990,"17991525","mikelambert/react-native","8",0.42,"Hard","Hard","Hard","Social","Social"
"2108",38867107,"17991525","RD1991/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2109",38880863,"17991525","p16/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2110",38892702,"17991525","kclowes/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2111",38991411,"17991525","cdlewis/react-native","44",1,"Social","Social","Social","Social","Social"
"2112",39093175,"17991525","omeid/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2113",39101720,"17991525","noerK/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2114",39458852,"17991525","alexanderjarvis/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2115",39573540,"17991525","skatpgusskat/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2116",39625618,"17991525","ericnakagawa/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2117",39703139,"17991525","bloomfire/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2118",39720475,"17991525","Emilios1995/react-native","3",0.5,"Hard","Hard","Social","Social","Social"
"2119",39727987,"17991525","jvassbo/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2120",40240447,"17991525","dozoisch/react-native","2",1,"Social","Social","Social","Social","Social"
"2121",40447002,"17991525","vonovak/react-native","37",1,"Social","Social","Social","Social","Social"
"2122",40503575,"17991525","dustturtle/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2123",40562331,"17991525","upgle/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2124",41413321,"17991525","isnifer/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2125",41440920,"17991525","haiyangjiajian/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2126",41512912,"17991525","funorpain/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2127",42046144,"17991525","gilesvangruisen/react-native","2",1,"Social","Social","Social","Social","Social"
"2128",42082822,"17991525","alin23/react-native","1",1,"Social","Social","Social","Social","Social"
"2129",42108187,"17991525","immidi/react-native","8",1,"Social","Social","Social","Social","Social"
"2130",42205127,"17991525","simonayzman/react-native","6",1,"Social","Social","Social","Social","Social"
"2131",42233897,"17991525","slavikmanukyan/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2132",42274005,"17991525","fibbers/react-native","1",1,"Social","Social","Social","Social","Social"
"2133",42387151,"17991525","cyqresig/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2134",42472107,"17991525","guilhermebruzzi/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2135",42473751,"17991525","egeshi/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2136",42525903,"17991525","MaxLap/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2137",42647808,"17991525","scarlac/react-native","1",1,"Social","Social","Social","Social","Social"
"2138",42728735,"17991525","calvium/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2139",42741012,"17991525","manicakes/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2140",42747233,"17991525","jreziga/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2141",42759213,"17991525","license2e/react-native","2",1,"Social","Social","Social","Social","Social"
"2142",42837472,"17991525","romidane/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2143",43240409,"17991525","mehcode/react-native","1",1,"Social","Social","Social","Social","Social"
"2144",43341545,"17991525","vinaynb/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2145",43458981,"17991525","StevenXL/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2146",43494674,"17991525","gmuraleekrishna/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2147",43510696,"17991525","benthewhite/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2148",43517827,"17991525","JoelSanchez/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2149",43529752,"17991525","edthedev/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2150",43540934,"17991525","ivpusic/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2151",43561377,"17991525","LearningDave/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2152",43589655,"17991525","tim-ford/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2153",43637040,"17991525","tepamid/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2154",43680898,"17991525","fxfactorial/react-native","3",0.75,"Hard","Social","Social","Social","Social"
"2155",43684228,"17991525","liusy182/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2156",43867659,"17991525","thebakeryio/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2157",43880088,"17991525","daniel-beard/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2158",44137141,"17991525","zongwan/react-native","4",1,"Social","Social","Social","Social","Social"
"2159",44179295,"17991525","Lightricks/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2160",44184369,"17991525","dlowder-salesforce/react-native","117",1,"Social","Social","Social","Social","Social"
"2161",44324381,"17991525","tenodi/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"2162",44397600,"17991525","fmatoss/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2163",44562166,"17991525","3sidedcube/react-native","18",1,"Social","Social","Social","Social","Social"
"2164",44587154,"17991525","0x5e/react-native","3",1,"Social","Social","Social","Social","Social"
"2165",44643490,"17991525","opendoor-labs/react-native","6",0.86,"Hard","Social","Social","Social","Social"
"2166",44896687,"17991525","Razzeee/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2167",45105596,"17991525","ransj/react-native","4",0.5,"Hard","Hard","Social","Social","Social"
"2168",45305407,"17991525","cameron/react-native","3",1,"Social","Social","Social","Social","Social"
"2169",45308991,"17991525","mashihua/react-native-appletv","0",0,"Hard","Hard","Hard","Hard","Hard"
"2170",45334686,"17991525","lgan1989/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2171",45355415,"17991525","mdamien/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2172",45445928,"17991525","joshyhargreaves/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2173",45456263,"17991525","Boulevard/react-native","1",1,"Social","Social","Social","Social","Social"
"2174",45496045,"17991525","jamesreggio/react-native","11",1,"Social","Social","Social","Social","Social"
"2175",45567818,"17991525","zimengle/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2176",45641326,"17991525","airbnb/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2177",45818668,"17991525","aneophyte/react-native","1",1,"Social","Social","Social","Social","Social"
"2178",45837713,"17991525","notjosh/react-native","3",1,"Social","Social","Social","Social","Social"
"2179",45893501,"17991525","littlesome/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2180",46039356,"17991525","ncuillery/react-native","2",1,"Social","Social","Social","Social","Social"
"2181",46268267,"17991525","ianlevesque/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2182",46300457,"17991525","SandroMachado/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2183",46300485,"17991525","ronal2do/react-native","14",0.93,"Hard","Social","Social","Social","Social"
"2184",46441001,"17991525","designorant/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2185",46565502,"17991525","reneweb/react-native","2",1,"Social","Social","Social","Social","Social"
"2186",46594755,"17991525","tiensonqin/react-native","2",1,"Social","Social","Social","Social","Social"
"2187",46595322,"17991525","cbrevik/react-native","18",1,"Social","Social","Social","Social","Social"
"2188",46625983,"17991525","SimonKenyonShepard/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2189",46686163,"17991525","iamyy/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2190",46785446,"17991525","pfeiffer/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2191",46797482,"17991525","StevePotter/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2192",46917482,"17991525","dratwas/react-native","3",1,"Social","Social","Social","Social","Social"
"2193",47370632,"17991525","brains-and-beards/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2194",47538888,"17991525","bookofmormoncentral/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2195",47556891,"17991525","tsjing/react-native","31",1,"Social","Social","Social","Social","Social"
"2196",47625831,"17991525","pureklkl/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2197",47684593,"17991525","Isakdl/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2198",47969631,"17991525","COMP491ReactNative/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2199",47983524,"17991525","fuzzyinc/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2200",48196205,"17991525","nitrogenlabs/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2201",48210952,"17991525","fandor/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2202",48854402,"17991525","davidlrnt/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2203",48977375,"17991525","superseriouscompany/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2204",49025583,"17991525","mc-zone/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2205",49301776,"17991525","sdg9/react-native","5",1,"Social","Social","Social","Social","Social"
"2206",49365302,"17991525","saopayne/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2207",49591900,"17991525","jadbox/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2208",49632675,"17991525","vladimir-kotikov/react-native","2",1,"Social","Social","Social","Social","Social"
"2209",49710276,"17991525","matangover/react-native","2",1,"Social","Social","Social","Social","Social"
"2210",49727061,"17991525","jaychsu/react-native","2",1,"Social","Social","Social","Social","Social"
"2211",49824811,"17991525","aybb/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2212",49956486,"17991525","pvinis/react-native","19",1,"Social","Social","Social","Social","Social"
"2213",50002250,"17991525","mlguys/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2214",50044074,"17991525","tornado12345/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2215",50059222,"17991525","adierkens/react-native","1",1,"Social","Social","Social","Social","Social"
"2216",50138920,"17991525","tvalentius/react-native","26",0.27,"Hard","Hard","Hard","Social","Social"
"2217",50423269,"17991525","huitsing/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2218",50446567,"17991525","saigrandhi/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2219",50452199,"17991525","uphold-forks/react-native","5",1,"Social","Social","Social","Social","Social"
"2220",50700067,"17991525","dannycochran/react-native","20",1,"Social","Social","Social","Social","Social"
"2221",50876014,"17991525","raymondchooi/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2222",50947154,"17991525","Johan-dutoit/react-native","3",0.5,"Hard","Hard","Social","Social","Social"
"2223",51038002,"17991525","bjrn/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2224",51259246,"17991525","happypancake/react-native","4",1,"Social","Social","Social","Social","Social"
"2225",51371209,"17991525","dingbat/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2226",51549382,"17991525","doomsower/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2227",51630934,"17991525","penx/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2228",51737957,"17991525","sotayamashita/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2229",51795290,"17991525","jacob-meacham/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2230",51816104,"17991525","luisfpinto/react-native","1",0.5,"Hard","Hard","Social","Social","Social"
"2231",51834825,"17991525","cooperka/react-native","4",1,"Social","Social","Social","Social","Social"
"2232",52003701,"17991525","adamski/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2233",52167477,"17991525","younthu/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2234",52219630,"17991525","tqc/react-native","2",1,"Social","Social","Social","Social","Social"
"2235",52282647,"17991525","jpshelley/react-native","5",1,"Social","Social","Social","Social","Social"
"2236",52487949,"17991525","jeremistadler/react-native","3",0.75,"Hard","Social","Social","Social","Social"
"2237",52529777,"17991525","hansemannn/react-native","3",1,"Social","Social","Social","Social","Social"
"2238",52556353,"17991525","Ajackster/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2239",52604316,"17991525","rgngl/react-native","2",1,"Social","Social","Social","Social","Social"
"2240",52616430,"17991525","davidfekke/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2241",52666848,"17991525","feyy/react-native","0",0,"Hard","Hard","Hard","Hard","Hard"
"2242",52708264,"17991525","richardfickling/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"2243",52717692,"17991525","emaccheese/react-native","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
