"","repo_id","parent_id","full_name","counter","percentage","ALL","X0.75","X0.5","X0.25","X1.Commit"
"754",87399602,"45297","nk3310/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"755",87564477,"45297","mmm311/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"756",87739017,"45297","ying-zheng/kafka","17",0.89,"Hard","Social","Social","Social","Social"
"757",87864048,"45297","TolerableCoder/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"758",88658164,"45297","asasvari/kafka","19",0.95,"Hard","Social","Social","Social","Social"
"759",88694784,"45297","smurakozi/kafka","19",0.73,"Hard","Hard","Social","Social","Social"
"760",88810087,"45297","jeis2497052/kafka","1",0.5,"Hard","Hard","Social","Social","Social"
"761",88935649,"45297","dhruvilshah3/kafka","129",1,"Social","Social","Social","Social","Social"
"762",89360091,"45297","Matzz/kafka","2",1,"Social","Social","Social","Social","Social"
"763",89370037,"45297","80d000/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"764",89421651,"45297","big-andy-coates/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"765",89902393,"45297","wangshao/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"766",90597511,"45297","khaireddine120/kafka","38",1,"Social","Social","Social","Social","Social"
"767",90720004,"45297","vvcephei/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"768",90723136,"45297","yuyang08/kafka","5",1,"Social","Social","Social","Social","Social"
"769",91551236,"45297","chia7712/kafka","41",1,"Social","Social","Social","Social","Social"
"770",93429482,"45297","ro7m/kafka","6",0.86,"Hard","Social","Social","Social","Social"
"771",94565071,"45297","koqizhao/kafka","13",0.65,"Hard","Hard","Social","Social","Social"
"772",94838368,"45297","cyrusv/kafka","17",1,"Social","Social","Social","Social","Social"
"773",95224143,"45297","rushstreet/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"774",96832156,"45297","Fuud/kafka","2",1,"Social","Social","Social","Social","Social"
"775",97938160,"45297","noarter/kafka","1",0.17,"Hard","Hard","Hard","Hard","Social"
"776",98122456,"45297","glasser/kafka","2",1,"Social","Social","Social","Social","Social"
"777",98760180,"45297","maytals/kafka-1","8",1,"Social","Social","Social","Social","Social"
"778",99183673,"45297","vpopov89/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"779",99396761,"45297","birdgodtech/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"780",100548431,"45297","shunge/kafka","6",1,"Social","Social","Social","Social","Social"
"781",100915713,"45297","LSHP/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"782",102179286,"45297","stanislavkozlovski/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"783",102784986,"45297","pas725/kafka","3",1,"Social","Social","Social","Social","Social"
"784",103227858,"45297","DeuroIO/Deuro-kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"785",103456532,"45297","LLcat1217/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"786",103619468,"45297","wishabi/kafka","30",1,"Social","Social","Social","Social","Social"
"787",103883936,"45297","chaplinthink/kafka","1",1,"Social","Social","Social","Social","Social"
"788",104191426,"45297","bob-barrett/kafka","39",1,"Social","Social","Social","Social","Social"
"789",105006719,"45297","jonathansantilli/kafka","4",1,"Social","Social","Social","Social","Social"
"790",107532557,"45297","Lincong/kafka","9",0.06,"Hard","Hard","Hard","Hard","Social"
"791",107628166,"45297","xiowu0/kafka","17",1,"Social","Social","Social","Social","Social"
"792",107700623,"45297","xiaoxiaogua/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"793",108509014,"45297","sumannewton/kafka","10",1,"Social","Social","Social","Social","Social"
"794",108546490,"45297","linkedin/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"795",109562004,"45297","brary/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"796",110037940,"45297","Captainhzy/kafka","64",0.89,"Hard","Social","Social","Social","Social"
"797",110329938,"45297","huangyiminghappy/kafka","5",1,"Social","Social","Social","Social","Social"
"798",111264619,"45297","ryannedolan/kafka","34",1,"Social","Social","Social","Social","Social"
"799",112267483,"45297","harelba/kafka","6",1,"Social","Social","Social","Social","Social"
"800",112820396,"45297","colinhicks/kafka","17",1,"Social","Social","Social","Social","Social"
"801",113097968,"45297","cshuig/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"802",113241089,"45297","yangxi/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"803",113857224,"45297","BirdHowl/kafka","2",1,"Social","Social","Social","Social","Social"
"804",114047832,"45297","mdeverdelhan/kafka","1",0.5,"Hard","Hard","Social","Social","Social"
"805",114960266,"45297","ejpearson/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"806",116341921,"45297","bitpusherllc/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"807",116816231,"45297","sh-abhi/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"808",119715025,"45297","avocader/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"809",121339336,"45297","AndrewJSchofield/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"810",122009066,"45297","nguyant/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"811",122115697,"45297","ernest-bruce/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"812",122245016,"45297","acres4/kafka","3",1,"Social","Social","Social","Social","Social"
"813",123376742,"45297","ableegoldman/kafka","162",1,"Social","Social","Social","Social","Social"
"814",123735569,"45297","tbaldo/kafka","1",1,"Social","Social","Social","Social","Social"
"815",125288138,"45297","jsancio/kafka","41",1,"Social","Social","Social","Social","Social"
"816",125371699,"45297","ctchenn/kafka","5",1,"Social","Social","Social","Social","Social"
"817",126380955,"45297","pgwhalen/kafka","37",1,"Social","Social","Social","Social","Social"
"818",127117151,"45297","casey-green/kafka","4",1,"Social","Social","Social","Social","Social"
"819",127728649,"45297","chasewalden/kafka","2",1,"Social","Social","Social","Social","Social"
"820",127797815,"45297","pierDipi/kafka","9",1,"Social","Social","Social","Social","Social"
"821",127842462,"45297","pkleindl/kafka","57",1,"Social","Social","Social","Social","Social"
"822",128016616,"45297","kondetibharat/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"823",129116829,"45297","yeralin/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"824",129339044,"45297","londoncalling/kafka","10",1,"Social","Social","Social","Social","Social"
"825",130349824,"45297","JiMu-Bao/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"826",132472987,"45297","sdreynolds/kafka","3",1,"Social","Social","Social","Social","Social"
"827",134963948,"45297","scalabreseGD/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"828",135237400,"45297","nexiahome/kafka","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"829",135881700,"45297","jasonwang1988/kafka","0",0,"Hard","Hard","Hard","Hard","Hard"
"830",2700216,"59758","Tux2/GriefPrevention","58",0.13,"Hard","Hard","Hard","Hard","Social"
"831",5567455,"59758","clienthax/GriefPrevention","1",1,"Social","Social","Social","Social","Social"
"832",6440430,"59758","Alshain01/GriefPrevention","13",1,"Social","Social","Social","Social","Social"
"833",13818812,"59758","10becja/GriefPreventionPVP","0",0,"Hard","Hard","Hard","Hard","Hard"
"834",14327657,"59758","MineYourMind/GriefPrevention","1",0.02,"Hard","Hard","Hard","Hard","Social"
"835",32981761,"59758","techfortress/GriefPrevention","0",0,"Hard","Hard","Hard","Hard","Hard"
"836",33397354,"59758","CweepahCraft/GriefPrevention","1",0.01,"Hard","Hard","Hard","Hard","Social"
"837",46324701,"59758","erik1988/GriefPrevention","1",0.5,"Hard","Hard","Social","Social","Social"
"838",48970603,"59758","soliddanii/GriefPrevention","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"839",55383147,"59758","Eufranio/GriefPrevention","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"840",57931272,"59758","Rodzynus/GriefPrevention","3",0.27,"Hard","Hard","Hard","Social","Social"
"841",58517078,"59758","Ceees2/GriefPrevention","5",0.45,"Hard","Hard","Hard","Social","Social"
"842",65410131,"59758","jacob1/GriefPrevention","9",0.82,"Hard","Social","Social","Social","Social"
"843",68327457,"59758","ghacproductions/GriefPrevention-1","0",0,"Hard","Hard","Hard","Hard","Hard"
"844",70173985,"59758","dualspiral/GriefPrevention","2",1,"Social","Social","Social","Social","Social"
"845",72361204,"59758","Sirse/GriefPreventionPlus","0",0,"Hard","Hard","Hard","Hard","Hard"
"846",84995179,"59758","RTLSponge/GriefPrevention","1",0.5,"Hard","Hard","Social","Social","Social"
"847",90191392,"59758","Rubbertjuh/GriefPrevention","0",0,"Hard","Hard","Hard","Hard","Hard"
"848",91728874,"59758","Narimm/GriefPrevention","4",0.67,"Hard","Hard","Social","Social","Social"
"849",104835797,"59758","zedwick/GriefPrevention","9",1,"Social","Social","Social","Social","Social"
"850",105624685,"59758","javacraft/GriefPrevention","4",0.5,"Hard","Hard","Social","Social","Social"
"851",106858107,"59758","AnotherFoxGuy/GriefPrevention","1",0.5,"Hard","Hard","Social","Social","Social"
"852",67536,"67521","imod/backend-update-center2","4",1,"Social","Social","Social","Social","Social"
"853",2619272,"67521","ikedam/backend-update-center2","0",0,"Hard","Hard","Hard","Hard","Hard"
"854",4352818,"67521","olivergondza/backend-update-center2","10",1,"Social","Social","Social","Social","Social"
"855",18733452,"67521","daniel-beck/backend-update-center2","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"856",19625090,"67521","orrc/backend-update-center2","17",1,"Social","Social","Social","Social","Social"
"857",29028054,"67521","batmat/backend-update-center2","35",1,"Social","Social","Social","Social","Social"
"858",29683131,"67521","JohnLZeller/backend-update-center2","1",1,"Social","Social","Social","Social","Social"
"859",30892073,"67521","jglick/backend-update-center2","13",1,"Social","Social","Social","Social","Social"
"860",35711925,"67521","fbelzunc/backend-update-center2","3",1,"Social","Social","Social","Social","Social"
"861",37908618,"67521","rafaelrezend/backend-update-center2","1",1,"Social","Social","Social","Social","Social"
"862",52874780,"67521","mably/backend-update-center2","1",1,"Social","Social","Social","Social","Social"
"863",1283028,"70101","mgwt/mgwt","0",0,"Hard","Hard","Hard","Hard","Hard"
"864",1407603,"70101","flasheater/mgwt","0",0,"Hard","Hard","Hard","Hard","Hard"
"865",1837895,"70101","david-austin/mgwt","2",0.5,"Hard","Hard","Social","Social","Social"
"866",6788185,"70101","paulfrench/mgwt","0",0,"Hard","Hard","Hard","Hard","Hard"
"867",7474414,"70101","Brainfuse/mgwt","1",0,"Hard","Hard","Hard","Hard","Hard"
"868",7819291,"70101","ankon/mgwt","1",0.04,"Hard","Hard","Hard","Hard","Social"
"869",7963652,"70101","jooink/mgwt","15",0.68,"Hard","Hard","Social","Social","Social"
"870",12785162,"70101","WSDOT/mgwt","4",1,"Social","Social","Social","Social","Social"
"871",54728200,"70101","han39/fr.agfahealthcare.mgwt","0",0,"Hard","Hard","Hard","Hard","Hard"
"872",47526,"97582","yjin/raxacore","4",0.4,"Hard","Hard","Hard","Social","Social"
"873",82016,"97582","TarangMahajan/raxacore","2",1,"Social","Social","Social","Social","Social"
"874",84894,"97582","AbhishekGupta10004/raxacore","15",0.71,"Hard","Hard","Social","Social","Social"
"875",129841,"97582","johnstoecker/raxacore","93",0.85,"Hard","Social","Social","Social","Social"
"876",3129579,"97582","Bhamni/bahmni-core","0",0,"Hard","Hard","Hard","Hard","Hard"
"877",21104818,"97582","esaude/bahmni-core","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"878",30371300,"97582","Bahmni/bahmni-core","30",0.01,"Hard","Hard","Hard","Hard","Social"
"879",48224153,"97582","Possiblehealth/bahmni-core","3",0.5,"Hard","Hard","Social","Social","Social"
"880",62715191,"97582","bahmni-msf/bahmni-core","12",1,"Social","Social","Social","Social","Social"
"881",63899057,"97582","mekomsolutions/bahmni-core","18",0.55,"Hard","Hard","Social","Social","Social"
"882",97654230,"97582","eyalgo/bahmni-core","3",0.75,"Hard","Social","Social","Social","Social"
"883",100493803,"97582","carhartl/bahmni-core","3",0.75,"Hard","Social","Social","Social","Social"
"884",125953599,"97582","ivange94/bahmni-core","11",1,"Social","Social","Social","Social","Social"
"885",264134,"264132","snkashis/mapfish-print","4",0.02,"Hard","Hard","Hard","Hard","Social"
"886",327447,"264132","geekdenz/mapfish-print","40",0.1,"Hard","Hard","Hard","Hard","Social"
"887",2555334,"264132","sweco/mapfish-print","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"888",2583663,"264132","lindsejs/mapfish-print","1",0,"Hard","Hard","Hard","Hard","Hard"
"889",2633934,"264132","Intevation/mapfish-print","7",0.78,"Hard","Social","Social","Social","Social"
"890",4252022,"264132","procrastinatio/mapfish-print","4",0.01,"Hard","Hard","Hard","Hard","Social"
"891",5222409,"264132","geosolutions-it/mapfish-print","0",0,"Hard","Hard","Hard","Hard","Hard"
"892",12555515,"264132","jesseeichar/mapfish-print","136",1,"Social","Social","Social","Social","Social"
"893",17941697,"264132","moove-it/mapfish-print","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"894",29306740,"264132","marionb/mapfish-print","4",1,"Social","Social","Social","Social","Social"
"895",29796340,"264132","Vampouille/mapfish-print","18",1,"Social","Social","Social","Social","Social"
"896",38829229,"264132","arnaud-morvan/mapfish-print","3",1,"Social","Social","Social","Social","Social"
"897",50227044,"264132","MaxComse/mapfish-print","12",0.44,"Hard","Hard","Hard","Social","Social"
"898",62750763,"264132","omarkljung/mapfish-print","2",1,"Social","Social","Social","Social","Social"
"899",81719321,"264132","geoadmin/mapfish-print","0",0,"Hard","Hard","Hard","Hard","Hard"
"900",134188203,"264132","pfirpfel/mapfish-print","9",1,"Social","Social","Social","Social","Social"
"901",1422268,"453678","nzroller/swagger-jaxrs-doclet","1",1,"Social","Social","Social","Social","Social"
"902",2282298,"453678","jplock/swagger-jaxrs-doclet","3",1,"Social","Social","Social","Social","Social"
"903",14842422,"453678","teamcarma/swagger-jaxrs-doclet","30",0.08,"Hard","Hard","Hard","Hard","Social"
"904",21469897,"453678","tandrup/swagger-jaxrs-doclet","1",1,"Social","Social","Social","Social","Social"
"905",22690969,"453678","1and1/swagger-jaxrs-doclet","3",0.04,"Hard","Hard","Hard","Hard","Social"
"906",29024072,"453678","umbrew/swagger-jaxrs-doclet","0",0,"Hard","Hard","Hard","Hard","Hard"
"907",35017558,"453678","ilanddev/swagger-jaxrs-doclet","1",0.14,"Hard","Hard","Hard","Hard","Social"
"908",54146509,"453678","rodney757/swagger-doclet","0",0,"Hard","Hard","Hard","Hard","Hard"
"909",60669592,"453678","Scuilion/swagger-doclet","0",0,"Hard","Hard","Hard","Hard","Hard"
"910",77985277,"453678","kfiles/swagger-doclet","9",1,"Social","Social","Social","Social","Social"
"911",3328291,"1434458","ddrscott/ActiveAndroid","2",0.4,"Hard","Hard","Hard","Social","Social"
"912",11542875,"1434458","dreipol/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"913",11745931,"1434458","twobitlabs/ActiveAndroid","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"914",11800526,"1434458","3dcl/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"915",13742082,"1434458","Sebbia/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"916",20565123,"1434458","BreezeWorks/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"917",27418685,"1434458","Pixplicity/ActiveAndroid","8",0.44,"Hard","Hard","Hard","Social","Social"
"918",28171478,"1434458","vicpinm/ActiveAndroidRx","5",0.28,"Hard","Hard","Hard","Social","Social"
"919",29167405,"1434458","bandlab/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"920",37502575,"1434458","maxxx/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"921",47469504,"1434458","foxsake/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"922",59665605,"1434458","Beetrack/ActiveAndroid","8",0.47,"Hard","Hard","Hard","Social","Social"
"923",80430683,"1434458","cewei/ActiveAndroid","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"924",91332024,"1434458","matteinn/ActiveAndroid","0",0,"Hard","Hard","Hard","Hard","Hard"
"925",1967978,"1735275","martinbaillie/flyway","1",1,"Social","Social","Social","Social","Social"
"926",1996710,"1735275","kamilszymanski/flyway","2",1,"Social","Social","Social","Social","Social"
"927",2343340,"1735275","cdedie/flyway","48",1,"Social","Social","Social","Social","Social"
"928",3077770,"1735275","ben-manes/flyway","1",1,"Social","Social","Social","Social","Social"
"929",3315562,"1735275","rotscher/flyway","3",1,"Social","Social","Social","Social","Social"
"930",9369120,"1735275","nathanvick/flyway","19",0.83,"Hard","Social","Social","Social","Social"
"931",10075115,"1735275","rostrzycki/flyway","18",1,"Social","Social","Social","Social","Social"
"932",12838387,"1735275","esusab/flyway","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"933",15059798,"1735275","FileTrek/flyway","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"934",29779939,"1735275","RMS/flyway","1",1,"Social","Social","Social","Social","Social"
"935",32743426,"1735275","IAops/flyway","3",1,"Social","Social","Social","Social","Social"
"936",41620722,"1735275","brennan-collins/flyway","6",1,"Social","Social","Social","Social","Social"
"937",44775262,"1735275","TomRK1089/flyway","3",0.5,"Hard","Hard","Social","Social","Social"
"938",46648671,"1735275","khatkar/flyway","6",1,"Social","Social","Social","Social","Social"
"939",50721759,"1735275","risksense/flyway","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"940",53566758,"1735275","MithdandirD/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"941",64266229,"1735275","niknyl/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"942",69802819,"1735275","alexlevene/flyway","10",0.5,"Hard","Hard","Social","Social","Social"
"943",71587532,"1735275","Rffsilva/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"944",71603184,"1735275","felipebn/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"945",72377315,"1735275","dhoer/flyway","8",1,"Social","Social","Social","Social","Social"
"946",73224414,"1735275","aleskiewicz/flyway","2",0.5,"Hard","Hard","Social","Social","Social"
"947",73886310,"1735275","dsbert/flyway","2",0.5,"Hard","Hard","Social","Social","Social"
"948",74104573,"1735275","izep/flyway","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"949",81932452,"1735275","FlakM/flyway","1",1,"Social","Social","Social","Social","Social"
"950",81943892,"1735275","selliera/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"951",87339109,"1735275","billwanjohi/flyway","9",1,"Social","Social","Social","Social","Social"
"952",94804839,"1735275","Radioafricagroup/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"953",94813529,"1735275","apanasevich/flyway","1",1,"Social","Social","Social","Social","Social"
"954",98821362,"1735275","HunterSherms/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"955",102478392,"1735275","jgarcot/flyway","0",0,"Hard","Hard","Hard","Hard","Hard"
"956",115620915,"1735275","tinybarks/flyway","2",1,"Social","Social","Social","Social","Social"
"957",129022839,"1735275","josephlbarnett/flyway","2",1,"Social","Social","Social","Social","Social"
"958",5222671,"1822660","johnjohndoe/CampFahrplan","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"959",6756946,"1822660","SubOptimal/CampFahrplan","51",1,"Social","Social","Social","Social","Social"
"960",13696433,"1822660","ligi/CampFahrplan","5",0.03,"Hard","Hard","Hard","Hard","Social"
"961",53312951,"1822660","schildbach/CampFahrplan","3",1,"Social","Social","Social","Social","Social"
"962",53553466,"1822660","morgil/CampFahrplan","1",1,"Social","Social","Social","Social","Social"
"963",62099787,"1822660","MyIgel/EH17Fahrplan","0",0,"Hard","Hard","Hard","Hard","Hard"
"964",78645715,"1822660","stefanmedack/CampFahrplan","1",1,"Social","Social","Social","Social","Social"
"965",83831744,"1822660","codingcatgirl/EventFahrplan","1",1,"Social","Social","Social","Social","Social"
"966",121009977,"1822660","poschi3/EventFahrplan","1",1,"Social","Social","Social","Social","Social"
"967",135423374,"1822660","akarsh/EventFahrplan","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"968",4793868,"1879783","pylerSM/XposedInstaller","14",0.82,"Hard","Social","Social","Social","Social"
"969",8784955,"1879783","david082321/XposedInstaller","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"970",20136337,"1879783","DVDAndroid/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"971",30517985,"1879783","pupu2314/XposedInstaller","2",1,"Social","Social","Social","Social","Social"
"972",40906057,"1879783","topjohnwu/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"973",41951477,"1879783","madisotenurm/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"974",47540460,"1879783","macio525/XposedInstaller","1",1,"Social","Social","Social","Social","Social"
"975",48200277,"1879783","Alexey71/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"976",48522371,"1879783","aviraxp/XposedInstaller","1",0.05,"Hard","Hard","Hard","Hard","Social"
"977",50161654,"1879783","joopmeijer1984/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"978",51576648,"1879783","burunduk/XposedInstaller","1",1,"Social","Social","Social","Social","Social"
"979",77412054,"1879783","Madis0/XposedInstaller","10",0.53,"Hard","Hard","Social","Social","Social"
"980",78710442,"1879783","weiyitai/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"981",107088411,"1879783","nnnvvv/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"982",122192061,"1879783","solohsu/XposedInstaller","0",0,"Hard","Hard","Hard","Hard","Hard"
"983",131734283,"1879783","andrewk0/XposedInstaller","1",1,"Social","Social","Social","Social","Social"
"984",2294773,"1907206","mate1/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"985",2615330,"1907206","RallySoftware/camus","19",0.54,"Hard","Hard","Social","Social","Social"
"986",4823937,"1907206","VertiPub/camus","1",0.11,"Hard","Hard","Hard","Hard","Social"
"987",6031634,"1907206","bbaugher/camus","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"988",6294021,"1907206","airbnb/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"989",6380474,"1907206","theduderog/camus","6",1,"Social","Social","Social","Social","Social"
"990",6644261,"1907206","liquidm/camus","11",0.24,"Hard","Hard","Hard","Hard","Social"
"991",7803365,"1907206","ProjectFlorida/camus","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"992",9262085,"1907206","jeromebanks/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"993",9362925,"1907206","griddynamics/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"994",9996575,"1907206","Shopify/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"995",10241493,"1907206","vinted/camus","7",0.06,"Hard","Hard","Hard","Hard","Social"
"996",11338910,"1907206","HenryCaiHaiying/camus","25",1,"Social","Social","Social","Social","Social"
"997",11442004,"1907206","remerge/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"998",16476195,"1907206","keedio/camus","2",0.07,"Hard","Hard","Hard","Hard","Social"
"999",16581303,"1907206","ntent-ad/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"1000",20021965,"1907206","redBorder/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"1001",20834871,"1907206","criteo-forks/camus","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1002",26166711,"1907206","gauravkumar37/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"1003",29126107,"1907206","mbrtargeting/camus","0",0,"Hard","Hard","Hard","Hard","Hard"
"1004",1877819,"2165195","jenkinsci/hp-application-automation-tools-plugin","0",0,"Hard","Hard","Hard","Hard","Hard"
"1005",1877820,"2165195","amitbet/hp-application-automation-tools-plugin","4",1,"Social","Social","Social","Social","Social"
"1006",23175722,"2165195","yuriBobrik/hp-application-automation-tools-plugin","2",0.01,"Hard","Hard","Hard","Hard","Social"
"1007",23615386,"2165195","sonic6x/hp-application-automation-tools-plugin","31",0.79,"Hard","Social","Social","Social","Social"
"1008",29167993,"2165195","asm72/hp-application-automation-tools-plugin","2",0.5,"Hard","Hard","Social","Social","Social"
"1009",37737808,"2165195","YafimK/hp-application-automation-tools-plugin","81",1,"Social","Social","Social","Social","Social"
"1010",42711095,"2165195","Roy-Lu/hp-application-automation-tools-plugin","71",1,"Social","Social","Social","Social","Social"
"1011",43635862,"2165195","pavelchuchma/hp-application-automation-tools-plugin","29",0.02,"Hard","Hard","Hard","Hard","Social"
"1012",65814902,"2165195","HPSoftware/hpaa-octane-dev","0",0,"Hard","Hard","Hard","Hard","Hard"
"1013",65815937,"2165195","radislavB/hpaa-octane-dev","171",1,"Social","Social","Social","Social","Social"
"1014",66363780,"2165195","m-seldin/hpaa-octane-dev","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1015",67201996,"2165195","gullerya/hpaa-octane-dev","148",0.9,"Hard","Social","Social","Social","Social"
"1016",1868861,"2261680","magullo/jmxtrans","10",0.38,"Hard","Hard","Hard","Social","Social"
"1017",4336908,"2261680","obazoud/jmxtrans","7",1,"Social","Social","Social","Social","Social"
"1018",4657942,"2261680","Stackdriver/jmxtrans","7",0.78,"Hard","Social","Social","Social","Social"
"1019",10573751,"2261680","nespresso/jmxtrans","6",1,"Social","Social","Social","Social","Social"
"1020",11752581,"2261680","airbnb/jmxtrans","1",0.08,"Hard","Hard","Hard","Hard","Social"
"1021",14745699,"2261680","crysmi/jmxtrans","9",1,"Social","Social","Social","Social","Social"
"1022",18833596,"2261680","keedio/jmxtrans","3",1,"Social","Social","Social","Social","Social"
"1023",19172324,"2261680","abcops/jmxtrans","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1024",28740204,"2261680","chumaitoe/jmxtrans","12",1,"Social","Social","Social","Social","Social"
"1025",36388878,"2261680","kulcsartibor/jmxtrans","0",NA,"Dead?","Dead?","Dead?","Dead?","Dead?"
"1026",49717664,"2261680","zepouet/jmxtrans","3",1,"Social","Social","Social","Social","Social"
"1027",60954570,"2261680","vjyavj/jmxtrans","0",0,"Hard","Hard","Hard","Hard","Hard"
"1028",68223568,"2261680","gquintana/jmxtrans","94",1,"Social","Social","Social","Social","Social"
"1029",77749101,"2261680","grolfcry/jmxtrans","3",1,"Social","Social","Social","Social","Social"
"1030",81598571,"2261680","fossabot/jmxtrans","2",0.5,"Hard","Hard","Social","Social","Social"
"1031",82186364,"2261680","kipwoker/jmxtrans","14",1,"Social","Social","Social","Social","Social"
"1032",91448981,"2261680","waldosCH/jmxtrans","6",0.5,"Hard","Hard","Social","Social","Social"
"1033",93655362,"2261680","nlaurent9816/jmxtrans","15",1,"Social","Social","Social","Social","Social"
"1034",121296745,"2261680","magnuslarsen/jmxtrans","3",0.25,"Hard","Hard","Hard","Social","Social"
"1035",3272615,"2367496","tobiasschuerg/android-times-square","9",0.5,"Hard","Hard","Social","Social","Social"
"1036",3704497,"2367496","SimpleFinance/android-times-square","0",0,"Hard","Hard","Hard","Hard","Hard"
"1037",5394287,"2367496","doubleencore/android-times-square","0",0,"Hard","Hard","Hard","Hard","Hard"
"1038",6712235,"2367496","mibang-inc/android-times-square","1",0.08,"Hard","Hard","Hard","Hard","Social"
