repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,commit_count,activityDensity,densitybins,new_jaccard,median_age,median_commits,activity,activity_direction,activity_slope,activity_new_ALL
2018,1958,1,NULL,NULL,0,3113,0,0,0,4,4,4,30,240,0,56,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.03629939,3,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
2019,1958,1,NULL,NULL,0,3104,1,1,0,14,14,34,44,511,1,800,0,1921,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33093,10.66140464,1,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
19638,19560,1,NULL,NULL,0,2563,0,0,0,5,5,0,9,145,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0.083495903,3,0.92173913,1096,24.5,Long-Heavy,Positive,0.352096946,Social
22669,22668,1,NULL,NULL,0,2493,1,0,0,6,6,1,1,404,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.025671881,4,0.441860465,1809,58.5,Long-Heavy,Positive,0.082846455,Social
61909,7836,1,NULL,NULL,0,2796,0,0,0,16,7,4,12,1887,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.037195994,3,0.25,2044,14,Long-Heavy,Positive,0.182856435,Social
66794,35846,1,NULL,NULL,0,2553,1,2,0,11,11,4,19,1394,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0.263611438,2,0,481,31,Long-Heavy,Positive,11.54349226,Social
67536,67521,1,NULL,NULL,0,2519,0,0,0,2,1,0,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001587932,6,0.575757576,1388.5,16.5,Long-Low,Positive,0.064139438,Social
82016,97582,1,NULL,NULL,0,2502,0,0,0,4,4,3,0,65,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.010791367,4,0.352941176,1859,31.5,Long-Low,Positive,0.153062659,Social
84459,1958,1,NULL,NULL,0,2566,1,0,0,12,12,26,36,335,1,495,0,753,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250,3.604832424,1,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
91042,1958,1,91042,0,1,2644,3,5,1,12,12,30,39,334,0,387,0,2247,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0.884644478,2,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
96542,1958,1,NULL,NULL,0,3117,0,0,0,15,15,48,33,1713,0,341,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,0.593198588,2,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
138408,7694902,1,NULL,NULL,0,2578,1,0,0,9,5,2,15,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.025601241,4,0.737704918,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
158501,1958,1,NULL,NULL,0,2881,0,1,0,10,9,16,34,267,1,899,0,1633,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,1.096841375,1,0.99113082,2326.5,103,Long-Heavy,Positive,1.33014402,Social
223468,1958,1,NULL,NULL,0,2770,0,0,0,11,11,23,27,389,0,483,0,3278,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,1.127075812,1,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
269833,147,1,NULL,NULL,0,2633,0,0,0,3,1,1,19,54218,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00151918,6,0.904761905,2445.5,14.5,Long-Low,Positive,0.532336878,Social
304373,4952332,1,NULL,NULL,0,2479,0,1,0,3,3,1,7,2628,0,40,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0.085114966,3,0.23880597,2205,14,Long-Heavy,Positive,0.474789245,Social
306601,147,1,NULL,NULL,0,2689,0,1,0,4,1,1,18,54013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.014131647,4,0.902439024,2445.5,14.5,Long-Heavy,Positive,0.532336878,Social
309914,7694902,1,NULL,NULL,0,2610,0,0,0,2,2,0,15,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001532567,6,0.890625,1896.5,11.5,Long-Low,Positive,0.094867192,Social
312319,22668,1,NULL,NULL,0,2616,0,1,0,2,2,1,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001911315,6,1,1809,58.5,Long-Low,Positive,0.082846455,Social
331355,147,1,NULL,NULL,0,2854,0,0,0,3,1,1,26,68322,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.007007708,6,0.911111111,2445.5,14.5,Long-Heavy,Positive,0.532336878,Social
342412,7694902,1,NULL,NULL,0,2658,0,0,0,5,5,1,16,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.010534236,4,0.890625,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
343952,1958,1,NULL,NULL,0,2706,0,0,0,6,6,14,34,317,0,52,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0.041389505,3,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
363810,190,1,NULL,NULL,0,2497,1,0,0,2,2,0,0,199,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.02763316,4,0.5,1533,19,Long-Heavy,Positive,0.047789727,Social
388995,7694902,1,NULL,NULL,0,2945,0,0,0,2,2,1,14,1974,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.013242784,4,0.892857143,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
514702,45297,1,NULL,NULL,0,2472,2,2,0,2,2,0,9,102,0,11,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0.062702265,3,0.142857143,752,23,Long-Heavy,Positive,0.748281629,Social
547776,1958,1,NULL,NULL,0,2922,0,0,0,4,4,4,22,131,0,89,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0.062628337,3,0.997695853,2326.5,103,Long-Heavy,Positive,1.33014402,Social
690503,1958,1,NULL,NULL,0,2369,1,0,0,2,2,0,14,66,0,56,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0.114816378,3,0,2326.5,103,Long-Heavy,Positive,1.33014402,Social
811435,27653260,1,NULL,NULL,0,2451,0,0,0,3,1,0,3,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.002039984,6,1,2390,8,Long-Low,Positive,0.090464146,Social
843441,15060,2,NULL,NULL,0,2112,0,1,1,2,1,0,1,96,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.013257576,4,0,1850.5,19.5,Long-Heavy,Positive,0.036498539,Social
911944,4952332,1,NULL,NULL,0,2444,0,0,0,2,1,0,6,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.010229133,4,0.965116279,2205,14,Long-Heavy,Positive,0.474789245,Social
980566,4952332,1,NULL,NULL,0,2438,0,1,0,2,1,0,4,1095,0,27,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0.119770304,3,0,2205,14,Long-Heavy,Positive,0.474789245,Social
1042502,1958,1,NULL,NULL,0,1831,0,0,0,5,5,3,30,398,1,370,0,1166,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0.864008738,2,0,2326.5,103,Short-Heavy,Positive,1.33014402,Social
1066415,4952332,1,NULL,NULL,0,2657,0,1,0,4,2,1,9,2828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.056454648,3,0.391891892,2205,14,Long-Heavy,Positive,0.474789245,Social
1165077,35846,1,NULL,NULL,0,2593,0,1,0,8,8,2,30,1386,0,25,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0.046278442,3,0,481,31,Long-Heavy,Positive,11.54349226,Social
1264321,13874,1,NULL,NULL,0,2551,0,0,0,2,2,0,0,242,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.03998432,3,0,691,13,Long-Heavy,Positive,0.146874322,Social
1329932,7836,1,NULL,NULL,0,2396,0,0,0,2,1,0,15,709,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.004590985,6,0.333333333,2044,14,Long-Low,Positive,0.182856435,Social
1415478,7836,1,NULL,NULL,0,1662,0,0,0,3,2,1,14,669,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.007220217,6,0.333333333,2044,14,Short-Low,Positive,0.182856435,Social
1422268,453678,1,NULL,NULL,0,2428,0,0,0,2,2,0,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003294893,6,0.909090909,1418,8,Long-Low,Positive,0.017721155,Social
1436297,22616,1,NULL,NULL,0,2386,0,1,0,13,11,9,58,60473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.047359598,3,0.727272727,1093,6,Long-Heavy,Positive,0.202357575,Social
1464907,1554,1,NULL,NULL,0,2408,0,0,0,2,2,0,9,228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.01038206,4,1,1789,17,Long-Heavy,Positive,1.513049583,Social
1547317,4952332,1,1547317,0,1,2994,3,1,0,2,1,0,5,5303,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.007014028,6,0.558823529,2205,14,Long-Heavy,Positive,0.474789245,Social
1582972,147,1,NULL,NULL,0,2374,0,0,0,6,4,4,24,58403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.02190396,4,0.902439024,2445.5,14.5,Short-Heavy,Positive,0.532336878,Social
1652351,7836,1,NULL,NULL,0,2367,0,0,0,2,2,0,15,633,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.00591466,6,0.25,2044,14,Long-Low,Positive,0.182856435,Social
1755625,7694902,1,NULL,NULL,0,2675,2,0,0,3,3,2,14,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.005981308,6,0.876923077,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
1755643,7694902,1,NULL,NULL,0,2692,1,0,0,10,5,2,16,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.01820208,4,0.875,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
1777837,16232,1,1777837,0,1,2367,6,2,0,2,2,0,5,471,1,9,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.004224757,6,0,787,3,Long-Heavy,Positive,0.064395288,Social
1789844,5874,1,NULL,NULL,0,2997,1,0,0,2,1,0,2,1066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000667334,6,0.666666667,2348,29.5,Long-Low,Negative,0.09721675,Social
1798065,147,1,NULL,NULL,0,2635,1,0,0,2,1,0,19,53978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.013662239,4,0.904761905,2445.5,14.5,Long-Heavy,Positive,0.532336878,Social
1799775,147,1,NULL,NULL,0,2417,2,1,0,3,0,0,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.015721969,4,0.902439024,2445.5,14.5,Short-Heavy,Positive,0.532336878,Social
1804799,4952332,1,NULL,NULL,0,2364,0,0,0,2,1,0,2,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001692047,6,0.965116279,2205,14,Long-Low,Positive,0.474789245,Social
1856228,190,1,NULL,NULL,0,2217,0,0,0,3,3,0,1,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00360848,6,0.48,1533,19,Long-Low,Positive,0.047789727,Social
1877820,2165195,2,1877819,1,1,2356,0,0,0,3,3,0,1,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.022071307,4,1,1117,103,Long-Low,Negative,0.076005087,Social
1967978,1735275,1,NULL,NULL,0,2334,0,0,0,2,1,0,2,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00428449,6,0.899082569,819,5.5,Long-Heavy,Positive,0.131381062,Social
1996710,1735275,1,NULL,NULL,0,2332,0,0,0,2,1,0,2,154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001286449,6,0.899082569,819,5.5,Long-Low,Positive,0.131381062,Social
2267037,4952332,1,NULL,NULL,0,2250,0,0,0,2,1,0,2,377,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.016444444,4,0.965116279,2205,14,Long-Heavy,Positive,0.474789245,Social
2282298,453678,1,NULL,NULL,0,2322,0,0,0,2,2,1,0,186,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001722653,6,0,1418,8,Long-Low,Positive,0.017721155,Social
2343340,1735275,1,NULL,NULL,0,2356,0,1,0,3,2,0,2,149,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.028862479,4,0.666666667,819,5.5,Long-Heavy,Positive,0.131381062,Social
2536002,11474326,1,2536002,0,1,2333,9,4,0,6,6,2,23,4275,0,92,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0.437633948,2,0.642857143,1000.5,11,Long-Heavy,Positive,0.280259014,Social
2914535,1958,1,NULL,NULL,0,2284,0,0,0,8,8,13,29,408,0,194,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0.465411559,2,0.960088692,2326.5,103,Short-Heavy,Positive,1.33014402,Social
3026997,7694902,1,NULL,NULL,0,2243,0,0,0,2,1,0,15,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002674989,6,0.758064516,1896.5,11.5,Long-Low,Positive,0.094867192,Social
3058510,11474326,1,NULL,NULL,0,2272,0,0,0,2,1,0,10,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.010123239,4,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
3077529,45297,1,NULL,NULL,0,2271,0,11,0,4,4,0,31,1560,0,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.026420079,4,0,752,23,Long-Heavy,Positive,0.748281629,Social
3077770,1735275,1,NULL,NULL,0,2271,0,0,0,3,1,0,2,449,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.015852048,4,0.876106195,819,5.5,Long-Heavy,Positive,0.131381062,Social
3098248,11474326,1,NULL,NULL,0,2269,0,0,0,2,1,0,10,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.005288673,6,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
3110678,22616,1,NULL,NULL,0,2269,0,0,0,2,1,1,33,53981,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.008373733,6,0.860465116,1093,6,Long-Heavy,Positive,0.202357575,Social
3165324,22668,1,NULL,NULL,0,2262,0,0,0,3,3,0,0,75,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.033156499,3,0.4,1809,58.5,Long-Heavy,Positive,0.082846455,Social
3231775,11474326,1,NULL,NULL,0,2259,0,2,0,2,2,0,10,2436,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0.075254537,3,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
3242782,7694902,1,NULL,NULL,0,2255,0,0,0,2,1,0,15,1904,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.022172949,4,0.576271186,1896.5,11.5,Long-Heavy,Positive,0.094867192,Social
3242979,11474326,1,NULL,NULL,0,2257,0,0,0,3,2,3,11,2747,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0.04785113,3,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
3315562,1735275,1,NULL,NULL,0,2322,0,0,0,2,1,0,2,124,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003445306,6,0.81147541,819,5.5,Long-Heavy,Positive,0.131381062,Social
3402487,147,1,NULL,NULL,0,2236,0,0,0,3,1,2,18,54003,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.006261181,6,0.307692308,2445.5,14.5,Short-Low,Positive,0.532336878,Social
3463912,13874,1,NULL,NULL,0,2225,0,1,0,2,1,0,0,211,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.006292135,6,0.8125,691,13,Long-Heavy,Positive,0.146874322,Social
3557945,1958,2,91042,1,1,2220,0,0,0,2,2,1,4,13,0,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0.095495495,3,0.990990991,2326.5,103,Short-Heavy,Positive,1.33014402,Social
3643688,190,1,NULL,NULL,0,2167,0,0,0,2,0,0,0,11,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002768805,6,0.5,1533,19,Long-Low,Positive,0.047789727,Social
3699449,1958,1,NULL,NULL,0,2210,0,0,0,3,2,0,20,117,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004072398,6,0.979775281,2326.5,103,Short-Low,Positive,1.33014402,Social
3711940,4386034,1,NULL,NULL,0,2209,0,0,0,2,2,0,15,1108,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.021729289,4,0.62962963,1091,14,Long-Heavy,Positive,0.098103055,Social
4125264,11474326,1,4125264,0,1,2175,3,0,0,2,0,2,4,1823,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.017011494,4,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
4336908,2261680,1,NULL,NULL,0,2159,0,0,0,3,2,0,0,243,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.004631774,6,0.98089172,1213.5,16,Long-Low,Positive,0.154021919,Social
4352818,67521,2,2619272,1,1,2158,0,0,0,2,1,0,0,225,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.018535681,4,0.558823529,1388.5,16.5,Long-Heavy,Positive,0.064139438,Social
4391699,4391700,1,NULL,NULL,0,2154,11,3,0,2,2,0,2,590,0,28,0,51,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,1.173166202,1,0,1287.5,12,Long-Heavy,Positive,0.506490663,Social
4418038,7694902,1,NULL,NULL,0,2151,0,0,0,2,1,0,15,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0023245,6,0.737704918,1896.5,11.5,Long-Low,Positive,0.094867192,Social
4783143,1958,1,NULL,NULL,0,2130,0,0,0,2,2,0,6,15,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.032394366,3,0.979865772,2326.5,103,Short-Low,Positive,1.33014402,Social
4804223,16232,1,NULL,NULL,0,2128,0,0,0,3,2,0,7,502,0,15,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.015977444,4,0.617647059,787,3,Long-Heavy,Positive,0.064395288,Social
4946791,1958,1,NULL,NULL,0,2115,0,0,0,3,3,0,12,31,0,18,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.017966903,4,0.956331878,2326.5,103,Short-Low,Positive,1.33014402,Social
5105623,3449537,2,NULL,NULL,0,1668,0,0,0,2,1,0,0,849,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.007793765,6,0,2102,18,Short-Low,Positive,0.033982997,Social
5141840,45297,1,NULL,NULL,0,1237,0,0,0,4,3,3,16,568,0,6,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.019401778,4,0.142857143,752,23,Long-Heavy,Positive,0.748281629,Social
5222558,147,1,NULL,NULL,0,2095,0,0,0,2,2,1,18,54121,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.002386635,6,0,2445.5,14.5,Short-Low,Positive,0.532336878,Social
5242345,11474326,1,NULL,NULL,0,2094,0,0,0,4,4,0,12,2792,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0.099808978,3,1,1000.5,11,Long-Heavy,Positive,0.280259014,Social
5350652,4386034,1,NULL,NULL,0,1931,0,0,0,2,2,0,16,1161,0,27,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.032107716,3,0.576923077,1091,14,Long-Heavy,Positive,0.098103055,Social
5458072,1958,1,NULL,NULL,0,2075,0,0,0,3,3,0,16,76,0,29,0,29,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.030843373,3,0.977827051,2326.5,103,Short-Low,Positive,1.33014402,Social
