repo_id,age,new_jaccard,commit_count,K,,repo_id,age,new_jaccard,commit_count,K,,,Cluster #,Count,Age,Commits,Jaccard Distance
34080774,1161,0.428571,2,0,,73579424,638,0,196,1,,,,,,,
34459318,1153,0.428571,16,0,,75370613,618,0.357143,6,1,,,,,,,
35422616,1139,0.428571,50,0,,76010177,611,0.285714,26,1,,,,,,,
36306206,1156,0.428571,66,0,,76584359,604,0.357143,4,1,,,,,,,
37857244,1097,0.428571,47,0,,76875991,600,0.285714,7,1,,,,,,,
47663018,1174,0.428571,10,0,,77598659,592,0.285714,1,1,,,,,,,
48868382,1341,0.4,74,0,,78000650,588,0.285714,20,1,,,,,,,
52693133,897,0.939394,10,0,,79114929,632,0.285714,34,1,,,,,,,
2700216,2295,1,329,0,,79992205,568,0,274,1,,,,,,,
5567455,2066,1,23,0,,80303691,564,0.285714,10,1,,,,,,,
6440430,1892,1,20,0,,80410371,563,0.285714,4,1,,,,,,,
14327657,1640,1,40,0,,80998874,557,0.142857,141,1,,,,,,,
32981761,1186,1,386,0,,81534979,551,0.285714,32,1,,,,,,,
33397354,1177,0.5,57,0,,83433898,530,0.285714,31,1,,,,,,,
48970603,952,0.5,27,0,,83553119,528,0.285714,5,1,,,,,,,
55383147,861,1,7,0,,83996497,522,0,60,1,,,,,,,
65410131,741,1,26,0,,85186292,1135,0,63,1,,,,,,,
70173985,680,1,2,0,,85880680,500,0.285714,8,1,,,,,,,
72361204,653,1,3,0,,86029344,499,0.285714,32,1,,,,,,,
84995179,509,1,2,0,,86068236,498,0.357143,85,1,,,,,,,
90191392,457,1,10,0,,86414428,495,0.214286,79,1,,,,,,,
106858107,291,0.875,2,0,,86519578,494,0,88,1,,,,,,,
115399334,211,1,50,0,,86550791,493,0,66,1,,,,,,,
118579585,183,1,14,0,,87100820,488,0.285714,35,1,,,,,,,
124019003,128,1,14,0,,87231243,487,0.285714,3,1,,,,,,,
67536,2519,0.575758,4,0,,87399602,485,0.285714,1,1,,,,,,,
2619272,2301,0.545455,24,0,,87564477,483,0.142857,1,1,,,,,,,
4352818,2158,0.558824,40,0,,87739017,479,0.285714,41,1,,,,,,,
29028054,1289,0.46875,36,0,,87864048,479,0.142857,6,1,,,,,,,
29683131,1271,0.46875,3,0,,88658164,473,0.142857,88,1,,,,,,,
30892073,1235,0.46875,9,0,,88694784,472,0.214286,29,1,,,,,,,
37908618,1097,0.4375,7,0,,88810087,471,0.142857,2,1,,,,,,,
1283028,2544,0,176,0,,88935649,469,0,337,1,,,,,,,
1407603,2388,0.333333,9,0,,89360091,465,0.142857,10,1,,,,,,,
1837895,2362,0.428571,3,0,,89370037,465,0.142857,1,1,,,,,,,
7474414,1961,0.7,298,0,,89421651,464,0.285714,68,1,,,,,,,
47526,2524,0,30,0,,89902393,459,0.285714,3,1,,,,,,,
82016,2502,0.352941,27,0,,90597511,453,0,34,1,,,,,,,
84894,2510,0.352941,45,0,,90720004,452,0,1051,1,,,,,,,
129841,2578,0,37,0,,90723136,452,0.142857,172,1,,,,,,,
3129579,2266,0.878788,1717,0,,91551236,444,0,100,1,,,,,,,
21104818,1452,0.878788,8,0,,93429482,426,0.285714,7,1,,,,,,,
30371300,2266,0.878788,981,0,,94565071,416,0.285714,36,1,,,,,,,
48224153,961,0.878788,15,0,,94838368,414,0,44,1,,,,,,,
62715191,773,0.878788,26,0,,95224143,410,0.285714,18,1,,,,,,,
63899057,759,0.878788,37,0,,96832156,394,0.285714,2,1,,,,,,,
97654230,386,0.878788,49,0,,97938160,383,0,2,1,,,,,,,
100493803,358,0.878788,3,0,,98122456,381,0.285714,3,1,,,,,,,
125953599,106,0.878788,12,0,,98760180,375,0.285714,10,1,,,,,,,
264134,2530,0.882353,24,0,,99183673,371,0.285714,4,1,,,,,,,
327447,2760,0.882353,59,0,,99396761,368,0.285714,7,1,,,,,,,
2555334,2306,0.625,5,0,,100548431,357,0,15,1,,,,,,,
2583663,2415,0.888889,5,0,,100915713,353,0.214286,1,1,,,,,,,
2633934,2299,0.625,12,0,,102179286,340,0,341,1,,,,,,,
4252022,2166,0.833333,10,0,,102784986,333,0,3,1,,,,,,,
5222409,2096,0.947368,50,0,,103227858,332,0.142857,10,1,,,,,,,
12555515,1842,0.625,153,0,,103456532,326,0,2,1,,,,,,,
17941697,1529,0.666667,5,0,,103619468,325,0,20,1,,,,,,,
29306740,1275,0.666667,19,0,,103883936,322,0.214286,3,1,,,,,,,
29796340,1268,0.625,24,0,,104191426,319,0.142857,43,1,,,,,,,
38829229,1087,0.666667,5,0,,105006719,310,0,14,1,,,,,,,
50227044,935,0.666667,15,0,,107532557,284,0.214286,14,1,,,,,,,
62750763,773,0.666667,2,0,,107628166,283,0.142857,35,1,,,,,,,
81719321,738,0.884615,5,0,,107700623,282,0.142857,11,1,,,,,,,
1422268,2428,0.909091,8,0,,108509014,274,0.142857,23,1,,,,,,,
14842422,1805,0.939394,176,0,,108546490,274,0,42,1,,,,,,,
21469897,1443,0.939394,7,0,,109562004,263,0,34,1,,,,,,,
22690969,1418,0.857143,89,0,,110037940,259,0.142857,11,1,,,,,,,
29024072,1403,0.939394,2,0,,110329938,256,0,27,1,,,,,,,
35017558,1235,0.9375,8,0,,111264619,248,0,28,1,,,,,,,
54146509,877,0.9375,25,0,,112267483,239,0.142857,26,1,,,,,,,
60669592,797,0.939394,3,0,,112820396,234,0.142857,19,1,,,,,,,
77985277,589,0.941176,5,0,,113097968,231,0.285714,4,1,,,,,,,
3328291,2245,0.4,6,0,,113241089,229,0,28,1,,,,,,,
11800526,1738,0.333333,25,0,,113857224,225,0.142857,4,1,,,,,,,
37502575,1103,0.625,29,0,,114047832,222,0.142857,2,1,,,,,,,
1967978,2334,0.899083,10,0,,114960266,215,0.142857,2,1,,,,,,,
1996710,2332,0.899083,3,0,,116341921,203,0.142857,23,1,,,,,,,
2343340,2356,0.666667,68,0,,116816231,405,0,11,1,,,,,,,
3077770,2271,0.876106,36,0,,119715025,338,0.133333,29,1,,,,,,,
3315562,2322,0.811475,8,0,,121339336,156,0.142857,7,1,,,,,,,
9369120,1863,0.715385,17,0,,122009066,147,0.357143,5,1,,,,,,,
10075115,1821,0.793651,4,0,,122115697,146,0.142857,2,1,,,,,,,
12838387,1682,0.7,3,0,,122245016,145,0.142857,4,1,,,,,,,
15059798,1376,0.699187,3,0,,123376742,134,0,210,1,,,,,,,
29779939,1270,0.699187,3,0,,123735569,131,0.142857,2,1,,,,,,,
32743426,1191,0.661417,22,0,,125288138,114,0.142857,67,1,,,,,,,
41620722,1054,0.715385,15,0,,125371699,113,0.142857,26,1,,,,,,,
46648671,978,0.65873,116,0,,126380955,103,0.142857,12,1,,,,,,,
50721759,929,0.666667,4,0,,127117151,99,0.142857,10,1,,,,,,,
64266229,754,0.661417,2,0,,127728649,94,0.142857,3,1,,,,,,,
69802819,684,0.642857,10,0,,127797815,93,0,13,1,,,,,,,
71587532,662,0.64,72,0,,127842462,92,0.142857,22,1,,,,,,,
71603184,662,0.64,6,0,,128016616,89,0,2,1,,,,,,,
72377315,653,0.664122,13,0,,129116829,81,0,9,1,,,,,,,
73224414,642,0.664122,5,0,,129339044,80,0,13,1,,,,,,,
73886310,634,0.64,2,0,,130349824,326,0,1,1,,,,,,,
5222671,2095,1,884,0,,132472987,49,0.142857,5,1,,,,,,,
13696433,1644,0.5,67,0,,134963948,25,0.25,3,1,,,,,,,
53312951,890,0.5,5,0,,135237400,23,0.142857,12,1,,,,,,,
53553466,886,0.5,3,0,,135881700,16,0,1,1,,,,,,,
71460896,751,1,933,0,,13818812,1656,0,89,1,,,,,,,
83831744,525,0.666667,4,0,,46324701,982,0.285714,7,1,,,,,,,
117293186,194,1,6,0,,57931272,828,0.5,7,1,,,,,,,
121009977,160,1,3,0,,58517078,822,0.5,6,1,,,,,,,
135423374,21,1,7,0,,68327457,703,0.5,2,1,,,,,,,
2294773,2328,0.709091,43,0,,91728874,442,0.5,8,1,,,,,,,
2615330,2302,0.475,82,0,,104835797,312,0.5,7,1,,,,,,,
4823937,2126,0.625,8,0,,105624685,304,0.5,4,1,,,,,,,
6294021,2032,0.590909,37,0,,18733452,1510,0,260,1,,,,,,,
6380474,2004,0.615385,27,0,,19625090,1488,0,26,1,,,,,,,
6644261,2012,0.95122,42,0,,35711925,1131,0.387097,7,1,,,,,,,
7803365,1941,0.394737,4,0,,52874780,895,0.4375,2,1,,,,,,,
9262085,1871,0.487179,7,0,,6788185,2000,0,42,1,,,,,,,
9362925,1863,0.6,41,0,,7819291,1940,0,7,1,,,,,,,
9996575,1825,0.184211,516,0,,7963652,1933,0,22,1,,,,,,,
10241493,1822,0.534884,137,0,,12785162,1753,0,4,1,,,,,,,
11338910,1755,0.2,23,0,,54728200,1323,0.153846,16,1,,,,,,,
11442004,1749,0.837838,45,0,,134188203,32,0,16,1,,,,,,,
16476195,1892,0.230769,18,0,,2282298,2322,0,4,1,,,,,,,
16581303,1782,0.222222,41,0,,11542875,1745,0,36,1,,,,,,,
20021965,1480,0.85,13,0,,11745931,1802,0,4,1,,,,,,,
29126107,1278,0.622222,230,0,,13742082,1656,0,14,1,,,,,,,
1877819,2384,0.727273,33,0,,20565123,1466,0,7,1,,,,,,,
1877820,2356,1,52,0,,27418685,1326,0,7,1,,,,,,,
23175722,1416,0.979592,105,0,,28171478,1311,0.333333,28,1,,,,,,,
23615386,1401,0.979592,27,0,,29167405,1277,0,5,1,,,,,,,
37737808,1117,0.822222,273,0,,47469504,971,0,5,1,,,,,,,
42711095,1032,0.822222,103,0,,59665605,809,0.4,3,1,,,,,,,
43635862,1019,0.727273,40,0,,80430683,1835,0,1,1,,,,,,,
65814902,738,0.727273,137,0,,91332024,446,0,10,1,,,,,,,
67201996,717,0.727273,166,0,,44775262,1003,0.142857,4,1,,,,,,,
4336908,2159,0.980892,10,0,,53566758,884,0.32,4,1,,,,,,,
4657942,2138,0.980892,9,0,,74104573,632,0.185714,10,1,,,,,,,
10573751,1803,0.540984,16,0,,81932452,547,0.260274,3,1,,,,,,,
11752581,1725,0.975758,12,0,,81943892,547,0.328947,22,1,,,,,,,
14745699,1608,0.849741,28,0,,87339109,486,0.273973,11,1,,,,,,,
18833596,1508,0.848168,8,0,,94804839,414,0.260274,1,1,,,,,,,
19172324,1500,0.753927,284,0,,94813529,414,0.273973,4,1,,,,,,,
28740204,1299,0.727723,23,0,,98821362,375,0.661654,2,1,,,,,,,
36388878,1128,0.551351,23,0,,102478392,337,0.194444,10,1,,,,,,,
49717664,942,0.546448,8,0,,115620915,209,0.142857,2,1,,,,,,,
60954570,794,0.540984,3,0,,129022839,81,0.059701,2,1,,,,,,,
3272615,2236,1,21,0,,6756946,2003,0,79,1,,,,,,,
3704497,2210,1,19,0,,62099787,781,0.5,10,1,,,,,,,
5394287,2082,0.875,6,0,,78645715,582,0.5,5,1,,,,,,,
6712235,2007,1,9,0,,4793868,1613,0,82,1,,,,,,,
9645112,1849,0.555556,8,0,,8784955,1895,0,4,1,,,,,,,
41662568,1046,0.555556,1,0,,20136337,1386,0,673,1,,,,,,,
43906417,1015,0.555556,35,0,,30517985,1243,0,14,1,,,,,,,
50565262,931,0.555556,21,0,,40906057,1055,0,7,1,,,,,,,
52051258,911,0.555556,3,0,,41951477,1042,0,10,1,,,,,,,
66789962,722,0.555556,1,0,,47540460,970,0,4,1,,,,,,,
92784560,1306,0.555556,3,0,,48200277,962,0,30,1,,,,,,,
3886384,2195,0.846154,7,0,,48522371,957,0,21,1,,,,,,,
4233068,2167,0.923077,8,0,,50161654,936,0,4,1,,,,,,,
4259495,2166,0.333333,193,0,,51576648,918,0,2,1,,,,,,,
4543425,2145,0.923077,30,0,,77412054,1042,0,2,1,,,,,,,
5210578,2102,0.846154,16,0,,78710442,581,0,2,1,,,,,,,
16400792,1610,1,136,0,,107088411,289,0,3,1,,,,,,,
104358412,317,1,1,0,,122192061,145,0,48,1,,,,,,,
2270913,2325,0.869565,11,0,,131734283,54,0,3,1,,,,,,,
2822413,2287,0.833333,42,0,,6031634,2047,0,30,1,,,,,,,
3711940,2209,0.62963,48,0,,20834871,1459,0,73,1,,,,,,,
4870744,2045,0.708333,90,0,,26166711,1346,0,3,1,,,,,,,
5350652,1931,0.576923,62,0,,29167993,1277,0,77,1,,,,,,,
7141228,1981,0.44,5,0,,65815937,734,0,259,1,,,,,,,
7196711,1977,0.48,25,0,,66363780,727,0.240741,4,1,,,,,,,
7749091,1949,0.48,29,0,,1868861,1762,0.058394,24,1,,,,,,,
9949955,1813,0.678571,2,0,,68223568,704,0,145,1,,,,,,,
10361709,1714,0.576923,79,0,,77749101,591,0.267516,6,1,,,,,,,
10888553,1779,0.48,35,0,,81598571,550,0.267516,2,1,,,,,,,
14101417,1628,0.375,14,0,,82186364,544,0.164384,21,1,,,,,,,
16299353,1357,0.576923,3,0,,91448981,445,0.051095,7,1,,,,,,,
17990326,1528,0.576923,4,0,,93655362,424,0.065217,19,1,,,,,,,
20104151,1477,0.304348,2,0,,121296745,156,0.044118,16,1,,,,,,,
32905330,1187,0.52,10,0,,11356049,1754,0,73,1,,,,,,,
8385076,1914,0.619048,10,0,,24177462,1383,0,47,1,,,,,,,
11612902,1735,0.684211,155,0,,54469420,872,0,11,1,,,,,,,
18725120,1510,0.619048,33,0,,74086759,633,0,3,1,,,,,,,
19592406,1489,0.619048,13,0,,75969792,611,0,6,1,,,,,,,
21326203,1447,0.55,17,0,,104466435,316,0,10,1,,,,,,,
33571575,1173,0.55,15,0,,137213944,542,0,1,1,,,,,,,
38007994,1402,0.55,4,0,,11439896,1754,0,22,1,,,,,,,
86958307,489,0.684211,12,0,,19878678,1864,0,82,1,,,,,,,
304373,2479,0.238806,211,0,,97935024,383,0.555556,20,1,,,,,,,
911944,2444,0.965116,25,0,,104696315,313,0.555556,77,1,,,,,,,
980566,2438,0,292,0,,105005564,310,0,1,1,,,,,,,
1066415,2657,0.391892,150,0,,106783216,291,0,2,1,,,,,,,
1547317,2994,0.558824,21,0,,134526815,29,0,7,1,,,,,,,
1804799,2364,0.965116,4,0,,5105623,1668,0,13,1,,,,,,,
2267037,2250,0.965116,37,0,,12184521,1730,0,45,1,,,,,,,
3771914,2205,0.965116,3,0,,14750576,1608,0,18,1,,,,,,,
8438566,1910,0.4,4,0,,25197191,1374,0,42,1,,,,,,,
9357034,1863,0.57971,13,0,,50989638,925,0.333333,2,1,,,,,,,
3431372,2231,0.529412,5,0,,20586800,1465,0.0625,20,1,,,,,,,
6486908,2021,0.529412,4,0,,45899463,988,0.176471,4,1,,,,,,,
88419165,475,0.714286,34,0,,48257107,961,0.176471,3,1,,,,,,,
25010844,1370,0.666667,82,0,,50786953,928,0.176471,4,1,,,,,,,
30350822,1250,0.666667,30,0,,51035504,925,0.176471,1,1,,,,,,,
32018936,1207,0.666667,252,0,,59020573,816,0.176471,6,1,,,,,,,
32294426,1226,0.666667,68,0,,76459597,605,0.176471,7,1,,,,,,,
49145324,950,0.666667,186,0,,14558535,1616,0.190476,19,1,,,,,,,
53414968,888,0.666667,44,0,,14700918,1610,0,78,1,,,,,,,
54001014,879,0.666667,32,0,,23888517,1350,0,286,1,,,,,,,
56184844,849,0.666667,50,0,,30507286,1244,0,11,1,,,,,,,
60257333,802,0.666667,8,0,,32987863,1186,0,195,1,,,,,,,
68124567,705,0.666667,20,0,,47463871,971,0.375,23,1,,,,,,,
71371438,665,0.666667,4,0,,47609819,996,0.227273,52,1,,,,,,,
86011689,499,0.666667,16,0,,48638069,956,0,298,1,,,,,,,
90484254,454,0.666667,29,0,,58231156,825,0.44,2,1,,,,,,,
6124076,1711,1,62,0,,58916443,817,0,18,1,,,,,,,
6456218,1940,1,73,0,,63748723,761,0.44,2,1,,,,,,,
6494033,2020,1,127,0,,65114857,744,0.190476,5,1,,,,,,,
7103931,1986,1,134,0,,66117802,730,0.1,8,1,,,,,,,
7190444,1977,1,19,0,,66631658,724,0.44,2,1,,,,,,,
7401310,1964,1,94,0,,66657366,724,0.44,3,1,,,,,,,
7428914,1963,1,139,0,,70917142,670,0.190476,9,1,,,,,,,
7516062,1958,1,4,0,,71527380,663,0.190476,2,1,,,,,,,
7787171,1837,1,3,0,,84918201,510,0.190476,44,1,,,,,,,
8149617,1925,1,29,0,,89011896,468,0.190476,8,1,,,,,,,
9243611,1873,1,5,0,,102066931,861,0,96,1,,,,,,,
9625066,1822,1,1267,0,,103098950,330,0.1,18,1,,,,,,,
9815528,1832,1,162,0,,103340133,327,0.1,14,1,,,,,,,
10118072,1728,1,81,0,,105181569,309,0,8,1,,,,,,,
10245878,1815,1,40,0,,126284236,104,0.1,8,1,,,,,,,
10540646,1828,1,136,0,,129644221,74,0,20,1,,,,,,,
11213799,1760,1,142,0,,132963840,42,0,6,1,,,,,,,
11590114,1761,1,73,0,,137062716,5,0.095238,3,1,,,,,,,
11840755,1717,1,38,0,,4391699,2154,0,2527,1,,,,,,,
11993238,1709,1,7,0,,18458749,1516,0.263158,12,1,,,,,,,
11993258,1604,1,5,0,,20617456,1464,0.263158,4,1,,,,,,,
12901872,1714,1,67,0,,63895045,759,0.5,2,1,,,,,,,
15298156,1593,1,3,0,,63971074,758,0.263158,7,1,,,,,,,
16252090,1447,1,43,0,,71237289,667,0.5,12,1,,,,,,,
20021115,1426,1,24,0,,72349918,653,0.263158,3,1,,,,,,,
21461389,1341,1,7,0,,72673702,649,0,137,1,,,,,,,
21535122,1440,1,54,0,,75170150,620,0.5,7,1,,,,,,,
41926860,1042,1,9,0,,93363107,427,0.315789,14,1,,,,,,,
42866135,1029,1,20,0,,107779829,281,0,4,1,,,,,,,
49915083,940,1,1,0,,26946365,1335,0.227273,2,1,,,,,,,
51575090,918,1,2,0,,33590654,1173,0,8,1,,,,,,,
63466236,765,1,9,0,,49100589,950,0.4,3,1,,,,,,,
65105534,793,1,14,0,,50902154,926,0.4,1,1,,,,,,,
65175134,744,1,8,0,,76947419,599,0,483,1,,,,,,,
65759692,735,1,31,0,,111189138,248,0,14,1,,,,,,,
66153004,730,1,2,0,,15207713,1595,0.076923,3,1,,,,,,,
66803375,778,0.964286,43,0,,33286725,1181,0.388889,46,1,,,,,,,
72047017,722,1,9,0,,37940015,1096,0.266667,3,1,,,,,,,
72655891,697,1,37,0,,38723984,1088,0.333333,20,1,,,,,,,
75725818,1230,1,116,0,,61102245,793,0.266667,25,1,,,,,,,
77864272,590,1,6,0,,79798011,570,0,1,1,,,,,,,
79594997,572,1,78,0,,95522405,407,0,8,1,,,,,,,
84051628,521,1,1,0,,25235720,1358,0,66,1,,,,,,,
88388375,475,1,10,0,,29222229,1282,0,22,1,,,,,,,
93485154,425,1,8,0,,102879571,332,0.666667,14,1,,,,,,,
95256302,416,1,45,0,,7864987,1939,0,1287,1,,,,,,,
98201018,381,1,8,0,,7896136,1937,0,104,1,,,,,,,
126485788,103,1,10,0,,10230620,1842,0,667,1,,,,,,,
13396268,1661,0.567568,3,0,,11050187,1770,0,64,1,,,,,,,
64400886,822,0.662162,1940,0,,13915831,1664,0,17,1,,,,,,,
9397985,1871,1,2,0,,53091223,894,0,28,1,,,,,,,
22139688,1419,1,11,0,,67024773,719,0,140,1,,,,,,,
22140503,1424,1,15,0,,74105093,632,0,88,1,,,,,,,
40459429,1062,1,16,0,,80478777,563,0,7,1,,,,,,,
43627795,1019,0.5,12,0,,82348289,542,0,4,1,,,,,,,
7295624,1968,0.695652,1117,0,,84198945,519,0,11,1,,,,,,,
7460816,1900,0.74,137,0,,88415048,475,0,35,1,,,,,,,
7922851,1839,0.555556,69,0,,96572966,397,0,190,1,,,,,,,
8112245,1926,0.465116,334,0,,97995804,382,0,1,1,,,,,,,
9163368,1565,0.695652,39,0,,106962930,632,0,12,1,,,,,,,
11060259,1777,0.302326,119,0,,107269715,473,0,9,1,,,,,,,
11719364,1758,0.695652,141,0,,111636118,244,0,5,1,,,,,,,
12169645,1369,0.488372,182,0,,113296111,229,0,1,1,,,,,,,
14300629,1624,0.302326,60,0,,129136973,81,0,14,1,,,,,,,
14561593,1616,0.695652,23,0,,9000729,1884,0.066667,58,1,,,,,,,
15015276,1586,0.555556,16,0,,10310846,1622,0.125,46,1,,,,,,,
15416442,1591,0.555556,22,0,,18407938,1517,0.151515,54,1,,,,,,,
15655755,1585,0.533333,636,0,,33106861,1183,0.066667,1,1,,,,,,,
17372129,1536,0.666667,737,0,,55243173,862,0.066667,1,1,,,,,,,
20468628,1468,0.577778,213,0,,62254451,779,0,9,1,,,,,,,
21014685,1432,0.695652,83,0,,101801296,344,0.066667,1,1,,,,,,,
21118709,1452,0.644444,5,0,,108439433,275,0.652778,12,1,,,,,,,
21903530,1255,0.488372,164,0,,35874938,1129,0,4,1,,,,,,,
22077589,1394,0.555556,152,0,,54281476,875,0,36,1,,,,,,,
22087097,1468,0.533333,62,0,,57092219,837,0,1,1,,,,,,,
22089784,1401,0.533333,209,0,,60317892,801,0,1,1,,,,,,,
22519071,1405,0.644444,6,0,,95057725,411,0,2,1,,,,,,,
32491861,1205,0.555556,29,0,,135949399,15,0,3,1,,,,,,,
32531545,1195,0.533333,387,0,,8451168,1909,0,2403,1,,,,,,,
33568399,1177,0.533333,137,0,,13769805,1573,0.102564,19,1,,,,,,,
39654833,1110,0.533333,108,0,,20155598,1438,0,279,1,,,,,,,
40400041,1064,0.533333,12,0,,21349694,1446,0.27907,991,1,,,,,,,
41604360,1051,0.533333,356,0,,30159749,1257,0.102564,126,1,,,,,,,
41796147,1045,0.533333,20,0,,30282561,1252,0.363636,86,1,,,,,,,
44243244,1010,0.533333,75,0,,32093544,1205,0,101,1,,,,,,,
46447622,981,0.465116,137,0,,52662278,899,0.488372,4,1,,,,,,,
47579112,969,0.522727,7,0,,55738201,856,0.302326,10,1,,,,,,,
47663871,967,0.522727,43,0,,59511068,811,0.488372,5,1,,,,,,,
50972902,926,0.522727,7,0,,61394723,789,0.153846,839,1,,,,,,,
51243117,922,0.522727,5,0,,62066256,781,0.27907,736,1,,,,,,,
6223695,1936,0.666667,21,0,,62420679,777,0.488372,6,1,,,,,,,
7451537,1962,0.666667,64,0,,64708039,750,0.478261,16,1,,,,,,,
17742421,1534,0.333333,163,0,,65326626,742,0.465116,15,1,,,,,,,
91282815,446,0.954545,142,0,,67703138,710,0,400,1,,,,,,,
138408,2578,0.737705,66,0,,68760698,697,0.465116,6,1,,,,,,,
307808,2633,0.878788,18,0,,72924683,646,0.27907,98,1,,,,,,,
309914,2610,0.890625,4,0,,73597872,638,0,24,1,,,,,,,
342412,2658,0.890625,28,0,,77046130,598,0,54,1,,,,,,,
351213,2656,0.876923,39,0,,78615306,582,0.488372,57,1,,,,,,,
388995,2945,0.892857,39,0,,79726440,570,0.325581,9,1,,,,,,,
1283867,2265,0.774194,3,0,,79807675,570,0.102564,73,1,,,,,,,
1755588,2639,0.878788,82,0,,83626662,528,0.325581,13,1,,,,,,,
1755625,2675,0.876923,16,0,,84480131,515,0.102564,62,1,,,,,,,
1755643,2692,0.875,49,0,,87799919,479,0.325581,10,1,,,,,,,
1755867,2865,0.909091,79,0,,89924383,459,0.27907,345,1,,,,,,,
1755908,2952,0.890909,3,0,,94360991,418,0.302326,5,1,,,,,,,
3026997,2243,0.758065,6,0,,99101986,372,0,17,1,,,,,,,
3242782,2255,0.576271,50,0,,99997963,362,0.27907,19,1,,,,,,,
4298477,2161,0.671875,10,0,,108650020,272,0.27907,9,1,,,,,,,
4418038,2151,0.737705,5,0,,112904295,233,0.102564,5,1,,,,,,,
8302272,1689,0.703125,11,0,,121330860,156,0,2,1,,,,,,,
8548460,1906,0.737705,32,0,,4705023,1927,0,1159,1,,,,,,,
8932878,1487,0.703125,5,0,,21892102,1738,0,20,1,,,,,,,
8933637,1887,0.703125,12,0,,28514725,1301,0,74,1,,,,,,,
9764640,2067,0.728814,39,0,,39182971,1081,0.333333,1093,1,,,,,,,
11340782,1755,0.671875,6,0,,39428908,1079,0,194,1,,,,,,,
12753284,1705,0.6875,3,0,,41462587,1048,0.333333,58,1,,,,,,,
28170097,1307,0.6875,135,0,,43093962,1025,0.333333,10,1,,,,,,,
32976869,1186,0.880597,92,0,,47404307,972,0.333333,2,1,,,,,,,
43612476,1019,0.6875,11,0,,49802717,941,0.333333,17,1,,,,,,,
46972613,974,0.703125,6,0,,52831340,896,0.333333,24,1,,,,,,,
54113511,903,0.703125,4,0,,84169325,520,0.333333,3,1,,,,,,,
56418315,844,0.6875,43,0,,6684029,2008,0,71,1,,,,,,,
58402970,823,0.629032,2,0,,77158677,597,0,5,1,,,,,,,
61457464,788,0.629032,4,0,,79290743,575,0.576271,3,1,,,,,,,
64589926,751,0.629032,3,0,,106868296,291,0.436364,2,1,,,,,,,
65978718,732,0.629032,10,0,,109670636,262,0.436364,103,1,,,,,,,
84161086,522,1,20,0,,116955072,197,0.24,21,1,,,,,,,
24150773,1386,0.4,392,0,,41716618,1046,0,13,1,,,,,,,
49484335,1548,0.4,66,0,,46262873,983,0,8,1,,,,,,,
75500986,1548,1,219,0,,51924230,913,0,9,1,,,,,,,
96425580,398,1,71,0,,56663700,841,0,15,1,,,,,,,
101529758,347,1,45,0,,60261734,802,0,2,1,,,,,,,
9792005,1834,0.75,675,0,,70362042,677,0,6,1,,,,,,,
11215552,1764,0.75,93,0,,78024392,588,0.5,9,1,,,,,,,
11410347,1751,0.75,97,0,,83232664,533,0,10,1,,,,,,,
12885378,1695,0.75,26,0,,17144930,1548,0,451,1,,,,,,,
15684873,1584,0.75,2,0,,20142338,1476,0,5,1,,,,,,,
19115896,1501,0.75,3,0,,25064766,1370,0,7,1,,,,,,,
27440799,1686,0.75,3,0,,38596212,1122,0.25,96,1,,,,,,,
44417451,1007,0.75,41,0,,62080267,781,0,82,1,,,,,,,
51984399,1258,0.75,2,0,,5368331,1606,0,161,1,,,,,,,
55248283,1325,0.75,1,0,,8941323,1886,0,26,1,,,,,,,
60312196,801,0.75,1,0,,106744822,292,0,1,1,,,,,,,
72516139,1323,0.75,160,0,,107008506,289,0,1,1,,,,,,,
3877599,1787,0.4375,206,0,,14148381,1627,0.173913,298,1,,,,,,,
4494232,1740,0.740741,29,0,,18046782,1705,0.125,33,1,,,,,,,
4748143,1817,0.697674,6,0,,27101779,1356,0,84,1,,,,,,,
6469206,1641,0.623932,25,0,,39097526,1082,0,37,1,,,,,,,
6551811,1656,0.623932,19,0,,50308946,934,0,21,1,,,,,,,
10887004,1405,0.4375,26,0,,56488931,843,0.125,108,1,,,,,,,
11790212,1807,0.623932,68,0,,63940126,759,0,87,1,,,,,,,
11808230,1455,0.565574,8,0,,78052928,588,0,96,1,,,,,,,
16984299,1509,0.565574,92,0,,86373202,495,0,20,1,,,,,,,
22026930,1430,0.554688,79,0,,87114708,488,0.445313,9,1,,,,,,,
22062930,1481,0.557377,61,0,,88258501,476,0.421875,54,1,,,,,,,
25816053,1356,0.54918,25,0,,93316962,428,0.173913,68,1,,,,,,,
32405720,1198,0.531746,34,0,,104741327,313,0,36,1,,,,,,,
39923968,1103,0.5,34,0,,105310691,307,0.173913,2,1,,,,,,,
40433462,1063,0.5,12,0,,105839992,302,0.173913,10,1,,,,,,,
42591231,1034,0.464,203,0,,107522635,284,0,81,1,,,,,,,
43634097,1019,0.475806,12,0,,108122639,277,0,125,1,,,,,,,
10608951,1800,0.6,122,0,,110663849,590,0.149123,30,1,,,,,,,
10848502,1795,0.714286,25,0,,116975372,495,0,56,1,,,,,,,
11701010,1437,0.6,31,0,,123573492,132,0.046296,41,1,,,,,,,
15091900,1597,0.75,17,0,,125720697,108,0.107143,6,1,,,,,,,
16807705,1441,0.333333,5,0,,14322680,1622,0,51,1,,,,,,,
16829066,1556,0.6,130,0,,31334880,1235,0.333333,10,1,,,,,,,
