full_name,repo_id,All,70%,90%,30%
BirdHowl/kafka,153831709,Social,Social,Social,Social
Hitta/metrics,1691234,Hard,Social,Social,Social
mdeverdelhan/kafka,154118804,Hard,Social,Social,Social
gzwongkk/Line-chatbot-for-COMP3111,107744399,Hard,Social,Social,Social
ejpearson/kafka,155261631,Hard,Social,Social,Social
AndyScherzinger/EventFahrplan,158245449,Social,Social,Social,Social
bitpusherllc/kafka,157029096,Social,Social,Social,Social
engawel/smarthome,70249429,Social,Social,Social,Social
sh-abhi/kafka,168955821,Hard,Social,Social,Social
GregoryHo/RxJava,89469595,Hard,Social,Social,Social
avocader/kafka,189478762,Social,Social,Social,Social
SuXingLee/flink,163515464,Social,Social,Social,Social
AndrewJSchofield/kafka,180165101,Social,Social,Social,Social
BigScary/GriefPrevention,3871988,Parent,Parent,Parent,Parent
Tux2/GriefPrevention,8245989,Hard,Hard,Hard,Hard
tinkoff-dwh/zeppelin,82786286,Social,Social,Social,Social
clienthax/GriefPrevention,44011974,Social,Social,Social,Social
akarnokd/RxJava,14518033,Social,Social,Social,Social
Alshain01/GriefPrevention,18176805,Social,Social,Social,Social
smc87/GriefPrevention,53271126,Parent,Parent,Parent,Parent
kmels/blockchainj,121344008,Hard,Social,Social,Social
Aitozi/flink,96601256,Social,Social,Social,Social
MineYourMind/GriefPrevention,27517216,Hard,Social,Social,Social
jsjames/openhab2-addons,71922712,Hard,Social,Social,Social
MinecraftPortCentral/GriefPrevention,43996890,Parent,Parent,Parent,Parent
yujiayinshi/react-native,81159166,Hard,Social,Social,Social
yanolja/pinpoint,200574344,Hard,Social,Social,Social
CweepahCraft/GriefPrevention,53680844,Hard,Hard,Hard,Hard
jcarver989/react-native,132522461,Social,Social,Social,Social
erik1988/GriefPrevention,82462372,Social,Social,Social,Social
egeshi/react-native,64565802,Hard,Social,Social,Social
soliddanii/GriefPrevention,102498315,Social,Social,Social,Social
kibergus/vtm,45772780,Hard,Hard,Hard,Hard
Eufranio/GriefPrevention,238521054,Social,Social,Social,Social
appian/react-native,109161269,Social,Social,Social,Social
Rodzynus/GriefPrevention,82884571,Hard,Social,Social,Social
bunnyc1986/react-native,130043935,Hard,Social,Social,Social
redBorder/camus,35559976,Hard,Hard,Hard,Hard
jacob1/GriefPrevention,91989065,Hard,Hard,Hard,Social
jensraaby/metrics,76134337,Social,Social,Social,Social
ghacproductions/GriefPrevention-1,95717395,Hard,Social,Social,Social
Rucongzhang/flink,89422907,Hard,Social,Social,Social
jooink/mgwt,16833490,Hard,Hard,Hard,Hard
Sirse/GriefPreventionPlus,100611023,Hard,Hard,Hard,Social
RTLSponge/GriefPrevention,116682313,Hard,Social,Social,Social
Hitabis/react-native,102112889,Social,Social,Social,Social
Rubbertjuh/GriefPrevention,123467375,Hard,Social,Social,Social
maryannxue/phoenix,53609498,Hard,Social,Social,Social
Narimm/GriefPrevention,125442581,Hard,Social,Social,Social
omnimodal/transitime,131459441,Hard,Social,Social,Social
zedwick/GriefPrevention,142178403,Social,Social,Social,Social
sachinbhalekar/kafka,110667414,Hard,Social,Social,Social
smurakozi/kafka,121491036,Hard,Social,Social,Social
javacraft/GriefPrevention,143181175,Hard,Social,Social,Social
Trunkplatform/zeppelin,117314538,Hard,Social,Social,Social
Arqu/ExoPlayer,38356158,Hard,Social,Social,Social
sunbit-dev/kafka,111563023,Hard,Hard,Hard,Social
112madgamer/GriefPrevention,247030377,Social,Social,Social,Social
qiao-meng-zefr/kafka,112235727,Social,Social,Social,Social
superwood/zeppelin,62526444,Hard,Social,Social,Social
ShaneBeee/GriefPrevention,207152277,Social,Social,Social,Social
codetriage-readme-bot/collect,122225330,Social,Social,Social,Social
locly/react-native,75926398,Social,Social,Social,Social
Siggi88/GriefPrevention,167767480,Social,Social,Social,Social
TarangMahajan/raxacore,5177571,Social,Social,Social,Social
kdrakon/kafka,135234033,Social,Social,Social,Social
GENERALBYTESCOM/bitcoinj,171674021,Parent,Parent,Parent,Parent
jenkinsci/backend-update-center2,1204101,Parent,Parent,Parent,Parent
jaggs6/react-native,68800808,Social,Social,Social,Social
rootex-/kafka,115424842,Hard,Social,Social,Social
ontzic/react-native,174434771,Hard,Social,Social,Social
imod/backend-update-center2,4946616,Social,Social,Social,Social
yphyph01/openhab2-addons,160367972,Social,Social,Social,Social
WetwareLabs/openhab2,39709690,Hard,Social,Social,Social
gunnarmorling/kafka,117821233,Social,Social,Social,Social
olivergondza/backend-update-center2,11184968,Social,Social,Social,Social
nokia/zeppelin,85287151,Social,Social,Social,Social
brandonkirchner/kafka,118014612,Social,Social,Social,Social
mimo74/openhab2-addons,157455653,Social,Social,Social,Social
daniel-beck/backend-update-center2,33881741,Social,Social,Social,Social
jonlee2/kafka,173222400,Hard,Social,Social,Social
orrc/backend-update-center2,35067104,Hard,Social,Social,Social
rayokota/kafka,118517786,Social,Social,Social,Social
ncuillery/react-native,68546712,Social,Social,Social,Social
batmat/backend-update-center2,46570190,Hard,Social,Social,Social
mageshn/kafka,118654341,Social,Social,Social,Social
mate1/camus,7615321,Hard,Hard,Hard,Social
lucilecoutouly/zeppelin,94886869,Hard,Social,Social,Social
gitlw/kafka,240125349,Social,Social,Social,Social
VigneshMohan1/zeppelin,111889468,Social,Social,Social,Social
jglick/backend-update-center2,49586855,Social,Social,Social,Social
l1t7l3ph0o7/openhab2-addons,145718419,Hard,Social,Social,Social
lepolac/kafka,119413909,Social,Social,Social,Social
zhengcanbin/flink,208398686,Social,Social,Social,Social
fbelzunc/backend-update-center2,57108232,Social,Social,Social,Social
parafiend/kafka,119586262,Social,Social,Social,Social
FireArrow/zeppelin,76467955,Social,Social,Social,Social
rafaelrezend/backend-update-center2,60041127,Hard,Social,Social,Social
jparkie/flink,100972924,Social,Social,Social,Social
nk3310/kafka,119804524,Hard,Social,Social,Social
Deegue/zeppelin,144278773,Hard,Social,Social,Social
mably/backend-update-center2,76771457,Hard,Social,Social,Social
innoq/openhab2,31648293,Hard,Social,Social,Social
mmm311/kafka,120068463,Hard,Social,Social,Social
dankurka/mgwt,2485085,Parent,Parent,Parent,Parent
alin23/react-native,64202954,Social,Social,Social,Social
ying-zheng/kafka,120540470,Hard,Social,Social,Social
msgilligan/bitcoinj,16687051,Social,Social,Social,Social
mgwt/mgwt,4652889,Hard,Hard,Hard,Hard
vicpinm/ActiveAndroidRx,45180883,Hard,Hard,Hard,Hard
flasheater/mgwt,6715709,Hard,Social,Social,Social
asasvari/kafka,121440999,Hard,Social,Social,Social
amkcpu/Flym,166120147,Social,Social,Social,Social
bgoetzmann/bitcoincashj,107561665,Hard,Hard,Hard,Hard
paulfrench/mgwt,15050885,Hard,Hard,Hard,Hard
julioxavierr/react-native,150508150,Social,Social,Social,Social
jeis2497052/kafka,121645964,Hard,Social,Social,Social
Brainfuse/mgwt,16013244,Hard,Hard,Hard,Social
dkreutzer/openhab2,31510444,Social,Social,Social,Social
dhruvilshah3/kafka,121815241,Social,Social,Social,Social
Prodesire/Hygieia,137981088,Hard,Social,Social,Social
woowabros/zeppelin,78088516,Hard,Social,Social,Social
Matzz/kafka,122396458,Social,Social,Social,Social
icemc/collect,100549192,Hard,Social,Social,Social
dantman/react-native,52074084,Social,Social,Social,Social
WSDOT/mgwt,22924126,Social,Social,Social,Social
gusgard/react-native,102422703,Social,Social,Social,Social
big-andy-coates/kafka,122472092,Social,Social,Social,Social
han39/fr.agfahealthcare.mgwt,44445487,Hard,Hard,Hard,Hard
pavan149679/Hygieia,105546221,Hard,Social,Social,Social
yjin/raxacore,4867365,Hard,Hard,Hard,Hard
khaireddine120/kafka,123981442,Hard,Social,Social,Social
davidgraeff/smarthome,94952984,Hard,Social,Social,Social
vvcephei/kafka,124139257,Social,Social,Social,Social
Egan109/core,58092487,Hard,Hard,Hard,Hard
yuyang08/kafka,135741616,Social,Social,Social,Social
chia7712/kafka,125210946,Social,Social,Social,Social
londoncalling/kafka,175515249,Social,Social,Social,Social
ollie314/spring-batch,17571655,Hard,Social,Social,Social
ro7m/kafka,127627021,Hard,Social,Social,Social
Bhamni/bahmni-core,8854393,Hard,Hard,Hard,Hard
DaKaZ/react-native,105394161,Social,Social,Social,Social
ctamisier/flink,132349436,Social,Social,Social,Social
esaude/bahmni-core,172700812,Social,Social,Social,Social
gdgomsk/devfest-app,22544110,Hard,Hard,Hard,Social
cyrusv/kafka,129442791,Social,Social,Social,Social
Tagar/zeppelin,122547556,Hard,Social,Social,Social
rushstreet/kafka,129940164,Hard,Social,Social,Social
Possiblehealth/bahmni-core,70789758,Hard,Social,Social,Social
bahmni-msf/bahmni-core,88700748,Hard,Hard,Hard,Hard
FnTm/react-native,90667716,Social,Social,Social,Social
noarter/kafka,133379672,Hard,Social,Social,Social
kazak1377/react-native,94748134,Hard,Social,Social,Social
ravikalla/Hygieia,80154769,Hard,Social,Social,Social
glasser/kafka,133627422,Social,Social,Social,Social
ChengzhiZhao/flink,120403182,Social,Social,Social,Social
eyalgo/bahmni-core,133032357,Hard,Social,Social,Social
jgibbons/react-native,95022263,Social,Social,Social,Social
maytals/kafka-1,134403575,Social,Social,Social,Social
carhartl/bahmni-core,136612293,Hard,Social,Social,Social
petekeller2/react-native,147117883,Hard,Social,Social,Social
trainphreak/LWC,100197972,Social,Social,Hard,Social
birdgodtech/kafka,138448672,Social,Social,Social,Social
taxfix/native-navigation,106521029,Hard,Hard,Hard,Hard
mapfish/mapfish-print,2737689,Parent,Parent,Parent,Parent
jplock/swagger-jaxrs-doclet,7737266,Social,Social,Social,Social
shunge/kafka,136683777,Social,Social,Social,Social
SimpleFinance/android-times-square,10040713,Hard,Social,Social,Social
snkashis/mapfish-print,4804137,Hard,Hard,Hard,Hard
tpiDev/Calligraphy,187199765,Hard,Hard,Hard,Hard
geekdenz/mapfish-print,2746527,Hard,Hard,Hard,Hard
marcelrv/openhab2,22344693,Social,Social,Social,Social
sweco/mapfish-print,38816834,Social,Social,Social,Social
sjvs/bitcoinj,89619699,Hard,Social,Social,Social
lindsejs/mapfish-print,6309927,Hard,Hard,Hard,Hard
karanmehta93/phoenix,107803339,Social,Social,Social,Social
Intevation/mapfish-print,8178092,Hard,Social,Social,Social
procrastinatio/mapfish-print,10964865,Hard,Hard,Hard,Hard
rconline/zeppelin,45905801,Social,Social,Social,Social
geosolutions-it/mapfish-print,12597438,Hard,Hard,Hard,Hard
Remitly/react-native,85337426,Social,Social,Social,Social
moove-it/mapfish-print,136361425,Social,Social,Social,Social
marionb/mapfish-print,47398075,Social,Social,Social,Social
a-c-sreedhar-reddy/react-native,221697736,Hard,Social,Social,Social
tobiasschuerg/android-times-square,9500658,Hard,Social,Social,Social
arnaud-morvan/mapfish-print,60781985,Social,Social,Social,Social
tianling536/react-native,134223244,Hard,Social,Social,Social
omarkljung/mapfish-print,88743173,Social,Social,Social,Social
geoadmin/mapfish-print,92261929,Hard,Hard,Hard,Hard
mcguiresean/openhab2-addons,81661313,Hard,Social,Social,Social
pfirpfel/mapfish-print,184231645,Social,Social,Social,Social
ryankennedy/swagger-jaxrs-doclet,5500561,Parent,Parent,Parent,Parent
citlab/flink-realtime-streaming,29541425,Hard,Social,Social,Social
nzroller/swagger-jaxrs-doclet,6114165,Social,Social,Social,Social
paulshen/react-native,51682706,Hard,Social,Social,Social
jpeerz-hygieia/Hygieia,137709952,Hard,Social,Social,Social
teamcarma/swagger-jaxrs-doclet,21091349,Hard,Hard,Hard,Hard
tandrup/swagger-jaxrs-doclet,37717318,Social,Social,Social,Social
1and1/swagger-jaxrs-doclet,39075954,Hard,Hard,Hard,Hard
mindprince/flink,73975096,Social,Social,Social,Social
umbrew/swagger-jaxrs-doclet,39890022,Hard,Social,Social,Social
Inego/kotlin,121098656,Hard,Social,Social,Social
ilanddev/swagger-jaxrs-doclet,49594642,Hard,Hard,Hard,Hard
kjax/metrics,8870586,Hard,Social,Social,Social
rodney757/swagger-doclet,78134452,Hard,Hard,Hard,Hard
douglowder/react-native-appletv,57339654,Hard,Social,Social,Social
raepple/openhab2-addons,218951225,Hard,Social,Social,Social
kfiles/swagger-doclet,107718242,Social,Social,Social,Social
cvanorman/openhab2-addons,49494421,Social,Social,Social,Social
cameron/react-native,67656376,Social,Social,Social,Social
Madis0/XposedInstaller,64062498,Hard,Social,Social,Social
dreipol/ActiveAndroid,23194311,Hard,Hard,Hard,Hard
berickson1/react-native,87363643,Social,Social,Social,Social
twobitlabs/ActiveAndroid,21190513,Social,Social,Social,Social
yx91490/zeppelin,202870762,Social,Social,Social,Social
ernest-bruce/kafka,164299606,Hard,Social,Social,Social
triller-telekom/smarthome,87911141,Social,Social,Social,Social
3dcl/ActiveAndroid,23420827,Hard,Hard,Hard,Hard
Bhullnatik/react-native,55844942,Social,Social,Social,Social
acres4/kafka,164461557,Social,Social,Social,Social
dominikkv/openhab2-addons,161918540,Social,Social,Social,Social
beowulfe/openhab2,35312427,Social,Social,Social,Social
ableegoldman/kafka,166325386,Social,Social,Social,Social
BreezeWorks/ActiveAndroid,36395872,Hard,Hard,Hard,Hard
kamilszymanski/reactor-core,80313727,Social,Social,Social,Social
lobo12/react-native,43866618,Hard,Social,Social,Social
Pixplicity/ActiveAndroid,44240801,Hard,Hard,Hard,Hard
xymaqingxiang/flink,116901506,Hard,Social,Social,Social
nexiahome/kafka,185831914,Social,Social,Social,Social
ebr11/ExoPlayer,96116423,Hard,Social,Social,Social
ctchenn/kafka,169775216,Social,Social,Social,Social
benoitvallon/react-native,81526487,Social,Social,Social,Social
bandlab/ActiveAndroid,47246487,Hard,Hard,Hard,Hard
pierDipi/kafka,173158795,Social,Social,Social,Social
pgwhalen/kafka,171191212,Social,Social,Social,Social
jamesisaac/react-native,109903951,Social,Social,Social,Social
maxxx/ActiveAndroid,59570398,Hard,Hard,Hard,Hard
mindsight/ExoPlayer,108302685,Hard,Social,Social,Social
casey-green/kafka,172123626,Social,Social,Social,Social
Jyrno42/react-native,146795441,Social,Social,Social,Social
foxsake/ActiveAndroid,69873095,Hard,Hard,Hard,Hard
massimo-parente/metrics,35159830,Hard,Social,Social,Social
chasewalden/kafka,172982093,Social,Social,Social,Social
lawchris/openhab2-addons,83820432,Social,Social,Social,Social
FlorianSW/openhab2-addons,81497025,Hard,Social,Social,Social
jjculber/defcoinj,18788443,Hard,Social,Social,Social
cewei/ActiveAndroid,110836840,Social,Social,Social,Social
amardeshbd/iosched,25415841,Social,Social,Social,Social
pkleindl/kafka,173281272,Social,Social,Social,Social
hansugus/pinpoint,64833209,Hard,Social,Social,Social
fanyon/flink,85295996,Hard,Social,Social,Social
kondetibharat/kafka,178253850,Hard,Social,Social,Social
Banno/metrics,18333647,Hard,Social,Social,Social
experimentsin/react-native,48399565,Hard,Social,Social,Social
yeralin/kafka,181956900,Social,Social,Social,Social
brianmcfeeley/Hygieia,138089638,Hard,Social,Social,Social
martinbaillie/flyway,7516082,Social,Social,Social,Social
kamilszymanski/flyway,7559118,Social,Social,Social,Social
chenqin/flink,65646953,Hard,Social,Social,Social
SvenFestersen/smarthome,163322814,Social,Social,Social,Social
ben-manes/flyway,8748266,Social,Social,Social,Social
mapbased/flink,166949025,Hard,Social,Social,Social
scalabreseGD/kafka,185398536,Hard,Social,Social,Social
digitaldan/openhab2-addons,32534848,Social,Social,Social,Social
VansonLeung/react-native,46545160,Hard,Social,Social,Social
walkeriniraq/transittime-core,41706248,Social,Social,Social,Social
nathanvick/flyway,19151022,Hard,Social,Social,Social
tresvecesseis/ExoPlayer,31380973,Hard,Hard,Hard,Social
rostrzycki/flyway,20559549,Hard,Social,Social,Social
smf666/openhab2-addons,120806938,Social,Social,Social,Social
esusab/flyway,25648885,Social,Social,Social,Social
mathiasbynens/react-native,113857303,Hard,Hard,Social,Social
FileTrek/flyway,41381753,Hard,Social,Social,Social
RMS/flyway,47725197,Social,Social,Social,Social
IAops/flyway,52589969,Hard,Social,Social,Social
brennan-collins/flyway,63171755,Hard,Social,Social,Social
studyroz/react-native,110932557,Social,Social,Social,Social
TomRK1089/flyway,67132403,Hard,Social,Social,Social
jimmycasey/phoenix-1,142785388,Hard,Social,Social,Social
risksense/flyway,75131080,Hard,Social,Social,Social
wangjoshuah/react-native,136648216,Social,Social,Social,Social
MithdandirD/flyway,77581425,Hard,Social,Social,Social
bhnath/ExoPlayer,21440080,Hard,Social,Social,Social
niknyl/flyway,90593097,Hard,Social,Social,Social
agh92/sonar-objective-c,36428883,Hard,Hard,Hard,Hard
zhuganghuaonnet/flink,94294193,Hard,Social,Social,Social
swansontec/react-native,107461175,Hard,Social,Social,Social
dhoer/flyway,100631716,Social,Social,Social,Social
prabhjyotsingh/zeppelin,44664903,Social,Social,Social,Social
aleskiewicz/flyway,101679812,Hard,Social,Social,Social
zsmatyas/ExoPlayer,156602738,Hard,Social,Social,Social
wesharehoodies/react-native,105476389,Hard,Social,Social,Social
vinceyuan/react-native,78282640,Social,Social,Social,Social
FlakM/flyway,112740969,Social,Social,Social,Social
fxfactorial/react-native,88681076,Hard,Social,Social,Social
billwanjohi/flyway,119725880,Hard,Social,Social,Social
sheldonabrown/core,40757530,Hard,Hard,Hard,Social
Radioafricagroup/flyway,129399319,Hard,Social,Social,Social
Xylus/pinpoint,28998775,Social,Social,Social,Social
apanasevich/flyway,130077906,Social,Social,Social,Social
SoftwareMansion/react-native,107088107,Social,Social,Social,Social
GustavoHGS/react-native,138786459,Hard,Social,Social,Social
jgarcot/flyway,139137232,Hard,Social,Social,Social
tinybarks/flyway,156100003,Social,Social,Social,Social
kubawolanin/smarthome,74058428,Social,Social,Social,Social
josephlbarnett/flyway,175104050,Hard,Social,Social,Social
tuxmobil/CampFahrplan,2048615,Parent,Parent,Parent,Parent
123avi/flink,163655235,Hard,Social,Social,Social
johnjohndoe/CampFahrplan,12616092,Social,Social,Social,Social
joeblynch/react-native,133434513,Social,Social,Social,Social
SubOptimal/CampFahrplan,14969658,Social,Social,Social,Social
