repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_Hard_fork,full_name,owner_id,name,created_at,updated_at,build_file,ALL,0.7,0.9,0.3,1 Commit
15199253,22616,22616,NULL,1,NULL,0,Dealermade/retrofit,2400493,retrofit,42021.85694,43605.15,pom.xml,Hard,Social,Social,Social,Hard
17722461,22616,22616,NULL,1,NULL,0,sarvex/retrofit,1049672,retrofit,42083.32361,42432.47708,pom.xml,Hard,Social,Social,Social,Hard
19816178,22616,22616,NULL,1,NULL,0,NightlyNexus/retrofit,1959266,retrofit,42133.98194,43601.31806,pom.xml,Social,Social,Social,Social,Social
68975204,17991525,17991525,NULL,1,NULL,0,patw0929/react-native,1720994,react-native,42923.28611,25570,build.gradle,Social,Social,Social,Social,Hard
21176433,22616,22616,21176433,1,0,1,airbnb/retrofit,72078,retrofit,42109.98681,43613.79375,pom.xml,Hard,Social,Social,Social,Hard
21922270,22616,22616,NULL,1,NULL,0,juliendn/retrofit,402084,retrofit,42185.59722,42423.59514,pom.xml,Hard,Social,Social,Social,Hard
22148339,22616,22616,NULL,1,NULL,0,guoGavin/retrofit,3947196,retrofit,41801.27708,42418.26181,pom.xml,Hard,Social,Social,Social,Hard
49176088,45297,45297,NULL,1,NULL,0,wwjiang007/kafka,31915668,kafka,42668.36458,43603.59306,build.gradle,Social,Social,Social,Social,Hard
28033149,22616,22616,NULL,1,NULL,0,BlueRiverInteractive/retrofit,2562666,retrofit,42314.74861,42408.60833,pom.xml,Social,Social,Social,Social,Hard
125288138,45297,45297,NULL,1,NULL,0,jsancio/kafka,3690,kafka,43503.05208,43615.68611,build.gradle,Social,Social,Social,Social,Hard
43539905,22616,22616,NULL,1,NULL,0,BiaoWu/retrofit,6487748,retrofit,42451.37222,25570,pom.xml,Hard,Social,Social,Social,Hard
43637384,22616,22616,NULL,1,NULL,0,llkkzz111/retrofit,6289476,retrofit,42599.30903,25570,pom.xml,Hard,Social,Social,Social,Hard
9595833,11637006,11637006,NULL,1,NULL,0,ewized/Glowstone,847052,Glowstone,41764.13889,42415.97778,build.gradle,Social,Social,Social,Social,Hard
50738277,22616,22616,NULL,1,NULL,0,Jawnnypoo/retrofit,3478655,retrofit,42689.16319,25570,pom.xml,Social,Social,Social,Social,Social
57510726,22616,22616,NULL,1,NULL,0,guptasourabh/retrofit,3175442,retrofit,42784.85694,25570,pom.xml,Social,Social,Social,Social,Hard
60131916,22616,22616,NULL,1,NULL,0,GulajavaMinistudio/retrofit,7954512,retrofit,42813.99028,43561.09097,pom.xml,Hard,Hard,Hard,Hard,Hard
32018936,5720337,5720337,NULL,1,NULL,0,EdwinMindcraft/ArsMagica2,6151830,ArsMagica2,42410.58542,43483.34514,build.gradle,Hard,Hard,Hard,Hard,Hard
66569203,22616,22616,NULL,1,NULL,0,albrecht87/retrofit,7164866,retrofit,42892.90903,25570,pom.xml,Social,Social,Social,Social,Hard
69343823,22616,22616,NULL,1,NULL,0,JSpiner/retrofit,8596139,retrofit,42928.04792,25570,pom.xml,Hard,Social,Social,Social,Hard
80490928,22616,22616,NULL,1,NULL,0,xiaofan-wxf/retrofit,8342237,retrofit,43055.08264,43474.14722,pom.xml,Hard,Social,Social,Social,Hard
60339927,17991525,17991525,NULL,1,NULL,0,jsdario/react-native,9068358,react-native,42816.77292,43425.42708,build.gradle,Hard,Social,Social,Social,Hard
80543661,22616,22616,NULL,1,NULL,0,DiffBlue-benchmarks/retrofit,32738481,retrofit,43055.56319,25570,pom.xml,Hard,Social,Social,Social,Hard
102247307,22616,22616,NULL,1,NULL,0,fiissh/retrofit,42811856,retrofit,43278.30486,43602.45278,pom.xml,Hard,Social,Social,Social,Hard
109302710,22616,22616,NULL,1,NULL,0,djr4488/retrofit,3230667,retrofit,43351.60625,43419.60139,pom.xml,Hard,Social,Social,Social,Hard
14835758,14807988,14807988,NULL,1,NULL,0,aljoscha/flink,536586,flink,41841.49375,43612.57847,pom.xml,Social,Social,Social,Social,Social
109569498,22616,22616,NULL,1,NULL,0,CTKnight/retrofit,975013,retrofit,43354.32917,43486.70208,pom.xml,Hard,Social,Social,Social,Hard
112526480,22616,22616,NULL,1,NULL,0,berberman/retrofit,34356930,retrofit,43381.64792,43409.42569,pom.xml,Hard,Social,Social,Social,Hard
120730860,22616,22616,NULL,1,NULL,0,ojh102/retrofit,9687021,retrofit,43454.47708,43601.31806,pom.xml,Social,Social,Social,Social,Social
78712965,49451619,30777963,NULL,2,NULL,0,skuzniarz/openhab2-addons,2125415,openhab2-addons,43036.50347,43584.88889,pom.xml,Hard,Hard,Hard,Hard,Hard
123711999,22616,22616,NULL,1,NULL,0,vitorhugods/retrofit,5829782,retrofit,43486.63403,43599.84653,pom.xml,Hard,Social,Social,Social,Hard
126388258,22616,22616,NULL,1,NULL,0,66254264/retrofit,33236423,retrofit,43514.08472,43574.8,build.gradle,Hard,Social,Social,Social,Hard
133919836,22616,22616,NULL,1,NULL,0,JiMu-Bao/retrofit,50088008,retrofit,43273.08472,43583.07292,pom.xml,Social,Social,Social,Social,Hard
64866589,30777963,30777963,NULL,1,NULL,0,Nebula83/openhab2-addons,8331485,openhab2-addons,42870.40764,43595.33125,pom.xml,Social,Social,Social,Social,Hard
22668,NULL,22668,NULL,0,NULL,0,Netflix/Priam,1600,Priam,40744.74375,43615.08889,build.gradle,Parent,Parent,Parent,Parent,Parent
22669,22668,22668,NULL,1,NULL,0,quidryan/Priam,11112,Priam,41124.81319,42654.89097,build.gradle,Hard,Social,Social,Social,Hard
91712,22668,22668,91712,1,0,1,bazaarvoice/Priam,40943,Priam,41117.54792,43542.89097,pom.xml,Hard,Hard,Hard,Hard,Hard
96832156,45297,45297,NULL,1,NULL,0,Fuud/kafka,918459,kafka,43223.45278,25570,build.gradle,Social,Social,Social,Social,Hard
198398,91712,22668,91712,2,1,1,mmunna/Priam,148282,Priam,41134.77986,42660.89653,pom.xml,Hard,Social,Social,Social,Hard
222457,22668,22668,NULL,1,NULL,0,Knewton/Priam,106066,Priam,41086.72639,42424.80764,pom.xml,Hard,Social,Social,Social,Hard
312319,22668,22668,NULL,1,NULL,0,BrightTag/Priam,489239,Priam,41001.89028,42662.32014,pom.xml,Hard,Social,Social,Social,Hard
129841,97582,97582,NULL,1,NULL,0,johnstoecker/raxacore,257902,raxacore,41039.45486,42660.40556,pom.xml,Hard,Hard,Hard,Hard,Social
561791,22668,22668,NULL,1,NULL,0,jasobrown/Priam,72482,Priam,41148.55694,42700.03472,build.gradle,Hard,Social,Social,Social,Social
1373100,22668,22668,NULL,1,NULL,0,sagarl/Priam,934982,Priam,41201.83472,42432.32292,build.gradle,Hard,Social,Social,Social,Hard
3165324,22668,22668,NULL,1,NULL,0,timiblossom/Priam,1167875,Priam,41355.29375,42434.32153,build.gradle,Social,Social,Social,Social,Social
75662473,14807988,14807988,NULL,1,NULL,0,asicoe/flink,1199579,flink,43003.82222,43454.34792,pom.xml,Social,Social,Hard,Social,Hard
5628081,22668,22668,NULL,1,NULL,0,webedx-spark/Priam,789317,Priam,41533.99861,42435.32778,build.gradle,Social,Social,Social,Social,Hard
12751097,22668,22668,NULL,1,NULL,0,tulumvinh/Priam,5761178,Priam,42411.85417,42434.66111,build.gradle,Hard,Social,Social,Social,Hard
47404307,39182971,7455595,NULL,2,NULL,0,mar-v-in/vtm,155057,vtm,42645.72778,25570,build.gradle,Social,Social,Social,Social,Hard
24152618,22668,22668,NULL,1,NULL,0,vinaykumarchella/Priam,984082,Priam,42229.86319,43518.49167,build.gradle,Hard,Social,Social,Social,Hard
42592525,22668,22668,NULL,1,NULL,0,zenreach/Priam,25633360,Priam,42483.82222,43528.33056,build.gradle,Hard,Social,Social,Social,Hard
43540454,39256708,22668,NULL,2,NULL,0,matepeter90/Priam,1809795,Priam,42597.33333,25570,build.gradle,Hard,Social,Social,Social,Hard
1755625,7694902,7694902,NULL,1,NULL,0,spindlelabs/metrics,75630,metrics,40942.70069,42433.3625,pom.xml,Social,Social,Social,Social,Hard
46801795,22668,22668,NULL,1,NULL,0,arunagrawal84/Priam,31265506,Priam,42642.02917,43584.78542,pom.xml,Hard,Social,Social,Social,Hard
79018171,22668,22668,NULL,1,NULL,0,zmarois/Priam,33561885,Priam,43039.7125,43473.91944,build.gradle,Hard,Social,Social,Social,Hard
82317508,22668,22668,NULL,1,NULL,0,Cimpress-MCP/Priam,6165216,Priam,43074.80486,43412.00556,build.gradle,Hard,Social,Social,Social,Hard
32981761,59758,59758,NULL,1,NULL,0,techfortress/GriefPrevention,8480478,GriefPrevention,42431.73403,43616.68889,pom.xml,Hard,Hard,Hard,Hard,Hard
102447850,22668,22668,NULL,1,NULL,0,zmyer/Priam,2533762,Priam,43280.17639,43438.31458,build.gradle,Hard,Social,Social,Social,Hard
126226479,22668,22668,NULL,1,NULL,0,cthumuluru/Priam,9713522,Priam,43513.07431,43613.85069,build.gradle,Social,Social,Social,Social,Social
35846,NULL,35846,NULL,0,NULL,0,JetBrains/kotlin,26731,kotlin,40952.72847,43616.56319,build.gradle,Parent,Parent,Parent,Parent,Parent
56111968,40986907,18740233,NULL,2,NULL,0,meeran88/Hygieia,7308807,Hygieia,42767.50556,25570,pom.xml,Social,Social,Social,Social,Hard
66794,35846,35846,NULL,1,NULL,0,udalov/kotlin,103210,kotlin,41064.55694,43601.72569,build.gradle,Social,Social,Hard,Social,Social
396853,35846,35846,NULL,1,NULL,0,goodwinnk/kotlin,103205,kotlin,41018.57083,43453.58611,build.gradle,Hard,Social,Social,Social,Social
1165077,35846,35846,NULL,1,NULL,0,nskvortsov/kotlin,103383,kotlin,41024.62986,43544.36111,build.gradle,Social,Social,Social,Social,Social
108546490,45297,45297,108546490,1,0,1,linkedin/kafka,8853,kafka,43343.89722,43591.74931,build.gradle,Hard,Social,Social,Social,Hard
7227258,35846,35846,NULL,1,NULL,0,wiltonlazary/kotlin,2450237,kotlin,41643.22222,42435.46875,build.gradle,Hard,Social,Social,Social,Hard
31759225,35846,35846,NULL,1,NULL,0,JakeWharton/kotlin,896,kotlin,42403.81042,43615.14792,build.gradle,Hard,Social,Social,Social,Hard
78827183,33240586,16212,11487604,3,2,1,HYPExMon5ter/Skript,8219518,Skript,43038.05417,25570,build.gradle,Hard,Social,Social,Social,
39596622,35846,35846,NULL,1,NULL,0,bamboo/kotlin,12428,kotlin,42541.49516,25570,build.gradle,Hard,Social,Social,Social,Hard
1804799,4952332,4952332,NULL,1,NULL,0,juzerali/spring-batch,87147,spring-batch,41253.72222,42704.99167,pom.xml,Social,Social,Social,Social,Hard
40294968,35846,35846,NULL,1,NULL,0,shiraji/kotlin,1655394,kotlin,42551.65556,43507.41806,build.gradle,Social,Social,Social,Social,Hard
40881357,35846,35846,NULL,1,NULL,0,semoro/kotlin,928798,kotlin,42559.04861,43500.38819,build.gradle,Hard,Social,Social,Social,Social
43967364,35846,35846,NULL,1,NULL,0,devbridie/kotlin,10603386,kotlin,42603.84097,43605.39792,build.gradle,Hard,Social,Social,Social,Social
104741327,10032456,10032456,NULL,1,NULL,0,m2je/phoenix,2187097,phoenix,43304.79514,43555.23611,pom.xml,Social,Social,Social,Social,Hard
45468880,35846,35846,NULL,1,NULL,0,calexHG/kotlin,11853256,kotlin,42623.27083,43516.15139,build.gradle,Social,Social,Social,Social,Hard
46079411,35846,35846,NULL,1,NULL,0,qwwdfsad/kotlin,1784136,kotlin,42632.42083,25570,build.gradle,Hard,Social,Social,Social,Hard
47693334,35846,35846,NULL,1,NULL,0,bulenkov/kotlin,1943085,kotlin,42650.74861,25570,build.gradle,Hard,Social,Social,Social,Hard
81021169,17991525,17991525,NULL,1,NULL,0,ericlewis/react-native,532998,react-native,43060.81319,43616.17431,build.gradle,Social,Social,Social,Social,Hard
58969176,35846,35846,NULL,1,NULL,0,JLLeitschuh/kotlin,5036523,kotlin,42800.82847,43448.43958,build.gradle,Social,Social,Hard,Social,Hard
64601347,35846,35846,NULL,1,NULL,0,gzoritchak/kotlin,275014,kotlin,42866.66875,25570,build.gradle,Social,Social,Social,Social,Hard
5720337,NULL,5720337,NULL,0,NULL,0,Mithion/ArsMagica2,1742721,ArsMagica2,41560.17569,43607.05347,build.gradle,Parent,Parent,Hard,Parent,Parent
65205806,35846,35846,NULL,1,NULL,0,GulajavaMinistudio/kotlin,7954512,kotlin,42873.9625,43616.39306,build.gradle,Hard,Social,Social,Social,Hard
65210565,35846,35846,NULL,1,NULL,0,wwjiang007/kotlin,31915668,kotlin,42874.04236,43604.53542,build.gradle,Hard,Social,Social,Social,Hard
66105079,35846,35846,NULL,1,NULL,0,t-kameyama/kotlin,7246609,kotlin,42887.05,43615.24792,build.gradle,Social,Social,Social,Social,Social
69093095,35846,35846,NULL,1,NULL,0,AndroidKotlinID/kotlin,36896286,kotlin,42925.05486,43616.39306,build.gradle,Hard,Social,Social,Social,Hard
73425894,35846,35846,NULL,1,NULL,0,pivotal-vladimir/kotlin,10829099,kotlin,42977.91597,25570,build.gradle,Hard,Social,Social,Social,Hard
53867208,30936224,30777963,NULL,2,NULL,0,derabbink/openhab2-addons,89564,openhab2-addons,42736.90417,25570,pom.xml,Social,Social,Social,Social,Hard
75013016,35846,35846,NULL,1,NULL,0,AlanCowap/kotlin,4614092,kotlin,42996.42569,43593.67431,build.gradle,Hard,Social,Social,Social,Hard
76271731,35846,35846,NULL,1,NULL,0,PetukhovVictor/kotlin,31967830,kotlin,43010.4375,43556.9,build.gradle,Social,Social,Social,Social,Hard
76899281,35846,35846,NULL,1,NULL,0,ltongues/kotlin,4616546,kotlin,43017.84097,43482.64722,build.gradle,Hard,Hard,Social,Social,Hard
58089233,11637006,11637006,58089233,1,0,1,PocketDreams/SequinLand-Glowstone,33591918,SequinLand-Glowstone,42789.66736,25570,pom.xml,Hard,Social,Social,Social,Hard
77007666,35846,35846,NULL,1,NULL,0,Megamiun/kotlin,10218546,kotlin,43019.20208,25570,build.gradle,Hard,Social,Social,Social,Hard
77880064,35846,35846,NULL,1,NULL,0,DeveloperHacker/kotlin,7150986,kotlin,43027.76389,25570,build.gradle,Hard,Social,Social,Social,Hard
78343400,35846,35846,NULL,1,NULL,0,PetukhovVictor/kotlin-academic,31967830,kotlin-academic,43010.43795,25570,build.gradle,Hard,Social,Social,Social,Hard
62607142,17991525,17991525,NULL,1,NULL,0,sebirdman/react-native,4731611,react-native,42843.08472,25570,build.gradle,Hard,Social,Social,Social,Hard
83568611,35846,35846,NULL,1,NULL,0,educhastenier/kotlin,2252223,kotlin,43090.53194,25570,build.gradle,Hard,Social,Social,Social,Hard
85102696,35846,35846,NULL,1,NULL,0,SwapnilSankla/kotlin,9750698,kotlin,43109.57569,25570,build.gradle,Hard,Social,Social,Social,Hard
85328039,35846,35846,NULL,1,NULL,0,cuihtlauac/kotlin,142597,kotlin,43111.63194,43438.47778,build.gradle,Social,Social,Social,Social,Hard
86767336,14807988,14807988,NULL,1,NULL,0,tweise/flink,1674658,flink,43125.99514,43616.80694,pom.xml,Social,Social,Social,Social,Hard
85761892,35846,35846,85761892,1,0,1,arrow-kt/kotlin,40330334,kotlin,43045.41875,43605.88472,build.gradle,Hard,Social,Social,Social,Hard
87173895,35846,35846,NULL,1,NULL,0,neonailol/kotlin,20022,kotlin,43130.38264,43492.35903,build.gradle,Social,Social,Social,Social,Hard
88210730,35846,35846,NULL,1,NULL,0,SergeyChang/kotlin,40085878,kotlin,42886.59236,25570,build.gradle,Social,Social,Social,Social,Hard
88400477,35846,35846,NULL,1,NULL,0,Inego/kotlin,804762,kotlin,43142.32014,43586.1625,build.gradle,Hard,Social,Social,Social,Hard
127885791,17991525,17991525,NULL,1,NULL,0,hcn1519/react-native,8982164,react-native,43526.27917,43544.49931,build.gradle,Social,Social,Social,Social,Hard
88883466,35846,35846,NULL,1,NULL,0,andreyfomenkov/kotlin,32071274,kotlin,43147.50694,25570,build.gradle,Hard,Social,Social,Social,Hard
88944062,35846,35846,NULL,1,NULL,0,joshallenit/kotlin,3521521,kotlin,43148.18056,43530.82361,build.gradle,Hard,Social,Social,Social,Hard
90192252,35846,35846,NULL,1,NULL,0,elifarley/kotlin,516,kotlin,43160.72778,25570,build.gradle,Hard,Social,Social,Social,Hard
90312790,35846,35846,NULL,1,NULL,0,fg123/kotlin,6254934,kotlin,43161.84028,43489.48889,build.gradle,Hard,Social,Social,Social,Hard
94574417,35846,35846,NULL,1,NULL,0,Mon-chi/kotlin,23958177,kotlin,43201.56479,25570,build.gradle,Social,Social,Social,Social,Hard
29326570,11474326,11474326,NULL,1,NULL,0,vanniktech/RxJava,2896698,RxJava,42335.98611,42434.90764,build.gradle,Hard,Social,Social,Social,Hard
97549604,35846,35846,NULL,1,NULL,0,evgzakharov/kotlin,8393317,kotlin,43230.53409,25570,build.gradle,Hard,Social,Social,Social,Hard
97916925,35846,35846,NULL,1,NULL,0,Hiosdra/kotlin,31067436,kotlin,43234.34087,25570,build.gradle,Hard,Social,Social,Social,Hard
59460333,30777963,30777963,NULL,1,NULL,0,chasebri68/openhab2-addons,31439453,openhab2-addons,42650.85347,25570,pom.xml,Hard,Social,Social,Social,Hard
98765567,35846,35846,NULL,1,NULL,0,pdvrieze/kotlin,10382076,kotlin,43242.51108,43405.48025,build.gradle,Social,Social,Social,Social,Hard
99436350,35846,35846,NULL,1,NULL,0,18-1-SKKU-OSS/kotlin,42930369,kotlin,43249.37848,25570,build.gradle,Hard,Social,Social,Social,Hard
29099663,14897549,14897549,NULL,1,NULL,0,dawidmalina/pinpoint,2907057,pinpoint,42211.42361,42413.0125,pom.xml,Social,Social,Social,Social,Social
100134068,35846,35846,NULL,1,NULL,0,gavra0/kotlin,3129546,kotlin,43256.41819,43616.49272,build.gradle,Hard,Social,Social,Social,Hard
101611361,35846,35846,NULL,1,NULL,0,nmandery/kotlin,5825,kotlin,43271.704,25570,build.gradle,Hard,Social,Social,Social,Hard
107700132,35846,35846,NULL,1,NULL,0,neuroradiology/kotlin,5015374,kotlin,42417.52252,25570,build.gradle,Hard,Social,Social,Social,Hard
30856469,18740233,18740233,NULL,1,NULL,0,liatrio/Hygieia,2790863,Hygieia,42381.74167,42425.87222,pom.xml,Social,Social,Social,Social,Hard
108071837,35846,35846,NULL,1,NULL,0,GVFiQst/kotlin,8965145,kotlin,43339.69763,25570,build.gradle,Hard,Social,Social,Social,Hard
112443780,35846,35846,NULL,1,NULL,0,svitalsky/kotlin,11491134,kotlin,43381.04347,43561.40192,build.gradle,Social,Social,Hard,Social,Hard
114739687,35846,35846,NULL,1,NULL,0,negator/kotlin,366283,kotlin,43400.68194,43402.80139,build.gradle,Hard,Social,Social,Social,Hard
134526815,3159585,3159585,NULL,1,NULL,0,holylance/jadx,9426954,jadx,43588.50139,43615.45069,build.gradle,Hard,Hard,Hard,Hard,Hard
115073766,35846,35846,NULL,1,NULL,0,Schahen/kotlin,34277374,kotlin,43403.62986,43404.78125,build.gradle,Social,Social,Social,Social,Hard
115880460,35846,35846,NULL,1,NULL,0,rpuxa/kotlin,32863474,kotlin,43410.79722,43416.52569,build.gradle,Hard,Social,Social,Social,Hard
116156080,35846,35846,NULL,1,NULL,0,tianchaohongyu/kotlin,47096998,kotlin,43413.05833,43413.06181,build.gradle,Hard,Social,Social,Social,Hard
96208707,18740233,18740233,NULL,1,NULL,0,rvema/Hygieia,12514641,Hygieia,43216.69931,43615.07847,pom.xml,Social,Social,Social,Social,Hard
117585161,35846,35846,NULL,1,NULL,0,ting-yuan/kotlin,1306868,kotlin,43425.98889,43615.70694,build.gradle,Social,Social,Social,Social,Hard
118434390,35846,35846,NULL,1,NULL,0,calexHG/_niltok,11853256,_niltok,43324.38688,43433.68988,build.gradle,Social,Social,Social,Social,Hard
119105251,35846,35846,NULL,1,NULL,0,madsager/kotlin,1239468,kotlin,43439.61458,43614.57083,build.gradle,Social,Social,Social,Social,Hard
51575090,6494034,6494034,NULL,1,NULL,0,bostjans/bitcoinj,7676394,bitcoinj,42699.89167,25570,pom.xml,Hard,Social,Social,Social,Hard
122203891,35846,35846,NULL,1,NULL,0,LLcat1217/kotlin,39700770,kotlin,43472.39407,43537.66992,build.gradle,Hard,Hard,Hard,Social,Hard
16479936,40930,40930,NULL,1,NULL,0,RoyCurtis/LWC,519629,LWC,42053.78333,25569.04167,pom.xml,Social,Social,Hard,Social,Hard
40844057,40930,40930,NULL,1,NULL,0,Minebench/LWC,7255250,LWC,42558.69792,43582.68403,pom.xml,Hard,Hard,Hard,Hard,Hard
72784900,17991525,17991525,NULL,1,NULL,0,rbzthinker/react-native,37727750,react-native,42970.17361,25570,build.gradle,Social,Social,Social,Social,Hard
51246816,40930,40930,51246816,1,0,1,dmulloy2/LWC,1242955,LWC,42695.73611,43606.92639,pom.xml,Hard,Hard,Hard,Hard,Hard
55922696,51246816,40930,51246816,2,1,1,PugaBear/LWC,12716837,LWC,42764.87986,25570,pom.xml,Hard,Hard,Hard,Hard,Hard
95666875,35846,35846,NULL,1,NULL,0,Pugabyte/LWC,9426954,kotlin,43596.40486,43616.3734,build.gradle,Hard,Hard,Hard,Hard,Hard
45297,NULL,45297,NULL,0,NULL,0,apache/kafka,13369,kafka,40770.75417,43616.63611,build.gradle,Parent,Parent,Parent,Parent,Parent
514702,45297,45297,NULL,1,NULL,0,mumrah/kafka,56514,kafka,41145.59861,43615.58056,build.gradle,Social,Social,Social,Social,Hard
47705800,14807988,14807988,NULL,1,NULL,0,heytitle/flink,4389391,flink,42650.8125,43536.39931,pom.xml,Social,Social,Social,Social,Hard
3077529,45297,45297,NULL,1,NULL,0,miguno/kafka,127204,kafka,41346.35,43513.40208,build.gradle,Social,Social,Social,Social,Hard
5141840,45297,45297,NULL,1,NULL,0,darionyaphet/kafka,1990141,kafka,42380.62361,43449.76875,build.gradle,Social,Social,Social,Social,Hard
22459217,45297,45297,NULL,1,NULL,0,iheartradio/kafka,194489,kafka,42206.85694,42420.12153,build.gradle,Social,Social,Social,Social,Hard
6144554,45297,45297,NULL,1,NULL,0,stealthly/kafka,2054417,kafka,41799.50556,43596.33889,build.gradle,Hard,Social,Social,Social,Hard
6616352,5513728,45297,NULL,2,NULL,0,airbnb/kafka,72078,kafka,41603.95972,43600.09236,build.gradle,Social,Social,Social,Social,Hard
24966330,17991525,17991525,NULL,1,NULL,0,yamill/react-native,2453290,react-native,42255.63542,42435.85347,build.gradle,Hard,Social,Social,Social,Social
9060199,45297,45297,NULL,1,NULL,0,sslavic/kafka,83037,kafka,41736.41597,43440.63889,build.gradle,Social,Social,Social,Social,Hard
9151465,45297,45297,NULL,1,NULL,0,harshach/kafka,114903,kafka,41739.96806,43583.71597,build.gradle,Hard,Social,Social,Social,Hard
11008873,45297,45297,NULL,1,NULL,0,ProjectFlorida/kafka,2181637,kafka,41845.81874,42431.29478,build.gradle,Hard,Social,Social,Hard,Hard
11737564,45297,45297,NULL,1,NULL,0,ResilientScience/kafka,415696,kafka,41880.77903,42431.79469,build.gradle,Hard,Social,Social,Hard,Hard
15209177,45297,45297,NULL,1,NULL,0,omkreddy/kafka,4574193,kafka,42404.4044,43606.58645,build.gradle,Social,Social,Social,Hard,Hard
15233537,45297,45297,NULL,1,NULL,0,SinghAsDev/kafka,2227951,kafka,42022.93485,42433.03991,build.gradle,Hard,Social,Social,Hard,Hard
16658101,45297,45297,NULL,1,NULL,0,rekhajoshm/kafka,2965948,kafka,42057.8875,42431.75764,build.gradle,Hard,Social,Social,Social,Hard
16788949,45297,45297,NULL,1,NULL,0,ewencp/kafka,129654,kafka,42060.79861,43544.09514,build.gradle,Hard,Social,Social,Social,Hard
16906551,45297,45297,NULL,1,NULL,0,granthenke/kafka,984324,kafka,42063.79722,43596.34375,build.gradle,Social,Social,Social,Social,Hard
121287702,14807988,14807988,NULL,1,NULL,0,eaglewatcherwb/flink,48451435,flink,43461.34306,43615.41319,pom.xml,Social,Social,Social,Social,Hard
17782733,45297,45297,NULL,1,NULL,0,ijuma/kafka,17045,kafka,42084.81458,43608.56181,build.gradle,Hard,Social,Social,Social,Hard
19090294,45297,45297,NULL,1,NULL,0,Parth-Brahmbhatt/kafka,4297405,kafka,42115.79167,43489.95972,build.gradle,Hard,Social,Social,Social,Hard
107628166,45297,45297,NULL,1,NULL,0,xiowu0/kafka,45579637,kafka,43334.83819,43600.23542,build.gradle,Social,Social,Social,Social,Hard
19332420,45297,45297,NULL,1,NULL,0,spotify/kafka,54544,kafka,42121.49306,42433.37708,build.gradle,Hard,Social,Social,Social,Hard
19722742,45297,45297,NULL,1,NULL,0,confluentinc/kafka,6752386,kafka,42171.86667,43615.02361,build.gradle,Hard,Hard,Hard,Hard,Hard
20185789,45297,45297,NULL,1,NULL,0,hachikuji/kafka,8178349,kafka,42142.87083,43615.06181,build.gradle,Hard,Social,Social,Social,Hard
62099787,13696433,1822660,13696433,2,1,1,MyIgel/EH17Fahrplan,1051229,EH17Fahrplan,42836.65556,25570,build.gradle,Hard,Hard,Hard,Hard,Hard
21310421,45297,45297,NULL,1,NULL,0,heroku/kafka,69,kafka,42170.63958,42418.96389,build.gradle,Social,Social,Social,Social,Hard
22055120,45297,45297,NULL,1,NULL,0,becketqin/kafka,3250015,kafka,41810.76944,42407.84306,build.gradle,Hard,Social,Social,Social,Hard
22055123,45297,45297,NULL,1,NULL,0,onurkaraman/kafka,200639,kafka,42216.13889,43520.22083,build.gradle,Social,Social,Social,Social,Hard
87084988,38843634,38843634,NULL,1,NULL,0,Savalek/zeppelin,37453906,zeppelin,43129.59583,43535.48611,pom.xml,Social,Social,Social,Social,Hard
22092902,45297,45297,NULL,1,NULL,0,guozhangwang/kafka,6897365,kafka,42200.94444,43616.95486,build.gradle,Social,Social,Social,Social,Hard
22095406,45297,45297,NULL,1,NULL,0,dguy/kafka,24876,kafka,41983.52431,42413.63333,build.gradle,Social,Social,Social,Social,Hard
22444550,45297,45297,NULL,1,NULL,0,fpj/kafka,48908,kafka,42214.63264,42416.74861,build.gradle,Social,Social,Social,Social,Hard
77647200,18740233,18740233,NULL,1,NULL,0,sashi-kan/Hygieia,32150887,Hygieia,43025.61806,25570,pom.xml,Hard,Social,Social,Social,Hard
23375125,45297,45297,NULL,1,NULL,0,jaikiran/kafka,82816,kafka,42220.93472,42421.18264,pom.xml,Social,Social,Social,Social,Hard
24118900,45297,45297,NULL,1,NULL,0,benstopford/kafka,1503677,kafka,42223.525,42408.02847,build.gradle,Social,Social,Social,Social,Hard
87559900,14807988,14807988,NULL,1,NULL,0,lyft/flink,1916089,flink,43134.15347,43616.96806,pom.xml,Social,Social,Social,Social,Hard
25027439,45297,45297,NULL,1,NULL,0,rajinisivaram/kafka,7791387,kafka,42258.34444,43607.72222,build.gradle,Social,Social,Social,Social,Hard
25048566,45297,45297,NULL,1,NULL,0,rhauch/kafka,27856,kafka,42233.57708,43609.62917,build.gradle,Social,Social,Social,Social,Hard
27245960,45297,45297,NULL,1,NULL,0,enothereska/kafka,9630392,kafka,42303.83889,43602.42083,build.gradle,Social,Social,Social,Social,Hard
27310947,45297,45297,NULL,1,NULL,0,TiVo/kafka,2323854,kafka,42269.76667,42434.35903,build.gradle,Hard,Social,Social,Social,Hard
27329911,45297,45297,NULL,1,NULL,0,bbejeck/kafka,103325,kafka,42254.55764,43615.90278,build.gradle,Social,Social,Social,Social,Hard
27451258,45297,45297,NULL,1,NULL,0,ollie314/kafka,1459191,kafka,41978.28542,42430.45972,build.gradle,Social,Social,Social,Social,Hard
75969792,2367496,2367496,NULL,1,NULL,0,shashpash/android-times-square,10450240,android-times-square,43006.52083,25570,build.gradle,Hard,Social,Social,Social,Hard
27494697,45297,45297,NULL,1,NULL,0,MyPureCloud/kafka,6550997,kafka,42270.74861,42429.32014,build.gradle,Social,Social,Social,Social,Hard
