repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,new_jaccard,activity,is_hf_parent,all,thirty,seventy,ninety,one_commit,jaccard_median,jaccard_k2,jaccard_k3,j_c_2,jaccard_k4
71494136,16232,1,NULL,NULL,0,663,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305085,Short-Low,0,1,0,0,0,1,1,0,0,0,0
72152912,16232,1,NULL,NULL,0,655,0,0,0,2,1,0,0,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,Short-Low,0,1,0,0,0,1,1,1,1,1,3
72217594,16232,1,NULL,NULL,0,654,0,0,0,2,1,0,0,203,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160714,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
72219444,16232,1,NULL,NULL,0,654,0,0,0,2,1,0,0,204,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Low,0,1,0,0,0,1,1,1,1,1,3
72322664,16232,1,NULL,NULL,0,653,0,0,0,2,1,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885714,Short-Low,0,1,0,0,0,1,1,1,1,1,3
72646210,16232,1,NULL,NULL,0,649,0,0,0,2,1,0,0,217,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,0,0,0,0,1,0,0,0,0,0
72715382,16232,1,NULL,NULL,0,648,0,0,0,2,1,0,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09434,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
72972616,16232,1,NULL,NULL,0,645,0,0,0,3,3,1,8,499,0,15,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,0,0,0,0,1,0,0,0,0,0
73001986,16232,1,NULL,NULL,0,645,279,187,0,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Heavy,0,1,0,0,0,1,1,1,1,1,3
73342890,16232,1,NULL,NULL,0,640,0,1,0,2,1,0,0,255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,Short-Low,0,1,0,0,0,1,1,1,1,1,3
73828478,16232,1,NULL,NULL,0,1667,4,4,0,2,2,0,3,293,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Long-Heavy,0,1,1,1,1,0,0,0,0,0,0
74556183,16232,1,NULL,NULL,0,626,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,Short-Low,0,1,0,0,0,1,1,1,1,1,3
75011486,16232,1,NULL,NULL,0,621,0,0,0,2,1,0,0,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,Short-Low,0,1,0,0,0,1,1,1,1,1,3
75431680,16232,1,NULL,NULL,0,616,0,0,0,2,1,0,0,204,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,Short-Low,0,0,0,0,0,1,1,1,1,1,3
75485032,16232,1,NULL,NULL,0,615,0,0,0,2,1,0,0,204,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,Short-Low,0,1,0,0,0,1,1,0,1,1,3
75590104,16232,1,NULL,NULL,0,614,0,0,0,2,1,0,7,248,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316667,Short-Heavy,0,1,0,0,0,1,1,0,0,0,0
77504121,16232,1,NULL,NULL,0,898,0,0,0,2,1,0,0,205,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,Long-Low,0,1,0,0,0,1,1,1,1,1,3
79111519,16232,1,NULL,NULL,0,1148,0,0,0,2,1,0,0,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,Long-Heavy,0,1,0,0,0,1,1,1,1,1,3
80529951,16232,1,NULL,NULL,0,562,0,0,0,2,1,0,0,203,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,Short-Low,0,1,0,0,0,1,1,0,0,1,3
80620058,16232,1,NULL,NULL,0,561,0,0,0,2,1,0,1,318,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,0,0,0,0,1,0,0,0,0,0
80936294,16232,1,NULL,NULL,0,557,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894231,Short-Low,0,1,0,0,0,1,1,1,1,1,3
81102717,16232,1,NULL,NULL,0,556,0,0,0,2,1,0,0,203,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886792,Short-Heavy,0,0,0,0,0,1,1,1,1,1,3
81459277,16232,1,NULL,NULL,0,551,0,0,0,2,1,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,1,0,0,0,1,0,0,0,0,0
82931651,16232,1,NULL,NULL,0,1131,0,0,0,2,1,0,0,202,0,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Long-Low,0,1,0,0,0,1,0,0,0,0,0
83063229,16232,1,NULL,NULL,0,535,0,0,0,3,2,0,7,447,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,Short-Heavy,0,1,0,0,0,1,1,0,0,1,3
83453995,16232,1,NULL,NULL,0,530,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885714,Short-Low,0,0,0,0,0,1,1,1,1,1,3
83955093,16232,1,NULL,NULL,0,522,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,Short-Low,0,1,0,0,0,1,1,0,0,1,3
84055667,16232,1,NULL,NULL,0,521,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
84381355,16232,1,NULL,NULL,0,516,0,0,0,2,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305085,Short-Low,0,1,0,0,0,1,1,0,0,0,0
85845857,16232,1,NULL,NULL,0,500,0,0,0,2,1,0,0,205,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Low,0,1,0,0,0,1,1,0,0,1,3
85956599,16232,1,NULL,NULL,0,499,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Low,0,1,0,0,0,1,1,0,0,1,3
86317879,16232,1,NULL,NULL,0,495,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,0,0,0,0,1,0,0,0,0,0
86351590,16232,1,NULL,NULL,0,495,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Low,0,1,0,0,0,1,1,0,0,1,3
86798241,16232,1,NULL,NULL,0,491,2,0,0,2,2,0,3,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,Short-Heavy,0,0,0,0,0,1,1,0,0,1,3
87369020,16232,1,NULL,NULL,0,485,0,0,0,2,1,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446154,Short-Low,0,1,0,0,0,1,1,0,0,1,3
87571811,16232,1,NULL,NULL,0,483,0,0,0,2,1,0,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,Short-Heavy,0,0,0,0,0,1,1,0,0,1,3
87636278,16232,1,NULL,NULL,0,481,1,0,0,3,2,0,7,453,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,1,0,0,0,0,0,0,0,0,0
88584483,16232,1,NULL,NULL,0,473,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316667,Short-Low,0,1,0,0,0,1,1,0,0,0,0
90529540,16232,1,NULL,NULL,0,453,0,0,0,2,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09434,Short-Low,0,1,0,0,0,1,0,0,0,0,0
90857292,16232,1,NULL,NULL,0,450,0,0,0,2,1,0,0,202,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160714,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
90905222,16232,1,NULL,NULL,0,450,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,0,0,0,0,1,0,0,0,0,0
91242486,16232,1,NULL,NULL,0,1741,0,0,0,2,1,0,0,203,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602941,Long-Low,0,1,0,0,0,1,1,1,1,1,1
91498629,16232,1,NULL,NULL,0,444,0,0,0,3,2,0,9,475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,Short-Heavy,0,0,0,0,0,1,1,0,0,1,3
19638,19560,1,NULL,NULL,0,2563,0,0,0,5,5,0,9,145,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921739,Long-Heavy,0,0,0,0,0,1,1,1,1,1,1
3890739,19560,1,NULL,NULL,0,2200,1,3,1,3,3,0,6,365,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889831,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
9664863,19560,1,NULL,NULL,0,1874,0,0,0,2,2,0,4,115,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,Long-Heavy,0,0,0,0,0,1,1,1,1,1,1
10343104,19560,2,10343104,0,1,1828,6,4,0,4,3,0,6,398,0,0,0,0,0,0,3,0,0,12,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873563,Long-Heavy,1,1,1,1,1,1,1,1,1,1,1
11140905,19560,1,NULL,NULL,0,1765,4,3,0,2,1,1,0,29,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,Long-Low,0,0,0,0,0,0,1,1,1,1,1
11223566,19560,1,NULL,NULL,0,1760,3,1,0,2,2,0,4,250,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,Long-Low,0,1,0,0,0,0,1,1,1,1,1
19760818,19560,1,NULL,NULL,0,1486,0,0,0,2,2,0,4,142,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669903,Long-Heavy,0,0,0,0,0,1,1,1,1,1,1
20228114,19560,1,NULL,NULL,0,1796,0,1,0,2,1,0,4,146,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673077,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
38020330,19560,1,NULL,NULL,0,1095,0,0,0,2,1,0,4,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62963,Short-Heavy,0,1,0,0,0,1,1,1,1,1,3
44574416,19560,1,NULL,NULL,0,1097,0,0,0,4,1,2,0,211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673077,Long-Low,0,0,0,0,0,1,1,1,1,1,3
47476551,19560,1,NULL,NULL,0,971,0,1,0,3,1,0,0,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,Short-Low,0,1,0,0,0,1,1,0,0,0,0
49892599,19560,1,NULL,NULL,0,940,0,0,0,2,1,0,0,203,2,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,Short-Low,0,1,0,0,0,1,1,0,0,0,0
57296018,19560,1,NULL,NULL,0,835,0,0,0,2,1,0,4,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59434,Short-Low,0,0,0,0,0,1,1,1,1,1,3
70466985,19560,2,NULL,NULL,0,676,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,Short-Low,0,0,0,0,0,1,1,0,0,0,0
87458956,19560,1,NULL,NULL,0,485,0,0,0,2,1,0,0,202,0,2,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,Short-Low,0,1,0,0,0,1,1,0,0,0,0
89437785,19560,1,NULL,NULL,0,464,0,0,0,2,1,0,0,202,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476,Short-Low,0,1,0,0,0,1,0,0,0,0,0
96841678,19560,1,NULL,NULL,0,394,0,0,0,2,1,0,0,202,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,1,1,1,1,1,0,0,0,0,0
99339365,19560,1,NULL,NULL,0,488,0,0,0,4,1,0,0,203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476,Short-Low,0,0,0,0,0,1,0,0,0,0,0
109784602,19560,1,NULL,NULL,0,261,0,0,0,2,1,0,0,203,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241379,Short-Heavy,0,1,1,1,1,1,1,0,0,0,0
1436297,22616,1,NULL,NULL,0,2386,0,1,0,13,11,9,58,60473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727273,Long-Heavy,0,0,0,0,0,1,1,1,1,1,1
1666406,22616,1,NULL,NULL,0,2364,0,0,0,2,2,1,33,53956,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,Long-Low,0,1,0,0,0,0,1,1,1,1,1
3110678,22616,1,NULL,NULL,0,2269,0,0,0,2,1,1,33,53981,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860465,Long-Heavy,0,0,0,0,0,1,1,1,1,1,1
3444169,22616,1,NULL,NULL,0,2230,0,0,0,2,1,0,1,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886364,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
5292949,22616,1,NULL,NULL,0,2094,0,0,0,2,0,2,0,17,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755556,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
5367889,22616,1,NULL,NULL,0,2087,0,1,0,2,1,0,34,53956,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
15199253,22616,1,NULL,NULL,0,1596,0,0,0,2,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681818,Long-Low,0,1,0,0,0,1,1,1,1,1,1
17722461,22616,1,NULL,NULL,0,1534,0,0,0,2,1,0,34,53959,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,Long-Low,0,1,0,0,0,1,1,1,1,1,1
19816178,22616,1,NULL,NULL,0,1484,0,1,0,2,2,0,1,390,0,32,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,Long-Heavy,0,0,0,0,0,0,1,1,1,0,1
21176433,22616,1,21176433,0,1,1508,12,4,0,3,2,0,3,1086,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463415,Long-Heavy,1,1,0,0,0,1,1,1,1,1,1
21922270,22616,1,NULL,NULL,0,1432,0,0,0,2,1,1,33,53943,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,Long-Low,0,1,0,0,0,1,1,1,1,1,3
22148339,22616,1,NULL,NULL,0,1816,0,0,0,2,1,1,33,53975,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857,Long-Low,0,1,0,0,0,1,1,1,1,1,1
28033149,22616,1,NULL,NULL,0,1303,1,0,0,2,1,0,0,669,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Long-Heavy,0,0,0,0,0,1,1,1,1,1,3
35608638,22616,1,NULL,NULL,0,1133,0,0,0,2,0,2,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Long-Heavy,0,1,0,0,0,1,1,1,1,1,3
38221753,22616,1,NULL,NULL,0,1093,0,0,0,2,1,0,0,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Short-Low,0,1,0,0,0,1,1,1,1,1,3
43539905,22616,1,NULL,NULL,0,1166,0,0,0,2,1,0,0,233,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Long-Low,0,1,0,0,0,1,1,1,1,1,3
43637384,22616,1,NULL,NULL,0,1018,0,0,0,2,1,0,0,206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,Short-Low,0,1,0,0,0,1,1,0,1,1,3
50738277,22616,1,NULL,NULL,0,928,0,0,0,2,2,0,0,441,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,0,0,0,0,0,0,0,0,0,0
57510726,22616,1,NULL,NULL,0,833,0,0,0,2,1,0,0,205,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692,Short-Heavy,0,0,0,0,0,1,1,0,0,0,0
60131916,22616,1,NULL,NULL,0,804,0,0,0,2,2,0,0,426,0,76,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,1,1,1,1,1,0,0,0,0,0
66569203,22616,1,NULL,NULL,0,725,0,0,0,2,1,0,0,205,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842,Short-Low,0,0,0,0,0,1,1,0,0,0,0
69343823,22616,1,NULL,NULL,0,689,0,0,0,2,2,0,0,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236842,Short-Low,0,1,0,0,0,1,1,0,0,0,0
80490928,22616,1,NULL,NULL,0,562,0,0,0,3,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526,Short-Low,0,1,0,0,0,1,1,0,0,0,0
80543661,22616,1,NULL,NULL,0,562,0,0,0,3,1,0,0,202,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526,Short-Low,0,1,0,0,0,1,1,0,0,0,0
102247307,22616,1,NULL,NULL,0,339,0,0,0,2,1,0,0,202,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,1,0,0,0,1,0,0,0,0,0
109302710,22616,1,NULL,NULL,0,266,0,0,0,2,1,0,0,207,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081,Short-Low,0,1,0,0,0,1,0,0,0,0,0
109569498,22616,1,NULL,NULL,0,263,2,0,0,3,1,2,0,261,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
112526480,22616,1,NULL,NULL,0,236,0,0,0,2,1,0,0,206,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081,Short-Low,0,1,0,0,0,1,0,0,0,0,0
120730860,22616,1,NULL,NULL,0,163,0,0,0,2,1,0,0,224,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,0,0,0,0,0,0,0,0,0,0
123711999,22616,1,NULL,NULL,0,131,0,0,0,2,1,0,0,205,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Heavy,0,1,0,0,0,1,0,0,0,0,0
126388258,22616,1,NULL,NULL,0,103,0,0,0,2,1,0,0,202,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,1,0,0,0,1,0,0,0,0,0
133919836,22616,1,NULL,NULL,0,344,0,0,0,2,1,0,0,202,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Short-Low,0,0,0,0,0,1,0,0,0,0,0
22669,22668,1,NULL,NULL,0,2493,1,0,0,6,6,1,1,404,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44186,Long-Heavy,0,1,0,0,0,1,1,1,1,1,1
91712,22668,1,91712,0,1,2500,3,3,1,17,6,4,0,332,49,7,80,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Long-Heavy,1,1,1,1,1,1,1,1,1,1,1
