repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,commit_count,activityDensity,densitybins,new_jaccard,median_age,median_commits,activity,activity_direction,activity_slope
147,147,0,NULL,NULL,0,3008,8330,4444,17,21,5,12,16,60740,11,24,0,0,0,0,128,44,716,311,102,746,538,0,717,24,200,1,77,2,34,0,34,0,15,0,15,369,0,555,19,126,0,57,0,987,0.328125,2,0,2445.5,14.5,Long-Heavy,Positive,0.532336878381741
190,190,0,NULL,NULL,0,2521,6714,828,12,25,8,4,2,4214,7,84,0,3,0,2,9,8,87,7,9,87,17,0,42,0,15,3,10,0,2,0,3,0,0,0,2,8,0,32,0,6,1,7,0,313,0.124157080523602,3,0,1533,19,Long-Heavy,Positive,0.047789726995952
1554,1554,0,NULL,NULL,0,3302,4786,830,18,47,14,31,10,2853,1841,36,2530,35,78,14,1329,60,2408,1713,137,2417,594,0,2701,90,1746,1367,577,0,3,0,44,1,28,27,3,418,0,1645,70,655,590,409,0,17392,5.26711084191399,1,0,1789,17,Long-Heavy,Positive,1.51304958269221
1958,1958,0,NULL,NULL,0,3131,717,484,55,73,44,156,9,6014,22,6540,0,18932,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15793,5.04407537527946,1,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
2018,1958,1,NULL,NULL,0,3113,0,0,0,4,4,4,30,240,0,56,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.03629938965628,3,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
2019,1958,1,NULL,NULL,0,3104,1,1,0,14,14,34,44,511,1,800,0,1921,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33093,10.6614046391753,1,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
4143,4143,0,NULL,NULL,0,2935,764,1428,13,42,17,30,8,2377,48,94,0,29,56,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,1.06746166950596,1,0,1286,10.5,Long-Heavy,Positive,0.295998058100017
5874,5874,0,NULL,NULL,0,3259,7502,1371,11,23,5,13,8,7970,1,10,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0.36207425590672,2,0,2348,29.5,Long-Heavy,Negative,0.097216749853298
7118,7118,0,NULL,NULL,0,3330,2437,1321,52,64,30,13,5,2918,5,189,0,447,0,22,191,32,489,1070,42,499,591,0,423,13,189,15,568,3,9,0,11,1,4,0,8,232,0,281,4,33,4,218,0,877,0.263363363363363,2,0,796,14,Long-Heavy,Positive,0.06975508472212
7134,7118,1,NULL,NULL,0,2494,1,0,0,2,2,0,2,34,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003207698476343,6,0.793650793650794,796,14,Long-Low,Positive,0.06975508472212
7164,7118,1,NULL,NULL,0,2495,0,0,0,5,3,0,2,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.020040080160321,4,0.793650793650794,796,14,Long-Heavy,Positive,0.06975508472212
7836,7836,0,NULL,NULL,0,3690,2533,1053,22,33,12,7,11,2683,3,80,0,9,23,24,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,0.44769647696477,2,0,2044,14,Long-Heavy,Positive,0.18285643450775
12333,12333,0,NULL,NULL,0,3025,878,818,45,72,32,108,24,3335,30,868,8,469,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11475,3.79338842975207,1,0,2364,38,Long-Heavy,Positive,0.598893159787507
12335,12333,1,NULL,NULL,0,2824,0,0,0,4,4,0,21,869,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.013456090651558,4,0.625,2364,38,Long-Low,Positive,0.598893159787507
13874,13874,0,NULL,NULL,0,3663,1107,863,42,51,24,5,7,4719,7,151,0,225,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,0.521430521430521,2,0,691,13,Long-Heavy,Positive,0.146874321918415
15060,15060,0,NULL,NULL,0,3549,199,82,2,4,1,0,1,259,1,20,0,0,0,1,8,5,68,3,2,69,23,0,25,0,8,1,1,0,1,0,0,0,0,0,0,16,0,23,0,6,1,0,0,44,0.012397858551705,4,0,1850.5,19.5,Long-Heavy,Positive,0.036498539483377
15138,15138,0,NULL,NULL,0,2858,590,394,15,28,16,1,0,1156,4,32,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239,0.783414975507348,2,0,780.5,17.5,Long-Heavy,Negative,0.358233390900444
16212,16212,0,NULL,NULL,0,2586,122,83,2,2,0,1,3,36,0,2,0,0,0,2,239,1,136,108,0,137,65,0,137,4,1,155,3,0,0,0,0,0,0,0,0,1,0,47,0,0,11,1,0,78,0.030162412993039,3,0,878,32,Long-Heavy,Positive,0.043678211213586
16232,16232,0,NULL,NULL,0,2538,17357,8998,87,28,13,50,34,9877,8,212,7,40,5,1264,105,36,917,321,74,921,191,0,539,28,122,60,191,0,4,0,21,0,4,0,4,136,0,436,24,46,16,136,0,674,0.265563435776202,2,0,787,3,Long-Heavy,Positive,0.064395288279046
18495,27653260,1,18495,0,1,2493,3,4,0,9,1,2,1,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.027677496991576,4,1,2390,8,Long-Heavy,Positive,0.090464146135553
19560,19560,0,NULL,NULL,0,2770,1013,586,17,24,10,9,2,622,18,76,0,32,0,13,602,23,543,453,39,549,36,0,706,9,165,247,29,0,0,0,16,0,1,3,0,29,0,307,5,29,24,29,0,2352,0.849097472924188,2,0,1096,24.5,Long-Heavy,Positive,0.352096946014651
19638,19560,1,NULL,NULL,0,2563,0,0,0,5,5,0,9,145,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0.083495903238393,3,0.921739130434783,1096,24.5,Long-Heavy,Positive,0.352096946014651
20459,15060,2,20459,0,1,1982,5,0,0,4,2,1,1,419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.013622603430878,4,0.214285714285714,1850.5,19.5,Long-Heavy,Positive,0.036498539483377
22616,22616,0,NULL,NULL,0,3190,32964,5740,32,60,20,68,32,74118,505,161,1047,110,42,29,117,104,1971,606,38,2043,340,0,1786,19,103,3,339,2,19,0,88,3,7,0,19,286,0,1616,16,28,0,285,0,1991,0.624137931034483,2,0,1093,6,Long-Heavy,Positive,0.202357574626149
22668,22668,0,NULL,NULL,0,2873,932,262,16,40,22,10,1,2317,6,469,0,327,0,9,32,30,149,97,83,151,66,0,138,8,20,19,28,0,14,0,15,1,2,2,3,35,0,97,4,6,11,22,0,1069,0.372084928646015,2,0,1809,58.5,Long-Heavy,Positive,0.082846455278253
22669,22668,1,NULL,NULL,0,2493,1,0,0,6,6,1,1,404,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.025671881267549,4,0.441860465116279,1809,58.5,Long-Heavy,Positive,0.082846455278253
35846,35846,0,NULL,NULL,0,2665,28952,3454,65,167,71,134,18,64246,444,1364,701,1457,405,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138978,52.1493433395872,1,0,481,31,Long-Heavy,Positive,11.5434922637536
40930,40930,0,NULL,NULL,0,3103,88,190,7,5,2,1,1,178,5,8,0,0,9,1,27,16,505,1,13,516,10,0,18,0,6,3,10,0,0,0,0,0,0,0,0,10,0,18,0,6,2,10,0,1019,0.328391878826942,2,0,1216,30,Long-Heavy,Negative,0.271371616382802
44240,27653260,1,NULL,NULL,0,2653,1,0,0,5,1,1,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.010554089709763,4,1,2390,8,Long-Heavy,Positive,0.090464146135553
44309,4143,1,NULL,NULL,0,2492,0,0,0,2,1,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001203852327448,6,0.814814814814815,1286,10.5,Long-Low,Positive,0.295998058100017
45297,45297,0,NULL,NULL,0,2847,12300,6379,216,233,132,158,25,9797,47,5252,5,46928,68,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15386,5.40428521250439,1,0,752,23,Long-Heavy,Positive,0.748281628504537
47526,97582,1,NULL,NULL,0,2524,0,0,0,5,3,6,0,23,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.01188589540412,4,0,1859,31.5,Long-Low,Positive,0.153062658807789
59758,59758,0,NULL,NULL,0,2619,54,77,7,7,4,0,3,408,1,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0.255822833142421,2,0,825,14,Long-Heavy,Positive,0.160053705764332
61909,7836,1,NULL,NULL,0,2796,0,0,0,16,7,4,12,1887,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.037195994277539,3,0.25,2044,14,Long-Heavy,Positive,0.18285643450775
66794,35846,1,NULL,NULL,0,2553,1,2,0,11,11,4,19,1394,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0.263611437524481,2,0,481,31,Long-Heavy,Positive,11.5434922637536
67521,67521,0,NULL,NULL,0,3077,14,47,10,12,5,7,3,3005,18,60,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0.083197920051999,3,0,1388.5,16.5,Long-Heavy,Positive,0.064139437722418
67536,67521,1,NULL,NULL,0,2519,0,0,0,2,1,0,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001587931718936,6,0.575757575757576,1388.5,16.5,Long-Low,Positive,0.064139437722418
67812,1958,1,NULL,NULL,0,3069,0,0,0,7,7,19,26,191,0,210,0,352,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0.191593352883675,2,0.980044345898004,2326.5,103,Long-Heavy,Positive,1.33014401980015
67963,1958,1,NULL,NULL,0,2508,0,0,0,3,3,1,14,72,0,21,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.0207336523126,4,0.962305986696231,2326.5,103,Long-Low,Positive,1.33014401980015
68002,1958,1,NULL,NULL,0,2915,0,0,0,10,10,35,34,311,0,765,0,1470,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5684,1.94991423670669,1,1,2326.5,103,Long-Heavy,Positive,1.33014401980015
70101,70101,0,NULL,NULL,0,2802,106,72,7,8,3,4,3,326,4,82,0,40,0,4,4,0,13,10,0,13,9,0,17,0,0,0,2,0,0,0,0,0,0,0,0,2,0,13,0,0,0,2,0,690,0.246252676659529,2,0,1980.5,19,Long-Heavy,Positive,0.303860592388444
70196,7118,1,70196,0,1,1151,4,7,2,10,3,0,0,543,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0.24761077324066,2,0.186440677966102,796,14,Long-Heavy,Positive,0.06975508472212
82016,97582,1,NULL,NULL,0,2502,0,0,0,4,4,3,0,65,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.010791366906475,4,0.352941176470588,1859,31.5,Long-Low,Positive,0.153062658807789
83243,12333,1,NULL,NULL,0,2895,2,3,1,11,11,20,38,1342,0,96,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,0.45699481865285,2,0.25,2364,38,Long-Heavy,Positive,0.598893159787507
84459,1958,1,NULL,NULL,0,2566,1,0,0,12,12,26,36,335,1,495,0,753,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250,3.60483242400624,1,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
84894,97582,1,NULL,NULL,0,2510,1,0,0,3,2,0,2,61,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.01792828685259,4,0.352941176470588,1859,31.5,Long-Heavy,Positive,0.153062658807789
89935,12333,1,NULL,NULL,0,2876,5,0,0,12,12,10,38,1547,0,235,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0.290681502086231,2,0,2364,38,Long-Heavy,Positive,0.598893159787507
91042,1958,1,91042,0,1,2644,3,5,1,12,12,30,39,334,0,387,0,2247,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0.88464447806354,2,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
91712,22668,1,91712,0,1,2500,3,3,1,17,6,4,0,332,49,7,80,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0.136,3,1,1809,58.5,Long-Heavy,Positive,0.082846455278253
96542,1958,1,NULL,NULL,0,3117,0,0,0,15,15,48,33,1713,0,341,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,0.593198588386269,2,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
97582,97582,0,NULL,NULL,0,2588,27,39,6,4,4,0,3,64,4,22,11,68,0,7,4,0,1,6,0,1,7,0,4,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.012751159196291,4,0,1859,31.5,Long-Heavy,Positive,0.153062658807789
129841,97582,1,NULL,NULL,0,2578,0,0,0,2,2,0,1,16,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.014352211016292,4,0,1859,31.5,Long-Heavy,Positive,0.153062658807789
131381,1554,1,131381,0,1,2725,3,1,0,8,3,6,12,1187,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.018348623853211,4,1,1789,17,Long-Heavy,Positive,1.51304958269221
131888,12333,1,NULL,NULL,0,3025,0,0,0,18,17,14,50,1686,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0.099504132231405,3,0,2364,38,Long-Heavy,Positive,0.598893159787507
138408,7694902,1,NULL,NULL,0,2578,1,0,0,9,5,2,15,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.025601241272304,4,0.737704918032787,1896.5,11.5,Long-Heavy,Positive,0.094867192087237
158501,1958,1,NULL,NULL,0,2881,0,1,0,10,9,16,34,267,1,899,0,1633,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,1.09684137452274,1,0.991130820399113,2326.5,103,Long-Heavy,Positive,1.33014401980015
198398,22668,2,91712,1,1,2483,0,0,0,2,2,0,0,46,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.003624647603705,6,1,1809,58.5,Long-Low,Positive,0.082846455278253
209514,147,1,NULL,NULL,0,2517,9,2,0,3,0,0,1,2251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.00715137067938,6,0.914893617021277,2445.5,14.5,Long-Heavy,Positive,0.532336878381741
210467,1958,1,NULL,NULL,0,3130,0,2,0,5,5,7,38,261,0,191,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0.140894568690096,2,0.977728285077951,2326.5,103,Long-Heavy,Positive,1.33014401980015
213186,1958,1,NULL,NULL,0,3126,0,0,0,8,8,17,35,263,1,150,0,621,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0.179462571976967,2,0.962305986696231,2326.5,103,Long-Heavy,Positive,1.33014401980015
214103,12333,1,NULL,NULL,0,2872,0,0,0,10,10,16,37,1427,0,50,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0.075208913649025,3,0.483870967741935,2364,38,Long-Heavy,Positive,0.598893159787507
222457,22668,1,NULL,NULL,0,2531,3,1,0,7,4,0,0,408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.029237455551166,4,1,1809,58.5,Long-Heavy,Positive,0.082846455278253
223468,1958,1,NULL,NULL,0,2770,0,0,0,11,11,23,27,389,0,483,0,3278,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,1.12707581227437,1,0,2326.5,103,Long-Heavy,Positive,1.33014401980015
226127,1554,1,NULL,NULL,0,2482,1,0,0,6,4,4,12,325,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.012892828364222,4,1,1789,17,Long-Heavy,Positive,1.51304958269221
245159,1958,1,NULL,NULL,0,3053,0,0,0,5,5,10,28,421,0,72,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.032754667540125,3,0.997716894977169,2326.5,103,Long-Low,Positive,1.33014401980015
245622,4143,2,NULL,NULL,0,1270,0,0,0,3,3,0,7,69,0,11,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.037795275590551,3,0.810810810810811,1286,10.5,Short-Heavy,Positive,0.295998058100017
246363,5874,1,NULL,NULL,0,2654,1,1,0,3,2,0,4,1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.012434061793519,4,0.666666666666667,2348,29.5,Long-Heavy,Negative,0.097216749853298
256172,12333,1,NULL,NULL,0,2651,0,0,0,2,1,0,4,205,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.013202565069785,4,0.774193548387097,2364,38,Long-Low,Positive,0.598893159787507
264132,264132,0,NULL,NULL,0,2762,97,278,16,24,11,6,2,643,189,65,149,40,3,32,137,10,151,417,46,151,50,0,154,8,53,18,48,0,2,0,3,0,0,0,2,9,0,57,4,18,4,9,0,2159,0.781679942070963,2,0,1842,15,Long-Heavy,Positive,0.226876861441796
264134,264132,1,NULL,NULL,0,2530,0,0,0,6,3,2,0,270,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.009486166007905,6,0.882352941176471,1842,15,Long-Heavy,Positive,0.226876861441796
269833,147,1,NULL,NULL,0,2633,0,0,0,3,1,1,19,54218,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001519179642993,6,0.904761904761905,2445.5,14.5,Long-Low,Positive,0.532336878381741
270060,12333,1,NULL,NULL,0,2703,0,0,0,2,1,0,6,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000739918608953,6,0.774193548387097,2364,38,Long-Low,Positive,0.598893159787507
274025,12333,1,NULL,NULL,0,2749,0,0,0,8,7,5,34,954,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.007275372862859,6,0.575757575757576,2364,38,Long-Low,Positive,0.598893159787507
278435,147,1,NULL,NULL,0,2480,0,1,0,3,0,2,1,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.005645161290323,6,0.911111111111111,2445.5,14.5,Long-Low,Positive,0.532336878381741
284300,1958,1,NULL,NULL,0,2749,0,0,0,2,1,0,11,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001091305929429,6,0.997716894977169,2326.5,103,Long-Low,Positive,1.33014401980015
296307,190,1,296307,0,1,2486,4,3,0,3,2,0,0,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.034995977473854,3,0.52,1533,19,Long-Heavy,Positive,0.047789726995952
297131,12333,1,NULL,NULL,0,2645,0,0,0,2,2,0,5,632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000756143667297,6,0.774193548387097,2364,38,Long-Low,Positive,0.598893159787507
304373,4952332,1,NULL,NULL,0,2479,0,1,0,3,3,1,7,2628,0,40,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0.085114965711981,3,0.238805970149254,2205,14,Long-Heavy,Positive,0.474789245090438
305224,12333,1,NULL,NULL,0,2614,0,1,0,3,3,0,15,793,0,60,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0.043993879112471,3,0.774193548387097,2364,38,Long-Heavy,Positive,0.598893159787507
306601,147,1,NULL,NULL,0,2689,0,1,0,4,1,1,18,54013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.014131647452585,4,0.902439024390244,2445.5,14.5,Long-Heavy,Positive,0.532336878381741
307808,7694902,1,NULL,NULL,0,2633,1,0,0,2,2,0,15,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.006836308393468,6,0.878787878787879,1896.5,11.5,Long-Heavy,Positive,0.094867192087237
308979,15060,1,NULL,NULL,0,2829,1120,378,12,7,3,2,2,368,0,204,0,0,0,18,33,8,486,132,30,486,104,0,263,4,9,0,104,0,3,0,5,0,1,0,3,84,0,230,3,6,0,84,0,470,0.166136443973135,2,1,1850.5,19.5,Long-Heavy,Positive,0.036498539483377
309914,7694902,1,NULL,NULL,0,2610,0,0,0,2,2,0,15,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.001532567049808,6,0.890625,1896.5,11.5,Long-Low,Positive,0.094867192087237
312319,22668,1,NULL,NULL,0,2616,0,1,0,2,2,1,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001911314984709,6,1,1809,58.5,Long-Low,Positive,0.082846455278253
320218,12333,1,NULL,NULL,0,2611,0,0,0,2,1,0,6,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000765990042129,6,0.774193548387097,2364,38,Long-Low,Positive,0.598893159787507
322199,16232,1,NULL,NULL,0,2479,1,0,0,2,1,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00363049616781,6,0.492537313432836,787,3,Long-Heavy,Positive,0.064395288279046
327447,264132,1,NULL,NULL,0,2760,0,0,0,2,2,0,2,79,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0.021376811594203,4,0.882352941176471,1842,15,Long-Heavy,Positive,0.226876861441796
328573,13874,1,NULL,NULL,0,2601,0,0,0,3,3,0,3,588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002306805074971,6,0.8125,691,13,Long-Low,Positive,0.146874321918415
331355,147,1,NULL,NULL,0,2854,0,0,0,3,1,1,26,68322,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.007007708479327,6,0.911111111111111,2445.5,14.5,Long-Heavy,Positive,0.532336878381741
342336,12333,1,NULL,NULL,0,2704,0,0,0,3,3,0,17,839,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.004068047337278,6,0.774193548387097,2364,38,Long-Low,Positive,0.598893159787507
