repo_id,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,commit_count,activityDensity,densitybins,new_jaccard,median_age,median_commits,activity,activity_direction,activity_slope
3315562,1735275,1,NULL,NULL,0,2322,0,0,0,2,1,0,2,124,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003445305770887,6,0.811475409836066,819,5.5,Long-Heavy,Positive,0.131381061526857
3328291,1434458,1,NULL,NULL,0,2245,0,0,0,2,1,0,1,1204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002672605790646,6,0.4,1466,7,Long-Low,Positive,0.026608182269917
3358328,11474326,1,NULL,NULL,0,1781,2,0,0,4,4,0,12,2792,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.056148231330713,3,1,1000.5,11,Long-Heavy,Positive,0.280259014014592
3369972,45297,1,NULL,NULL,0,2239,0,0,0,4,2,0,12,315,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0.101384546672622,3,0.428571428571429,752,23,Long-Heavy,Positive,0.748281628504537
3377119,11474326,1,NULL,NULL,0,2084,0,0,0,2,2,0,12,3115,1,52,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0.177543186180422,2,0.833333333333333,1000.5,11,Long-Heavy,Positive,0.280259014014592
3402487,147,1,NULL,NULL,0,2236,0,0,0,3,1,2,18,54003,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.006261180679785,6,0.307692307692308,2445.5,14.5,Short-Low,Positive,0.532336878381741
3406988,1554,1,NULL,NULL,0,2235,0,0,0,4,3,0,13,441,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.007158836689038,6,1,1789,17,Long-Low,Positive,1.51304958269221
3431372,5407976,1,NULL,NULL,0,2231,0,1,1,3,2,0,0,426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.002241147467503,6,0.529411764705882,1096,8,Long-Low,Negative,0.003211221542918
3444169,22616,1,NULL,NULL,0,2230,0,0,0,2,1,0,1,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004035874439462,6,0.886363636363636,1093,6,Long-Heavy,Positive,0.202357574626149
3449537,3449537,0,NULL,NULL,0,2227,5894,2054,8,6,0,0,1,876,0,9,0,0,0,36,0,7,233,0,10,238,8,0,13,0,0,7,8,0,3,0,0,0,0,0,3,5,0,13,0,0,7,5,0,39,0.017512348450831,4,0,2102,18,Long-Heavy,Positive,0.033982996760167
3463912,13874,1,NULL,NULL,0,2225,0,1,0,2,1,0,0,211,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.006292134831461,6,0.8125,691,13,Long-Heavy,Positive,0.146874321918415
3509010,4143,1,NULL,NULL,0,2223,0,0,0,4,3,1,6,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004048582995951,6,0.785714285714286,1286,10.5,Long-Low,Positive,0.295998058100017
3531293,4143,1,NULL,NULL,0,1508,223,277,18,8,4,3,3,624,2,48,0,21,112,233,32,66,1432,75,90,1460,177,0,861,42,41,36,177,0,18,0,30,1,1,2,18,164,0,811,41,36,33,164,0,512,0.339522546419098,2,0.810810810810811,1286,10.5,Long-Heavy,Positive,0.295998058100017
3557945,1958,2,91042,1,1,2220,0,0,0,2,2,1,4,13,0,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0.095495495495496,3,0.990990990990991,2326.5,103,Short-Heavy,Positive,1.33014401980015
3584343,5874,2,3584343,0,1,2218,62,13,0,3,2,0,2,350,0,0,0,0,0,0,0,0,8,0,0,8,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,44,0.019837691614067,4,0.695652173913043,2348,29.5,Short-Heavy,Negative,0.097216749853298
3633345,7118,1,NULL,NULL,0,2284,2,4,0,7,2,0,0,427,4,3,9,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.070490367775832,3,0.671875,796,14,Long-Heavy,Positive,0.06975508472212
3643688,190,1,NULL,NULL,0,2167,0,0,0,2,0,0,0,11,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002768804799262,6,0.5,1533,19,Long-Low,Positive,0.047789726995952
3699449,1958,1,NULL,NULL,0,2210,0,0,0,3,2,0,20,117,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004072398190045,6,0.979775280898876,2326.5,103,Short-Low,Positive,1.33014401980015
3704497,2367496,1,3704497,0,1,2210,13,4,0,2,0,2,0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.008597285067873,6,1,1568.5,10.5,Long-Heavy,Positive,0.048621197419166
3711940,4386034,1,NULL,NULL,0,2209,0,0,0,2,2,0,15,1108,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.021729289271163,4,0.62962962962963,1091,14,Long-Heavy,Positive,0.098103055384801
3748789,7118,1,NULL,NULL,0,2207,0,3,0,2,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.003171726325329,6,0.815384615384615,796,14,Long-Low,Positive,0.06975508472212
3771914,4952332,2,NULL,NULL,0,2205,0,0,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001360544217687,6,0.965116279069767,2205,14,Short-Low,Positive,0.474789245090438
3877599,10032456,1,NULL,NULL,0,1787,1,0,0,4,3,0,3,72,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0.115277000559597,3,0.4375,1063,36,Long-Heavy,Negative,0.734266891810322
3886384,3449537,1,3886384,0,1,2195,3,1,0,2,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.003189066059226,6,0.846153846153846,2102,18,Long-Low,Positive,0.033982996760167
3890739,19560,1,NULL,NULL,0,2200,1,3,1,3,3,0,6,365,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0.048181818181818,3,0.889830508474576,1096,24.5,Long-Heavy,Positive,0.352096946014651
3938143,12333,1,NULL,NULL,0,2192,0,0,0,3,3,0,11,845,0,63,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.058394160583942,3,0,2364,38,Short-Heavy,Positive,0.598893159787507
3955917,11474326,1,NULL,NULL,0,2328,0,0,0,2,2,0,10,2446,1,35,0,102,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0.095790378006873,3,1,1000.5,11,Long-Heavy,Positive,0.280259014014592
3963404,27653260,1,NULL,NULL,0,2186,2,1,0,2,0,1,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004117108874657,6,1,2390,8,Short-Heavy,Positive,0.090464146135553
4125264,11474326,1,4125264,0,1,2175,3,0,0,2,0,2,4,1823,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.017011494252874,4,1,1000.5,11,Long-Heavy,Positive,0.280259014014592
4140044,4140044,0,NULL,NULL,0,2537,458,114,2,3,0,0,0,20,0,5,0,0,0,3,21,2,67,8,0,68,15,0,23,0,2,12,7,0,0,0,0,0,0,0,0,7,0,10,0,2,2,7,0,89,0.03508080409933,3,0,944.5,5,Long-Heavy,Positive,0.05528056506149
4233068,3449537,1,NULL,NULL,0,2167,0,0,0,2,0,2,0,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003691739732349,6,0.923076923076923,2102,18,Long-Low,Positive,0.033982996760167
4252022,264132,1,NULL,NULL,0,2166,0,0,0,2,2,0,0,207,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.004616805170822,6,0.833333333333333,1842,15,Long-Low,Positive,0.226876861441796
4259495,3449537,1,NULL,NULL,0,2166,2313,347,2,7,2,1,0,969,2,7,0,4,2,26,9,4,109,8,6,111,13,0,88,5,26,2,13,0,0,0,4,0,2,0,0,12,0,77,5,17,2,12,0,193,0.089104339796861,3,0.333333333333333,2102,18,Long-Heavy,Positive,0.033982996760167
4298477,7694902,1,NULL,NULL,0,2161,0,0,0,4,3,1,0,483,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00462748727441,6,0.671875,1896.5,11.5,Long-Low,Positive,0.094867192087237
4336908,2261680,1,NULL,NULL,0,2159,0,0,0,3,2,0,0,243,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00463177396943,6,0.980891719745223,1213.5,16,Long-Low,Positive,0.15402191898369
4352818,67521,2,2619272,1,1,2158,0,0,0,2,1,0,0,225,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.018535681186284,4,0.558823529411765,1388.5,16.5,Long-Heavy,Positive,0.064139437722418
4386034,4386034,0,NULL,NULL,0,2430,678,1017,35,44,22,36,12,3385,11,315,0,180,21,342,101,56,1501,428,115,1532,286,0,1180,26,128,24,286,0,11,0,40,0,6,1,11,237,0,1075,24,95,17,237,0,1405,0.578189300411523,2,0,1091,14,Long-Heavy,Positive,0.098103055384801
4391699,4391700,1,NULL,NULL,0,2154,11,3,0,2,2,0,2,590,0,28,0,51,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,1.17316620241411,1,0,1287.5,12,Long-Heavy,Positive,0.506490663341602
4391700,4391700,0,NULL,NULL,0,2154,26675,4553,19,17,5,3,1,2656,20,255,0,204,26,167,210,136,3051,559,322,3104,1152,2,1656,77,430,129,1152,0,115,0,79,6,33,5,115,1050,2,1416,64,250,85,1050,0,831,0.385793871866295,2,0,1287.5,12,Long-Heavy,Positive,0.506490663341602
4418038,7694902,1,NULL,NULL,0,2151,0,0,0,2,1,0,15,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00232450023245,6,0.737704918032787,1896.5,11.5,Long-Low,Positive,0.094867192087237
4494232,10032456,1,NULL,NULL,0,1740,0,0,0,3,1,1,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.016666666666667,4,0.740740740740741,1063,36,Long-Low,Negative,0.734266891810322
4543425,3449537,1,NULL,NULL,0,2145,0,0,0,4,0,2,0,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.013986013986014,4,0.923076923076923,2102,18,Long-Heavy,Positive,0.033982996760167
4617484,1958,1,NULL,NULL,0,2159,4,1,0,3,0,2,0,32,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0.189902732746642,2,0.962389380530973,2326.5,103,Short-Heavy,Positive,1.33014401980015
4657942,2261680,1,4657942,0,1,2138,7,0,0,2,1,0,0,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.004209541627689,6,0.980891719745223,1213.5,16,Long-Low,Positive,0.15402191898369
4705023,7455595,1,NULL,NULL,0,1927,29,4,1,2,2,0,6,83,0,1,0,0,0,0,0,3,6,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1159,0.601453035806954,2,0,1080,61,Long-Heavy,Positive,0.194564156587495
4743128,40930,1,NULL,NULL,0,1947,0,0,0,10,2,2,0,257,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0.144324601951721,2,0,1216,30,Long-Heavy,Negative,0.271371616382802
4748143,10032456,1,NULL,NULL,0,1817,0,0,0,2,1,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.003302146395157,6,0.697674418604651,1063,36,Long-Low,Negative,0.734266891810322
4783143,1958,1,NULL,NULL,0,2130,0,0,0,2,2,0,6,15,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.032394366197183,3,0.979865771812081,2326.5,103,Short-Low,Positive,1.33014401980015
4793868,1879783,1,NULL,NULL,0,1613,2,1,0,3,3,0,12,6443,0,30,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.050836949783013,3,0,962,10,Long-Heavy,Negative,0.184651035312954
4804223,16232,1,NULL,NULL,0,2128,0,0,0,3,2,0,7,502,0,15,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.015977443609023,4,0.617647058823529,787,3,Long-Heavy,Positive,0.064395288279046
4823937,1907206,1,NULL,NULL,0,2126,1,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00376293508937,6,0.625,1871,41,Long-Low,Positive,0.034651473908057
4868661,12333,1,NULL,NULL,0,2122,0,1,0,4,3,0,8,644,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.030631479736098,3,0,2364,38,Short-Heavy,Positive,0.598893159787507
4869913,147,1,4869913,0,1,2122,3,1,0,2,1,2,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.005655042412818,6,0,2445.5,14.5,Short-Low,Positive,0.532336878381741
4870428,15060,2,NULL,NULL,0,2122,0,0,0,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.022148916116871,4,0.375,1850.5,19.5,Long-Heavy,Positive,0.036498539483377
4870744,4386034,1,4870744,0,1,2045,34,54,1,3,1,2,2,69,1,5,0,0,0,1,1,1,7,24,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,90,0.0440097799511,3,0.708333333333333,1091,14,Long-Heavy,Positive,0.098103055384801
4946791,1958,1,NULL,NULL,0,2115,0,0,0,3,3,0,12,31,0,18,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.017966903073286,4,0.956331877729258,2326.5,103,Short-Low,Positive,1.33014401980015
4952332,4952332,0,NULL,NULL,0,3118,1040,1181,15,17,6,8,5,4918,19,158,0,634,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648,1.49069916613214,1,0,2205,14,Long-Heavy,Positive,0.474789245090438
5105623,3449537,2,NULL,NULL,0,1668,0,0,0,2,1,0,0,849,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.00779376498801,6,0,2102,18,Short-Low,Positive,0.033982996760167
5141840,45297,1,NULL,NULL,0,1237,0,0,0,4,3,3,16,568,0,6,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.019401778496362,4,0.142857142857143,752,23,Long-Heavy,Positive,0.748281628504537
5210578,3449537,1,NULL,NULL,0,2102,0,1,0,3,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.007611798287345,6,0.846153846153846,2102,18,Short-Low,Positive,0.033982996760167
5212023,7118,1,NULL,NULL,0,1787,1,0,0,2,2,2,0,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.012311135982093,4,0.609375,796,14,Long-Heavy,Positive,0.06975508472212
5222409,264132,1,5222409,0,1,2096,3,3,0,5,2,0,0,260,6,0,0,0,0,0,6,0,1,1,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.023854961832061,4,0.947368421052632,1842,15,Long-Heavy,Positive,0.226876861441796
5222558,147,1,NULL,NULL,0,2095,0,0,0,2,2,1,18,54121,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.002386634844869,6,0,2445.5,14.5,Short-Low,Positive,0.532336878381741
5222671,1822660,2,NULL,NULL,0,2095,8,3,1,3,3,1,5,375,0,91,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0.421957040572792,2,1,781,7,Long-Heavy,Positive,0.199327351791936
5242345,11474326,1,NULL,NULL,0,2094,0,0,0,4,4,0,12,2792,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0.099808978032474,3,1,1000.5,11,Long-Heavy,Positive,0.280259014014592
5292949,22616,1,NULL,NULL,0,2094,0,0,0,2,0,2,0,17,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.004775549188157,6,0.755555555555556,1093,6,Long-Heavy,Positive,0.202357574626149
5350652,4386034,1,NULL,NULL,0,1931,0,0,0,2,2,0,16,1161,0,27,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.032107716209218,3,0.576923076923077,1091,14,Long-Heavy,Positive,0.098103055384801
5367889,22616,1,NULL,NULL,0,2087,0,1,0,2,1,0,34,53956,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.011499760421658,4,0.75,1093,6,Long-Heavy,Positive,0.202357574626149
5368331,8941324,1,NULL,NULL,0,1606,0,0,0,13,11,5,15,6106,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.100249066002491,3,0,1542.5,26,Long-Heavy,Positive,0.117020180488308
5394287,2367496,1,NULL,NULL,0,2082,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002881844380403,6,0.875,1568.5,10.5,Long-Low,Positive,0.048621197419166
5407976,5407976,0,NULL,NULL,0,2739,195,114,7,3,2,0,0,422,0,3,0,0,0,0,1,1,38,5,1,38,3,0,6,0,4,0,3,0,0,0,1,0,1,0,0,3,0,4,0,2,0,3,0,47,0.017159547280029,4,0,1096,8,Long-Heavy,Negative,0.003211221542918
5458072,1958,1,NULL,NULL,0,2075,0,0,0,3,3,0,16,76,0,29,0,29,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.030843373493976,3,0.977827050997783,2326.5,103,Short-Low,Positive,1.33014401980015
5477373,12333,1,NULL,NULL,0,2068,0,0,0,2,1,0,2,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.046905222437137,3,0.741935483870968,2364,38,Short-Heavy,Positive,0.598893159787507
5504194,4143,1,NULL,NULL,0,1888,0,0,0,2,2,0,5,47,2,10,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.02489406779661,4,0,1286,10.5,Long-Heavy,Positive,0.295998058100017
5567455,59758,1,NULL,NULL,0,2066,0,0,0,5,3,1,11,324,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.011132623426912,4,1,825,14,Long-Heavy,Positive,0.160053705764332
5577470,4143,1,NULL,NULL,0,2063,0,0,0,2,2,0,0,218,0,4,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003877847794474,6,0.307692307692308,1286,10.5,Long-Low,Positive,0.295998058100017
5621095,15060,3,NULL,NULL,0,2061,0,0,0,3,1,0,1,69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.008733624454148,6,0,1850.5,19.5,Long-Low,Positive,0.036498539483377
5628081,22668,1,NULL,NULL,0,2084,0,0,0,2,0,0,0,18,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.02063339731286,4,0.454545454545455,1809,58.5,Long-Low,Positive,0.082846455278253
5720337,5720337,0,NULL,NULL,0,2057,121,146,7,13,6,6,1,456,1,67,0,5,5,7,46,13,1482,242,17,1489,76,0,1095,6,55,47,76,0,0,0,9,0,0,2,0,55,0,1049,6,36,45,55,0,261,0.12688381137579,3,0,888,32,Long-Heavy,Positive,0.123802657689494
5747084,7836,1,NULL,NULL,0,2057,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00291686922703,6,0.125,2044,14,Long-Low,Positive,0.18285643450775
6031634,1907206,1,NULL,NULL,0,2047,0,0,0,2,2,0,2,32,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.014655593551539,4,0,1871,41,Long-Low,Positive,0.034651473908057
6091462,7836,1,NULL,NULL,0,2044,12,2,0,2,2,0,0,226,1,28,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0.118884540117417,3,0,2044,14,Short-Heavy,Positive,0.18285643450775
6124076,6494034,1,NULL,NULL,0,1711,0,0,0,2,2,0,8,1208,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.036236119228521,3,1,1035.5,23,Long-Heavy,Positive,0.184220677365069
6144554,45297,1,NULL,NULL,0,1818,11,2,0,6,5,0,34,1013,1,5,0,14,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.015951595159516,4,0.9375,752,23,Long-Heavy,Positive,0.748281628504537
6223695,7455595,1,NULL,NULL,0,1936,0,0,0,2,1,1,5,134,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.010847107438017,4,0.666666666666667,1080,61,Long-Low,Positive,0.194564156587495
6294021,1907206,1,6294021,0,1,2032,74,10,0,5,0,0,0,249,5,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.018208661417323,4,0.590909090909091,1871,41,Long-Low,Positive,0.034651473908057
6380474,1907206,1,NULL,NULL,0,2004,0,0,0,2,1,0,0,52,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.013473053892216,4,0.615384615384615,1871,41,Long-Low,Positive,0.034651473908057
6440430,59758,2,NULL,NULL,0,1892,0,0,0,2,2,0,0,8,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.010570824524313,4,1,825,14,Long-Heavy,Positive,0.160053705764332
6448301,11474326,1,NULL,NULL,0,2020,5,2,0,4,4,0,21,3569,1,950,0,1291,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,0.866831683168317,2,0,1000.5,11,Long-Heavy,Positive,0.280259014014592
