repo_id,activity,activity_new,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,new_jaccard,is_hf_parent,all,thirty,seventy,ninety,one_commit,jaccard_median,jaccard_k2,jaccard_k3,j_c_2,jaccard_k4
1716373,Long-Low,Hard,190,1,NULL,NULL,0,2364,0,0,0,2,1,0,1,258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608696,0,1,0,0,0,1,1,1,1,1,1
1856228,Long-Low,Social,190,1,NULL,NULL,0,2217,0,0,0,3,3,0,1,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,1,1,1,1,1,1
3643688,Long-Low,Social,190,1,NULL,NULL,0,2167,0,0,0,2,0,0,0,11,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1,1,1,1,1,1
17786687,Short-Low,Hard,190,1,NULL,NULL,0,1533,0,1,0,2,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
19495255,Short-Heavy,Social,190,1,NULL,NULL,0,1212,1,1,0,2,2,0,0,208,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28780199,Short-Heavy,Hard,190,1,NULL,NULL,0,1296,0,0,0,7,1,0,0,252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,1,0,0,0,1,0,0,0,0,0
49162952,Short-Heavy,Hard,190,1,NULL,NULL,0,949,0,1,0,2,1,0,0,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769,0,1,1,1,1,1,1,0,0,0,0
54372550,Short-Low,Hard,190,1,NULL,NULL,0,900,1,130,0,2,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
59968546,Short-Low,Hard,190,1,NULL,NULL,0,806,0,1,0,2,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
102613541,Short-Low,Hard,190,1,NULL,NULL,0,335,0,0,0,2,1,0,0,208,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
131381,Long-Heavy,Hard,1554,1,131381,0,1,2725,3,1,0,8,3,6,12,1187,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
226127,Long-Heavy,Hard,1554,1,NULL,NULL,0,2482,1,0,0,6,4,4,12,325,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
348283,Short-Low,Hard,1554,1,NULL,NULL,0,1789,0,0,0,2,2,0,11,277,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
418355,Long-Heavy,Dead?,1554,2,NULL,NULL,0,2476,0,0,0,4,2,5,6,296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
418387,Long-Heavy,Hard,1554,1,NULL,NULL,0,2938,0,0,0,5,3,2,11,411,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
1464833,Long-Heavy,Hard,1554,1,NULL,NULL,0,2719,2,0,0,3,2,1,8,429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
1464907,Long-Heavy,Social,1554,1,NULL,NULL,0,2408,0,0,0,2,2,0,9,228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
2254768,Long-Heavy,Hard,1554,1,NULL,NULL,0,2328,0,0,0,2,1,0,9,229,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
3406988,Long-Low,Hard,1554,1,NULL,NULL,0,2235,0,0,0,4,3,0,13,441,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
8202667,Long-Low,Hard,1554,1,NULL,NULL,0,1922,0,0,0,2,1,0,2,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
32331012,Short-Heavy,Hard,1554,1,NULL,NULL,0,1200,1,1,1,2,2,0,0,210,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961111,0,1,0,0,0,1,1,1,1,1,1
33082486,Short-Low,Social,1554,1,NULL,NULL,0,1185,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965909,0,1,0,0,0,1,1,1,1,1,3
46175646,Short-Low,Dead?,1554,1,NULL,NULL,0,984,0,0,0,2,1,0,0,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755102,0,0,0,0,0,1,1,1,1,1,3
46668387,Short-Low,Hard,1554,1,NULL,NULL,0,977,1,2,0,2,1,0,0,202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770833,0,1,0,0,0,1,1,1,1,1,3
68358145,Short-Low,Hard,1554,1,NULL,NULL,0,702,0,1,0,4,3,0,7,293,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3
75600466,Short-Heavy,Hard,1554,1,NULL,NULL,0,614,0,0,0,5,4,3,5,425,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659574,0,1,0,0,0,1,1,0,0,0,0
85437730,Short-Low,Social,1554,2,NULL,NULL,0,505,1,0,0,2,1,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961111,0,0,0,0,0,1,1,1,1,1,3
89321187,Short-Low,Dead?,1554,1,NULL,NULL,0,465,0,0,0,2,2,0,0,208,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3
94246087,Short-Low,Dead?,1554,1,NULL,NULL,0,419,0,0,0,2,1,0,0,202,0,2,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622222,0,0,0,0,0,1,1,0,0,0,0
118888903,Short-Low,Dead?,1554,1,NULL,NULL,0,180,0,0,0,2,1,0,0,202,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171429,0,0,0,0,0,1,0,0,0,1,3
2018,Long-Heavy,Social,1958,1,NULL,NULL,0,3113,0,0,0,4,4,4,30,240,0,56,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Long-Heavy,Social,1958,1,NULL,NULL,0,3104,1,1,0,14,14,34,44,511,1,800,0,1921,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
67812,Long-Heavy,Hard,1958,1,NULL,NULL,0,3069,0,0,0,7,7,19,26,191,0,210,0,352,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980044,0,1,0,0,0,0,1,1,1,1,1
67963,Long-Low,Dead?,1958,1,NULL,NULL,0,2508,0,0,0,3,3,1,14,72,0,21,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962306,0,0,0,0,0,1,1,1,1,1,1
68002,Long-Heavy,Hard,1958,1,NULL,NULL,0,2915,0,0,0,10,10,35,34,311,0,765,0,1470,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,1,2
84459,Long-Heavy,Social,1958,1,NULL,NULL,0,2566,1,0,0,12,12,26,36,335,1,495,0,753,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
91042,Long-Heavy,Social,1958,1,91042,0,1,2644,3,5,1,12,12,30,39,334,0,387,0,2247,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2
96542,Long-Heavy,Social,1958,1,NULL,NULL,0,3117,0,0,0,15,15,48,33,1713,0,341,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
158501,Long-Heavy,Social,1958,1,NULL,NULL,0,2881,0,1,0,10,9,16,34,267,1,899,0,1633,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991131,0,0,0,0,0,0,1,1,2,1,2
210467,Long-Heavy,Dead?,1958,1,NULL,NULL,0,3130,0,2,0,5,5,7,38,261,0,191,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977728,0,0,0,0,0,0,1,1,1,1,1
213186,Long-Heavy,Hard,1958,1,NULL,NULL,0,3126,0,0,0,8,8,17,35,263,1,150,0,621,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962306,0,1,0,0,0,1,1,1,1,1,1
223468,Long-Heavy,Social,1958,1,NULL,NULL,0,2770,0,0,0,11,11,23,27,389,0,483,0,3278,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
245159,Long-Low,Dead?,1958,1,NULL,NULL,0,3053,0,0,0,5,5,10,28,421,0,72,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997717,0,0,0,0,0,0,1,1,1,1,1
284300,Long-Low,Dead?,1958,1,NULL,NULL,0,2749,0,0,0,2,1,0,11,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997717,0,0,0,0,0,1,1,1,1,1,1
343952,Long-Heavy,Social,1958,1,NULL,NULL,0,2706,0,0,0,6,6,14,34,317,0,52,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
372949,Long-Heavy,Dead?,1958,1,NULL,NULL,0,2795,1,0,0,5,4,6,34,363,0,19,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997706,0,0,0,0,0,1,1,1,1,1,1
384702,Long-Low,Dead?,1958,1,NULL,NULL,0,2691,1,0,0,4,4,4,28,224,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995455,0,0,0,0,0,1,1,1,1,1,1
421829,Long-Low,Dead?,1958,1,NULL,NULL,0,2476,0,0,0,2,2,0,12,81,0,4,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993243,0,0,0,0,0,1,1,1,1,1,1
547776,Long-Heavy,Social,1958,1,NULL,NULL,0,2922,0,0,0,4,4,4,22,131,0,89,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997696,0,0,0,0,0,1,1,1,1,1,1
557198,Long-Low,Dead?,1958,1,NULL,NULL,0,3131,0,0,0,4,3,2,29,226,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
558106,Long-Low,Hard,1958,1,NULL,NULL,0,3012,0,0,0,3,3,4,32,274,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995455,0,1,0,0,0,1,1,1,1,1,1
690503,Long-Heavy,Social,1958,1,NULL,NULL,0,2369,1,0,0,2,2,0,14,66,0,56,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
690505,Long-Low,Dead?,1958,1,NULL,NULL,0,2938,0,0,0,2,2,1,9,105,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997712,0,0,0,0,0,0,1,1,1,1,1
737087,Long-Heavy,Dead?,1958,1,NULL,NULL,0,2823,1,2,1,8,8,15,36,417,0,36,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960177,0,0,0,0,0,0,1,1,1,1,1
820518,Long-Low,Dead?,1958,1,NULL,NULL,0,3125,1,0,0,5,5,6,34,391,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964523,0,0,0,0,0,1,1,1,1,1,1
1025831,Short-Low,Dead?,1958,1,NULL,NULL,0,1944,2,0,0,4,4,0,26,1441,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980044,0,0,0,0,0,1,1,1,1,1,1
1042502,Short-Heavy,Social,1958,1,NULL,NULL,0,1831,0,0,0,5,5,3,30,398,1,370,0,1166,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2
1427922,Long-Low,Hard,1958,1,NULL,NULL,0,2749,1,0,0,2,1,0,7,22,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980044,0,1,0,0,0,1,1,1,1,1,1
1427958,Long-Low,Dead?,1958,1,NULL,NULL,0,3027,1,0,0,2,2,0,12,70,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980044,0,0,0,0,0,1,1,1,1,1,1
1427966,Long-Heavy,Dead?,1958,1,NULL,NULL,0,3130,1,0,0,9,9,20,35,1628,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995465,0,0,0,0,0,1,1,1,1,1,1
1875976,Short-Low,Dead?,1958,2,NULL,NULL,0,2218,0,0,0,2,2,0,11,88,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990991,0,0,0,0,0,1,1,1,1,1,1
2914535,Short-Heavy,Social,1958,1,NULL,NULL,0,2284,0,0,0,8,8,13,29,408,0,194,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960089,0,0,0,0,0,1,1,1,1,1,1
3557945,Short-Heavy,Social,1958,2,91042,1,1,2220,0,0,0,2,2,1,4,13,0,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990991,0,0,0,0,0,1,1,1,1,1,1
3699449,Short-Low,Social,1958,1,NULL,NULL,0,2210,0,0,0,3,2,0,20,117,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979775,0,0,0,0,0,1,1,1,1,1,1
4617484,Short-Heavy,Hard,1958,1,NULL,NULL,0,2159,4,1,0,3,0,2,0,32,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962389,0,1,0,0,0,1,1,1,1,1,1
4783143,Short-Low,Social,1958,1,NULL,NULL,0,2130,0,0,0,2,2,0,6,15,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979866,0,0,0,0,0,1,1,1,1,1,1
4946791,Short-Low,Social,1958,1,NULL,NULL,0,2115,0,0,0,3,3,0,12,31,0,18,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956332,0,0,0,0,0,1,1,1,1,1,1
5458072,Short-Low,Social,1958,1,NULL,NULL,0,2075,0,0,0,3,3,0,16,76,0,29,0,29,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977827,0,0,0,0,0,1,1,1,1,1,1
6714334,Short-Heavy,Social,1958,1,NULL,NULL,0,2007,0,0,0,3,3,0,21,108,0,108,0,137,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938731,0,0,0,0,0,1,1,1,1,1,1
7790134,Short-Heavy,Hard,1958,1,NULL,NULL,0,1942,9,4,0,4,1,0,0,902,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977679,0,1,0,0,0,1,1,1,1,1,1
11179922,Short-Low,Hard,1958,1,NULL,NULL,0,1765,0,0,0,2,2,0,0,204,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975556,0,0,0,0,0,1,1,1,1,1,1
