repo_id,activity,activity_new,parent_id,depth,hf_parent_id,hf_depth,is_hard_fork,age,stars,forks,forks_active,user_count,user_family_count,followers_repo,followers_in_family,followers_outside,pr_within,pr_family,pr_within_comments,pr_family_comments,pr_within_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_repo_comments,issue_family_comments,issue_outside_comments,issues_subscribed_repo,issues_unsubscribed_repo,issues_closed_repo,issues_reopened_repo,issues_referenced_repo,issues_assigned_repo,issues_mentioned_repo,pr_mentioned_repo,issues_subscribed_family,issues_unsubscribed_family,issues_closed_family,issues_reopened_family,issues_referenced_family,issues_assigned_family,issues_mentioned_family,issues_subscribed_outside,issues_unsubscribed_outside,issues_closed_outside,issues_reopened_outside,issues_referenced_outside,issues_assigned_outside,issues_mentioned_outside,pr_family_mentioned,new_jaccard,is_hf_parent,all,thirty,seventy,ninety,one_commit,jaccard_median,jaccard_k2,jaccard_k3,j_c_2,jaccard_k4
61573818,Short-Low,Hard,16232,1,NULL,NULL,0,787,0,0,0,2,1,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305085,0,1,0,0,0,1,1,0,0,0,0
62137035,Short-Heavy,Hard,16232,2,NULL,NULL,0,780,0,0,0,2,2,0,0,220,1,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,1,1,1,1,1,1,1,1,1,3
62228764,Short-Low,Hard,16232,1,NULL,NULL,0,779,0,0,0,2,1,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
62906917,Long-Low,Hard,16232,2,NULL,NULL,0,1102,0,1,0,2,2,0,0,220,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,1,1,1,1,1,1,1,1,1,3
63901739,Short-Heavy,Hard,16232,1,NULL,NULL,0,759,0,0,0,2,1,0,0,230,0,7,0,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492537,0,1,0,0,0,1,1,0,0,1,3
64073059,Long-Low,Hard,16232,1,NULL,NULL,0,914,0,0,0,2,1,0,0,207,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,0,1,0,0,0,1,1,1,1,1,3
64266367,Long-Low,Hard,16232,2,NULL,NULL,0,1122,0,0,0,2,1,0,0,202,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,1,1,1,1,1,1,1,1,1,3
64691248,Short-Low,Hard,16232,1,NULL,NULL,0,750,0,0,0,2,1,0,0,202,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12963,0,1,0,0,0,1,0,0,0,0,0
64716710,Short-Low,Hard,16232,1,NULL,NULL,0,749,0,0,0,2,1,0,0,202,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
65899506,Long-Low,Hard,16232,1,NULL,NULL,0,1274,0,0,0,2,1,0,0,203,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446154,0,1,0,0,0,1,1,1,1,1,3
66145687,Short-Low,Hard,16232,1,NULL,NULL,0,730,0,0,0,2,1,0,0,205,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,1,0,0,0,1,1,1,1,1,3
69066132,Long-Low,Hard,16232,1,NULL,NULL,0,1382,0,0,0,2,1,0,0,209,0,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894231,0,1,0,0,0,1,1,1,1,1,3
69108282,Short-Heavy,Hard,16232,1,NULL,NULL,0,692,0,0,0,2,1,0,0,207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,0,1,0,0,0,1,1,1,1,1,3
69285344,Short-Heavy,Social,16232,1,NULL,NULL,0,690,52,13,0,3,3,1,13,1974,4,7,0,0,1,3,18,0,2,12,0,2,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70976195,Short-Low,Dead?,16232,1,NULL,NULL,0,670,0,0,0,2,1,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71282644,Short-Low,Dead?,16232,1,NULL,NULL,0,666,0,0,0,2,1,0,0,203,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894231,0,1,0,0,0,1,1,1,1,1,3
71362308,Short-Low,Hard,16232,1,NULL,NULL,0,665,0,0,0,2,1,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71485467,Short-Heavy,Hard,16232,1,NULL,NULL,0,663,1,0,0,2,2,0,0,202,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,0,0,0,1,1,1,1,1,3
71494136,Short-Low,Hard,16232,1,NULL,NULL,0,663,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305085,0,1,0,0,0,1,1,0,0,0,0
72152912,Short-Low,Hard,16232,1,NULL,NULL,0,655,0,0,0,2,1,0,0,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,1,0,0,0,1,1,1,1,1,3
72217594,Short-Heavy,Hard,16232,1,NULL,NULL,0,654,0,0,0,2,1,0,0,203,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160714,0,1,0,0,0,1,0,0,0,0,0
72219444,Short-Low,Hard,16232,1,NULL,NULL,0,654,0,0,0,2,1,0,0,204,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,1,0,0,0,1,1,1,1,1,3
72322664,Short-Low,Hard,16232,1,NULL,NULL,0,653,0,0,0,2,1,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885714,0,1,0,0,0,1,1,1,1,1,3
72646210,Short-Heavy,Social,16232,1,NULL,NULL,0,649,0,0,0,2,1,0,0,217,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72715382,Short-Heavy,Hard,16232,1,NULL,NULL,0,648,0,0,0,2,1,0,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09434,0,1,0,0,0,1,0,0,0,0,0
72972616,Short-Heavy,Social,16232,1,NULL,NULL,0,645,0,0,0,3,3,1,8,499,0,15,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73001986,Short-Heavy,Hard,16232,1,NULL,NULL,0,645,279,187,0,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,1,0,0,0,1,1,1,1,1,3
73342890,Short-Low,Hard,16232,1,NULL,NULL,0,640,0,1,0,2,1,0,0,255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,0,1,0,0,0,1,1,1,1,1,3
73828478,Long-Heavy,Hard,16232,1,NULL,NULL,0,1667,4,4,0,2,2,0,3,293,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
74556183,Short-Low,Hard,16232,1,NULL,NULL,0,626,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,1,0,0,0,1,1,1,1,1,3
75011486,Short-Low,Hard,16232,1,NULL,NULL,0,621,0,0,0,2,1,0,0,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,1,0,0,0,1,1,1,1,1,3
75431680,Short-Low,Social,16232,1,NULL,NULL,0,616,0,0,0,2,1,0,0,204,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,0,0,0,0,1,1,1,1,1,3
75485032,Short-Low,Hard,16232,1,NULL,NULL,0,615,0,0,0,2,1,0,0,204,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0,1,0,0,0,1,1,0,1,1,3
75590104,Short-Heavy,Hard,16232,1,NULL,NULL,0,614,0,0,0,2,1,0,7,248,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316667,0,1,0,0,0,1,1,0,0,0,0
77504121,Long-Low,Hard,16232,1,NULL,NULL,0,898,0,0,0,2,1,0,0,205,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893204,0,1,0,0,0,1,1,1,1,1,3
79111519,Long-Heavy,Social,16232,1,NULL,NULL,0,1148,0,0,0,2,1,0,0,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892157,0,1,0,0,0,1,1,1,1,1,3
80529951,Short-Low,Hard,16232,1,NULL,NULL,0,562,0,0,0,2,1,0,0,203,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,0,1,0,0,0,1,1,0,0,1,3
80620058,Short-Heavy,Social,16232,1,NULL,NULL,0,561,0,0,0,2,1,0,1,318,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80936294,Short-Low,Hard,16232,1,NULL,NULL,0,557,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894231,0,1,0,0,0,1,1,1,1,1,3
81102717,Short-Heavy,Hard,16232,1,NULL,NULL,0,556,0,0,0,2,1,0,0,203,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886792,0,0,0,0,0,1,1,1,1,1,3
81459277,Short-Low,Social,16232,1,NULL,NULL,0,551,0,0,0,2,1,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
82931651,Long-Low,Dead?,16232,1,NULL,NULL,0,1131,0,0,0,2,1,0,0,202,0,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
83063229,Short-Heavy,Dead?,16232,1,NULL,NULL,0,535,0,0,0,3,2,0,7,447,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0,1,0,0,0,1,1,0,0,1,3
83453995,Short-Low,Dead?,16232,1,NULL,NULL,0,530,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885714,0,0,0,0,0,1,1,1,1,1,3
83955093,Short-Low,Hard,16232,1,NULL,NULL,0,522,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,1,0,0,0,1,1,0,0,1,3
84055667,Short-Heavy,Social,16232,1,NULL,NULL,0,521,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
84381355,Short-Low,Hard,16232,1,NULL,NULL,0,516,0,0,0,2,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305085,0,1,0,0,0,1,1,0,0,0,0
85845857,Short-Low,Hard,16232,1,NULL,NULL,0,500,0,0,0,2,1,0,0,205,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,1,0,0,0,1,1,0,0,1,3
85956599,Short-Low,Hard,16232,1,NULL,NULL,0,499,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,1,0,0,0,1,1,0,0,1,3
86317879,Short-Low,Dead?,16232,1,NULL,NULL,0,495,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86351590,Short-Low,Hard,16232,1,NULL,NULL,0,495,0,0,0,2,1,0,0,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,1,0,0,0,1,1,0,0,1,3
86798241,Short-Heavy,Social,16232,1,NULL,NULL,0,491,2,0,0,2,2,0,3,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,0,0,0,0,0,1,1,0,0,1,3
87369020,Short-Low,Hard,16232,1,NULL,NULL,0,485,0,0,0,2,1,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446154,0,1,0,0,0,1,1,0,0,1,3
87571811,Short-Heavy,Social,16232,1,NULL,NULL,0,483,0,0,0,2,1,0,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0,0,0,0,0,1,1,0,0,1,3
87636278,Short-Heavy,Dead?,16232,1,NULL,NULL,0,481,1,0,0,3,2,0,7,453,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88584483,Short-Low,Hard,16232,1,NULL,NULL,0,473,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316667,0,1,0,0,0,1,1,0,0,0,0
90529540,Short-Low,Hard,16232,1,NULL,NULL,0,453,0,0,0,2,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09434,0,1,0,0,0,1,0,0,0,0,0
90857292,Short-Heavy,Hard,16232,1,NULL,NULL,0,450,0,0,0,2,1,0,0,202,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160714,0,1,0,0,0,1,0,0,0,0,0
90905222,Short-Low,Dead?,16232,1,NULL,NULL,0,450,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91242486,Long-Low,Hard,16232,1,NULL,NULL,0,1741,0,0,0,2,1,0,0,203,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602941,0,1,0,0,0,1,1,1,1,1,1
91498629,Short-Heavy,Dead?,16232,1,NULL,NULL,0,444,0,0,0,3,2,0,9,475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544118,0,0,0,0,0,1,1,0,0,1,3
19638,Long-Heavy,Social,19560,1,NULL,NULL,0,2563,0,0,0,5,5,0,9,145,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921739,0,0,0,0,0,1,1,1,1,1,1
3890739,Long-Heavy,Hard,19560,1,NULL,NULL,0,2200,1,3,1,3,3,0,6,365,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889831,0,1,0,0,0,1,1,1,1,1,1
9664863,Long-Heavy,Social,19560,1,NULL,NULL,0,1874,0,0,0,2,2,0,4,115,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,0,0,0,0,0,1,1,1,1,1,1
10343104,Long-Heavy,Hard,19560,2,10343104,0,1,1828,6,4,0,4,3,0,6,398,0,0,0,0,0,0,3,0,0,12,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873563,1,1,1,1,1,1,1,1,1,1,1
11140905,Long-Low,Hard,19560,1,NULL,NULL,0,1765,4,3,0,2,1,1,0,29,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,0,0,0,0,0,0,1,1,1,1,1
11223566,Long-Low,Hard,19560,1,NULL,NULL,0,1760,3,1,0,2,2,0,4,250,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636,0,1,0,0,0,0,1,1,1,1,1
19760818,Long-Heavy,Social,19560,1,NULL,NULL,0,1486,0,0,0,2,2,0,4,142,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669903,0,0,0,0,0,1,1,1,1,1,1
20228114,Long-Heavy,Hard,19560,1,NULL,NULL,0,1796,0,1,0,2,1,0,4,146,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673077,0,1,0,0,0,1,1,1,1,1,1
38020330,Short-Heavy,Hard,19560,1,NULL,NULL,0,1095,0,0,0,2,1,0,4,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62963,0,1,0,0,0,1,1,1,1,1,3
44574416,Long-Low,Social,19560,1,NULL,NULL,0,1097,0,0,0,4,1,2,0,211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673077,0,0,0,0,0,1,1,1,1,1,3
47476551,Short-Low,Hard,19560,1,NULL,NULL,0,971,0,1,0,3,1,0,0,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,0,1,0,0,0,1,1,0,0,0,0
49892599,Short-Low,Hard,19560,1,NULL,NULL,0,940,0,0,0,2,1,0,0,203,2,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,0,1,0,0,0,1,1,0,0,0,0
57296018,Short-Low,Social,19560,1,NULL,NULL,0,835,0,0,0,2,1,0,4,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59434,0,0,0,0,0,1,1,1,1,1,3
70466985,Short-Low,Dead?,19560,2,NULL,NULL,0,676,0,0,0,2,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,0,0,0,0,0,1,1,0,0,0,0
87458956,Short-Low,Hard,19560,1,NULL,NULL,0,485,0,0,0,2,1,0,0,202,0,2,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211765,0,1,0,0,0,1,1,0,0,0,0
89437785,Short-Low,Hard,19560,1,NULL,NULL,0,464,0,0,0,2,1,0,0,202,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476,0,1,0,0,0,1,0,0,0,0,0
96841678,Short-Heavy,Hard,19560,1,NULL,NULL,0,394,0,0,0,2,1,0,0,202,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
99339365,Short-Low,Hard,19560,1,NULL,NULL,0,488,0,0,0,4,1,0,0,203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190476,0,0,0,0,0,1,0,0,0,0,0
109784602,Short-Heavy,Hard,19560,1,NULL,NULL,0,261,0,0,0,2,1,0,0,203,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241379,0,1,1,1,1,1,1,0,0,0,0
1436297,Long-Heavy,Social,22616,1,NULL,NULL,0,2386,0,1,0,13,11,9,58,60473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727273,0,0,0,0,0,1,1,1,1,1,1
1666406,Long-Low,Hard,22616,1,NULL,NULL,0,2364,0,0,0,2,2,1,33,53956,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,0,1,0,0,0,0,1,1,1,1,1
3110678,Long-Heavy,Social,22616,1,NULL,NULL,0,2269,0,0,0,2,1,1,33,53981,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860465,0,0,0,0,0,1,1,1,1,1,1
3444169,Long-Heavy,Hard,22616,1,NULL,NULL,0,2230,0,0,0,2,1,0,1,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886364,0,1,0,0,0,1,1,1,1,1,1
5292949,Long-Heavy,Hard,22616,1,NULL,NULL,0,2094,0,0,0,2,0,2,0,17,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755556,0,1,0,0,0,1,1,1,1,1,1
5367889,Long-Heavy,Hard,22616,1,NULL,NULL,0,2087,0,1,0,2,1,0,34,53956,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,1,1,1,1,1,1
15199253,Long-Low,Hard,22616,1,NULL,NULL,0,1596,0,0,0,2,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681818,0,1,0,0,0,1,1,1,1,1,1
17722461,Long-Low,Hard,22616,1,NULL,NULL,0,1534,0,0,0,2,1,0,34,53959,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,1,0,0,0,1,1,1,1,1,1
19816178,Long-Heavy,Hard,22616,1,NULL,NULL,0,1484,0,1,0,2,2,0,1,390,0,32,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,1,1,0,1
21176433,Long-Heavy,Hard,22616,1,21176433,0,1,1508,12,4,0,3,2,0,3,1086,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463415,1,1,0,0,0,1,1,1,1,1,1
21922270,Long-Low,Hard,22616,1,NULL,NULL,0,1432,0,0,0,2,1,1,33,53943,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,1,0,0,0,1,1,1,1,1,3
22148339,Long-Low,Hard,22616,1,NULL,NULL,0,1816,0,0,0,2,1,1,33,53975,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857,0,1,0,0,0,1,1,1,1,1,1
28033149,Long-Heavy,Social,22616,1,NULL,NULL,0,1303,1,0,0,2,1,0,0,669,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,1,1,1,1,1,3
